"function HelpWindow(page) { window.open(page,"","HEIGHT=225,WIDTH=300") }""unction HelpWindow(page) { ",,,,,,,,
Jurisdiction,Facility,Year,Month,Unsentenced males,Unsentenced females,Sentenced males,Sentenced females,Total facility ADP
Alameda Sheriff's Dept.,Santa Rita Jail,2014,2,1961,221,596,93,2871
Amador Sheriff's Dept.,Amador County Jail,2014,2,36,12,28,12,88
Butte Sheriff's Dept.,Butte County Jail,2014,2,315,56,177,37,585
Calaveras Sheriff's Dept.,Calaveras County Jail,2014,2,28,7,33,3,71
Colusa Sheriff's Dept.,Colusa County Jail,2014,2,50,7,20,5,82
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,2014,2,0,0,56,0,56
Contra Costa Sheriff's Dept.,Martinez Detention Facility,2014,2,530,2,134,0,666
Contra Costa Sheriff's Dept.,West County Detention Facility ,2014,2,535,127,124,15,801
Del Norte Sheriff's Dept.,Del Norte County Jail,2014,2,38,7,38,11,94
El Dorado Sheriff's Dept.,El Dorado County Jail,2014,2,132,26,75,20,253
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,2014,2,37,9,53,14,113
Fresno Sheriff's Dept.,Fresno County Main Jail,2014,2,781,23,229,1,1034
Fresno Sheriff's Dept.,Fresno North Annex Jail,2014,2,975,0,459,0,1434
Fresno Sheriff's Dept.,Fresno South Annex Jail,2014,2,213,151,64,63,491
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,2014,2,60,13,31,6,110
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,2014,2,196,28,120,25,369
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,2014,2,137,12,0,0,149
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,2014,2,150,19,208,34,411
Inyo Sheriff's Dept.,Inyo County Jail,2014,2,37,5,29,8,79
Kern Sheriff's Dept.,Central Receiving Facility,2014,2,114,38,18,4,174
Kern Sheriff's Dept.,Lerdo Maximum/Medium,2014,2,301,0,83,0,384
Kern Sheriff's Dept.,Lerdo Minimum,2014,2,287,44,408,49,788
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,2014,2,764,124,277,43,1208
Kings Sheriff's Dept.,Kings County Branch Jail ,2014,2,23,20,63,50,156
Kings Sheriff's Dept.,Kings County Jail Facility,2014,2,208,23,196,21,448
Lake Sheriff's Dept.,Lake County Hill Road Facility ,2014,2,152,28,135,25,340
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,2014,2,37,6,62,14,119
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,2014,2,0,1145,0,1003,2148
Los Angeles Sheriff's Dept.,LA Men's Central Jail,2014,2,2800,0,2048,0,4848
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,2014,2,2227,0,1770,0,3997
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,2014,2,0,0,164,0,164
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,2014,2,933,0,875,0,1808
Los Angeles Sheriff's Dept.,LA Pitchess South (No. Annex),2014,2,474,0,1043,0,1517
Los Angeles Sheriff's Dept.,LA Twin Towers Corr. Facility,2014,2,2253,16,1520,402,4191
Madera Corrections Dept.,Madera Adult Correctional Fac,2014,2,328,53,63,8,452
Marin Sheriff's Dept.,Marin County Jail,2014,2,195,29,66,13,303
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,2014,2,20,3,15,4,42
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,2014,2,146,27,105,16,294
Merced Sheriff's Dept.,John Latorraca Correctional Center,2014,2,347,58,190,36,631
Merced Sheriff's Dept.,Merced County Jail ,2014,2,162,1,80,0,243
Modoc Sheriff's Dept.,Modoc County Jail,2014,2,14,2,12,4,32
Mono Sheriff's Dept.,Mono County Jail ,2014,2,16,3,12,6,37
Monterey Sheriff's Dept.,Monterey County Jail ,2014,2,450,81,80,43,654
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,2014,2,158,0,112,0,270
Napa Corrections Dept.,Napa County Jail ,2014,2,165,28,47,10,250
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,2014,2,148,41,23,8,220
Orange Sheriff's Dept.,Intake Release Center ,2014,2,265,233,86,221,805
Orange Sheriff's Dept.,James A Musick Facilities,2014,2,360,48,714,130,1252
Orange Sheriff's Dept.,Orange County Mens Jail ,2014,2,935,0,378,0,1313
Orange Sheriff's Dept.,Orange County Women's Jail,2014,2,0,168,0,191,359
Orange Sheriff's Dept.,Theo Lacy,2014,2,1625,0,1655,0,3280
Placer Sheriff's Dept.,Placer County Main Jail ,2014,2,371,50,67,12,500
Placer Sheriff's Dept.,Placer County Minimum Security ,2014,2,8,3,123,26,160
Plumas Sheriff's Dept.,Plumas County Jail ,2014,2,34,3,18,6,61
Riverside Sheriff's Dept.,Blythe Jail ,2014,2,79,0,30,0,109
Riverside Sheriff's Dept.,Indio Jail ,2014,2,271,33,50,7,361
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,2014,2,857,138,407,99,1501
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,2014,2,522,131,148,42,843
Riverside Sheriff's Dept.,Southwest Detention Center,2014,2,815,4,307,0,1126
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,2014,2,611,10,1424,234,2279
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,2014,2,1620,161,181,92,2054
San Benito Sheriff's Dept.,San Benito Adult Detention ,2014,2,66,13,36,8,123
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,2014,2,599,0,81,0,680
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,2014,2,268,145,648,120,1181
San Bernardino Sheriff's Dept.,San Bernardino High Desert Detention Center,2014,2,727,84,117,20,948
San Bernardino Sheriff's Dept.,West Valley Detention Center ,2014,2,2266,280,313,66,2925
San Diego Sheriff's Dept.,East Mesa Reentry Facility,2014,2,120,0,401,0,521
San Diego Sheriff's Dept.,George Bailey Detention Facility,2014,2,836,0,931,0,1767
San Diego Sheriff's Dept.,Las Colinas Womens Detention ,2014,2,0,441,0,423,864
San Diego Sheriff's Dept.,San Diego Central Detention ,2014,2,740,0,301,0,1041
San Diego Sheriff's Dept.,San Diego Facility #8,2014,2,84,0,198,0,282
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,2014,2,309,0,201,0,510
San Diego Sheriff's Dept.,Vista Facility ,2014,2,510,5,321,2,838
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2014,2,0,1,232,78,311
San Francisco Sheriff's Dept.,San Francisco County Jail #2,2014,2,150,106,26,19,301
San Francisco Sheriff's Dept.,San Francisco County Jail #3,2014,2,0,0,0,0,0
San Francisco Sheriff's Dept.,San Francisco County Jail #4,2014,2,290,0,51,0,341
San Francisco Sheriff's Dept.,San Francisco County Jail #5,2014,2,551,0,97,0,648
San Francisco Sheriff's Dept.,San Francisco County Jail #6,2014,2,0,0,0,0,0
San Joaquin Sheriff's Dept.,John J. Zunino Facility,2014,2,743,95,169,20,1027
San Joaquin Sheriff's Dept.,San Joaquin County Honor Farm,2014,2,65,13,303,48,429
San Luis Obispo Sheriff's Dept.,San Luis Obispo County Jail ,2014,2,340,57,185,32,614
San Luis Obispo Sheriff's Dept.,San Luis Obispo Honor Farm ,2014,2,0,0,71,22,93
San Mateo Sheriff's Dept.,Maguire Correctional Facility,2014,2,586,6,317,3,912
San Mateo Sheriff's Dept.,Minimum Security Transitional Fac.,2014,2,0,0,32,0,32
San Mateo Sheriff's Dept.,Womens Correctional Center ,2014,2,0,77,0,56,133
San Mateo Sheriff's Dept.,Womens Transitional Fac,2014,2,0,0,0,14,14
Santa Ana Police Dept.,Santa Ana Police Facility,2014,2,330,80,0,0,410
Santa Barbara Sheriff's Dept.,Medium Security Facility,2014,2,125,25,62,9,221
Santa Barbara Sheriff's Dept.,Santa Barbara County Main Jail ,2014,2,523,80,150,27,780
Santa Barbara Sheriff's Dept.,Santa Maria Branch Jail,2014,2,0,0,0,0,0
Santa Clara Corrections Dept.,Elmwood Complex - Men's facility,2014,2,1353,0,757,0,2110
Santa Clara Corrections Dept.,Elmwood Complex - Women's Facility,2014,2,0,357,0,189,546
Santa Clara Corrections Dept.,Santa Clara County Main Jail ,2014,2,1203,0,208,0,1411
Santa Cruz Sheriff's Dept.,Santa Cruz Blaine Womens Min,2014,2,0,3,0,14,17
Santa Cruz Sheriff's Dept.,Santa Cruz Main Jail,2014,2,233,31,64,12,340
Santa Cruz Sheriff's Dept.,Santa Cruz Medium Security,2014,2,49,0,42,0,91
Shasta Sheriff's Dept.,Shasta County Main Jail ,2014,2,207,40,72,10,329
Sierra Sheriff's Dept.,Sierra County Jail ,2014,2,6,0,2,1,9
Siskiyou Sheriff's Dept.,Siskiyou County Jail ,2014,2,63,7,21,3,94
Solano Sheriff's Dept.,Claybank Facility ,2014,2,161,27,124,16,328
Solano Sheriff's Dept.,Solano County Justice Center ,2014,2,389,52,133,11,585
Sonoma Sheriff's Dept.,Sonoma Main Adult Detention,2014,2,328,69,228,93,718
Sonoma Sheriff's Dept.,Sonoma-North County Facility,2014,2,107,0,242,0,349
Stanislaus Sheriff's Dept.,Public Safety Cntr Units 1 & 2,2014,2,170,27,88,8,293
Stanislaus Sheriff's Dept.,Stanislaus Co. Public Safety Center,2014,2,386,86,20,9,501
Stanislaus Sheriff's Dept.,Stanislaus County Jail ,2014,2,278,0,31,0,309
Sutter Sheriff's Dept.,Sutter County Jail ,2014,2,171,25,29,25,250
Tehama Sheriff's Dept.,Tehama County Jail ,2014,2,100,13,62,8,183
Trinity Sheriff's Dept.,Trinity Co. Detention Facility,2014,2,26,2,21,3,52
Tulare Sheriff's Dept.,Bob Wiley Detention Facility,2014,2,358,93,175,93,719
Tulare Sheriff's Dept.,Men's Correctional Facility,2014,2,144,0,150,0,294
Tulare Sheriff's Dept.,Pre-Trial Facility,2014,2,224,12,117,35,388
Tulare Sheriff's Dept.,Tulare County Jail ,2014,2,174,0,87,0,261
Tuolumne Sheriff's Dept.,Tuolumne County Jail ,2014,2,77,20,30,12,139
Ventura Sheriff's Dept.,Todd Road Jail,2014,2,251,113,308,119,791
Ventura Sheriff's Dept.,Ventura County Main Jail ,2014,2,603,13,244,4,864
Ventura Work Furlough,Ventura County Work Furlough ,2014,2,0,0,60,9,69
Yolo Sheriff's Dept.,Leinberger Center ,2014,2,60,0,81,0,141
Yolo Sheriff's Dept.,Monroe Detention Center ,2014,2,190,39,76,15,320
Yuba Sheriff's Dept.,Yuba County Jail ,2014,2,285,44,70,11,410
Alameda Sheriff's Dept.,Glen Dyer Jail,2014,3,404,0,48,0,452
Alameda Sheriff's Dept.,Santa Rita Jail,2014,3,1922,226,621,84,2853
Amador Sheriff's Dept.,Amador County Jail,2014,3,36,12,32,12,92
Butte Sheriff's Dept.,Butte County Jail,2014,3,304,64,190,31,589
Calaveras Sheriff's Dept.,Calaveras County Jail,2014,3,30,6,32,3,71
Colusa Sheriff's Dept.,Colusa County Jail,2014,3,49,6,22,6,83
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,2014,3,0,0,81,0,81
Contra Costa Sheriff's Dept.,Martinez Detention Facility,2014,3,521,5,143,0,669
Contra Costa Sheriff's Dept.,West County Detention Facility ,2014,3,530,119,154,19,822
Del Norte Sheriff's Dept.,Del Norte County Jail,2014,3,42,7,33,12,94
El Dorado Sheriff's Dept.,El Dorado County Jail,2014,3,125,27,82,24,258
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,2014,3,40,9,53,13,115
Fresno Sheriff's Dept.,Fresno County Main Jail,2014,3,764,21,239,5,1029
Fresno Sheriff's Dept.,Fresno North Annex Jail,2014,3,954,0,474,0,1428
Fresno Sheriff's Dept.,Fresno South Annex Jail,2014,3,210,149,67,63,489
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,2014,3,60,9,34,9,112
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,2014,3,194,29,116,25,364
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,2014,3,154,15,0,0,169
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,2014,3,163,26,212,33,434
Inyo Sheriff's Dept.,Inyo County Jail,2014,3,26,3,37,8,74
Kern Sheriff's Dept.,Central Receiving Facility,2014,3,117,40,19,10,186
Kern Sheriff's Dept.,Lerdo Maximum/Medium,2014,3,290,0,79,0,369
Kern Sheriff's Dept.,Lerdo Minimum,2014,3,316,37,377,56,786
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,2014,3,761,120,288,44,1213
Kings Sheriff's Dept.,Kings County Branch Jail ,2014,3,17,16,69,53,155
Kings Sheriff's Dept.,Kings County Jail Facility,2014,3,214,22,197,23,456
Lake Sheriff's Dept.,Lake County Hill Road Facility ,2014,3,150,30,145,30,355
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,2014,3,41,11,59,11,122
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,2014,3,0,1145,0,1000,2145
Los Angeles Sheriff's Dept.,LA Men's Central Jail,2014,3,2891,0,2007,0,4898
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,2014,3,2165,0,1834,0,3999
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,2014,3,1,0,152,0,153
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,2014,3,955,0,854,0,1809
Los Angeles Sheriff's Dept.,LA Pitchess South (No. Annex),2014,3,480,0,1042,0,1522
Los Angeles Sheriff's Dept.,LA Twin Towers Corr. Facility,2014,3,2279,22,1463,393,4157
Madera Corrections Dept.,Madera Adult Correctional Fac,2014,3,342,57,57,5,461
Marin Sheriff's Dept.,Marin County Jail,2014,3,189,25,71,14,299
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,2014,3,19,1,17,4,41
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,2014,3,130,25,118,21,294
Merced Sheriff's Dept.,John Latorraca Correctional Center,2014,3,321,58,234,50,663
Merced Sheriff's Dept.,Merced County Jail ,2014,3,169,0,103,0,272
Modoc Sheriff's Dept.,Modoc County Jail,2014,3,13,2,15,4,34
Mono Sheriff's Dept.,Mono County Jail ,2014,3,13,3,13,5,34
Monterey Sheriff's Dept.,Monterey County Jail ,2014,3,458,83,90,45,676
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,2014,3,164,0,121,0,285
Napa Corrections Dept.,Napa County Jail ,2014,3,159,21,51,8,239
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,2014,3,158,38,26,6,228
Orange Sheriff's Dept.,Intake Release Center ,2014,3,271,222,88,222,803
Orange Sheriff's Dept.,James A Musick Facilities,2014,3,354,39,736,142,1271
Orange Sheriff's Dept.,Orange County Mens Jail ,2014,3,907,0,338,0,1245
Orange Sheriff's Dept.,Orange County Women's Jail,2014,3,0,157,0,190,347
Orange Sheriff's Dept.,Theo Lacy,2014,3,1635,0,1651,0,3286
Placer Sheriff's Dept.,Placer County Main Jail ,2014,3,367,49,67,12,495
Placer Sheriff's Dept.,Placer County Minimum Security ,2014,3,8,3,122,26,159
Plumas Sheriff's Dept.,Plumas County Jail ,2014,3,33,4,18,4,59
Riverside Sheriff's Dept.,Blythe Jail ,2014,3,77,0,34,0,111
Riverside Sheriff's Dept.,Indio Jail ,2014,3,272,32,49,6,359
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,2014,3,842,132,422,101,1497
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,2014,3,518,122,148,48,836
Riverside Sheriff's Dept.,Southwest Detention Center,2014,3,791,5,330,0,1126
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,2014,3,577,9,1354,228,2168
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,2014,3,1667,165,182,92,2106
San Benito Sheriff's Dept.,San Benito Adult Detention ,2014,3,72,15,35,9,131
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,2014,3,661,0,112,0,773
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,2014,3,295,132,538,131,1096
San Bernardino Sheriff's Dept.,San Bernardino High Desert Detention Center,2014,3,721,84,117,18,940
San Bernardino Sheriff's Dept.,West Valley Detention Center ,2014,3,2231,271,346,62,2910
San Diego Sheriff's Dept.,East Mesa Reentry Facility,2014,3,114,0,403,0,517
San Diego Sheriff's Dept.,George Bailey Detention Facility,2014,3,927,0,809,0,1736
San Diego Sheriff's Dept.,Las Colinas Womens Detention ,2014,3,0,430,0,441,871
San Diego Sheriff's Dept.,San Diego Central Detention ,2014,3,677,0,293,0,970
San Diego Sheriff's Dept.,San Diego Facility #8,2014,3,84,0,201,0,285
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,2014,3,191,0,300,0,491
San Diego Sheriff's Dept.,Vista Facility ,2014,3,523,6,287,2,818
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2014,3,0,0,238,82,320
San Francisco Sheriff's Dept.,San Francisco County Jail #2,2014,3,154,108,27,19,308
San Francisco Sheriff's Dept.,San Francisco County Jail #3,2014,3,0,0,0,0,0
San Francisco Sheriff's Dept.,San Francisco County Jail #4,2014,3,292,0,51,0,343
San Francisco Sheriff's Dept.,San Francisco County Jail #5,2014,3,540,0,95,0,635
