"function HelpWindow(page) { window.open(page,"","HEIGHT=225,WIDTH=300") }""unction HelpWindow(page) { ",,,,,,,,
Jurisdiction,Facility,Year,Month,Unsentenced males,Unsentenced females,Sentenced males,Sentenced females,Total facility ADP
Riverside Sheriff's Dept.,Indio Jail ,2013,1,293,21,53,2,369
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,2013,1,822,160,393,104,1479
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,2013,1,509,110,164,47,830
Riverside Sheriff's Dept.,Southwest Detention Center,2013,1,801,4,314,0,1119
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,2013,1,402,0,1219,0,1621
Sacramento Sheriff's Dept.,Rio Cosumnes- Womens Facility,2013,1,0,15,0,242,257
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,2013,1,1711,146,196,84,2137
San Benito Sheriff's Dept.,San Benito Adult Detention ,2013,1,58,11,45,8,122
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,2013,1,855,0,195,0,1050
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,2013,1,7,190,610,111,918
San Bernardino Sheriff's Dept.,San Bernardino High Desert Detention Center,2013,1,611,0,79,0,690
San Bernardino Sheriff's Dept.,West Valley Detention Center ,2013,1,2271,319,410,52,3052
San Diego Sheriff's Dept.,East Mesa Reentry Facility,2013,1,125,0,373,0,498
San Diego Sheriff's Dept.,George Bailey Detention Facility,2013,1,959,0,703,0,1662
San Diego Sheriff's Dept.,Las Colinas Womens Detention ,2013,1,0,405,0,367,772
San Diego Sheriff's Dept.,San Diego Central Detention ,2013,1,563,0,248,0,811
San Diego Sheriff's Dept.,San Diego Facility #8,2013,1,99,0,132,0,231
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,2013,1,261,0,164,0,425
San Diego Sheriff's Dept.,Vista Facility ,2013,1,535,5,252,2,794
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2013,1,3,1,173,57,234
San Francisco Sheriff's Dept.,San Francisco County Jail #2,2013,1,83,103,7,31,224
San Francisco Sheriff's Dept.,San Francisco County Jail #3,2013,1,239,0,33,0,272
San Francisco Sheriff's Dept.,San Francisco County Jail #4,2013,1,284,0,38,0,322
San Francisco Sheriff's Dept.,San Francisco County Jail #5,2013,1,558,0,120,0,678
San Francisco Sheriff's Dept.,San Francisco County Jail #6,2013,1,0,0,0,0,0
San Joaquin Sheriff's Dept.,John J. Zunino Facility,2013,1,758,81,192,30,1061
San Joaquin Sheriff's Dept.,San Joaquin County Honor Farm,2013,1,78,7,255,30,370
San Luis Obispo Sheriff's Dept.,San Luis Obispo County Jail ,2013,1,299,58,219,33,609
San Luis Obispo Sheriff's Dept.,San Luis Obispo Honor Farm ,2013,1,3,0,60,21,84
San Mateo Sheriff's Dept.,Maguire Correctional Facility,2013,1,540,3,270,2,815
San Mateo Sheriff's Dept.,Minimum Security Transitional Fac.,2013,1,0,0,34,0,34
San Mateo Sheriff's Dept.,Womens Correctional Center ,2013,1,0,69,0,52,121
San Mateo Sheriff's Dept.,Womens Transitional Fac,2013,1,0,0,0,12,12
Santa Ana Police Dept.,Santa Ana Police Facility,2013,1,352,93,0,0,445
Santa Barbara Sheriff's Dept.,Medium Security Facility,2013,1,106,27,87,14,234
Santa Barbara Sheriff's Dept.,Santa Barbara County Main Jail ,2013,1,464,68,165,28,725
Santa Barbara Sheriff's Dept.,Santa Maria Branch Jail,2013,1,0,0,0,0,0
Santa Clara Corrections Dept.,Elmwood Complex - Men's facility,2013,1,1151,0,699,0,1850
Santa Clara Corrections Dept.,Elmwood Complex - Women's Facility,2013,1,0,297,0,170,467
Santa Clara Corrections Dept.,Santa Clara County Main Jail ,2013,1,1141,0,197,0,1338
Santa Cruz Sheriff's Dept.,Santa Cruz Blaine Womens Min,2013,1,0,4,0,13,17
Santa Cruz Sheriff's Dept.,Santa Cruz Main Jail,2013,1,208,20,62,9,299
Santa Cruz Sheriff's Dept.,Santa Cruz Medium Security,2013,1,31,0,53,0,84
Santa Cruz Sheriff's Dept.,Santa Cruz Rountree Lane Minimum ,2013,1,0,0,0,0,0
Shasta Sheriff's Dept.,Shasta County Main Jail ,2013,1,187,27,91,19,324
Sierra Sheriff's Dept.,Sierra County Jail ,2013,1,1,0,1,1,3
Siskiyou Sheriff's Dept.,Siskiyou County Jail ,2013,1,62,12,18,1,93
Solano Sheriff's Dept.,Claybank Facility ,2013,1,123,21,100,17,261
Solano Sheriff's Dept.,Solano County Justice Center ,2013,1,383,73,120,44,620
Sonoma Sheriff's Dept.,Sonoma Main Adult Detention,2013,1,330,62,262,85,739
Sonoma Sheriff's Dept.,Sonoma-North County Facility,2013,1,65,0,205,0,270
Stanislaus Sheriff's Dept.,Stanislaus Co. Public Safety Center,2013,1,431,84,124,30,669
Stanislaus Sheriff's Dept.,Stanislaus County Honor Farm ,2013,1,60,0,24,0,84
Stanislaus Sheriff's Dept.,Stanislaus County Jail ,2013,1,327,0,41,0,368
Sutter Sheriff's Dept.,Sutter County Jail ,2013,1,169,22,26,17,234
Tehama Sheriff's Dept.,Tehama County Jail ,2013,1,88,15,68,12,183
Trinity Sheriff's Dept.,Trinity Co. Detention Facility,2013,1,18,7,15,3,43
Tulare Sheriff's Dept.,Bob Wiley Detention Facility,2013,1,338,80,200,90,708
Tulare Sheriff's Dept.,Men's Correctional Facility,2013,1,144,0,148,0,292
Tulare Sheriff's Dept.,Pre-Trial Facility,2013,1,193,10,145,36,384
Tulare Sheriff's Dept.,Tulare County Jail ,2013,1,187,0,80,0,267
Tuolumne Sheriff's Dept.,Tuolumne County Jail ,2013,1,75,19,36,8,138
Ventura Sheriff's Dept.,Todd Road Jail,2013,1,316,106,234,91,747
Ventura Sheriff's Dept.,Ventura County Main Jail ,2013,1,565,9,210,6,790
Ventura Work Furlough,Ventura County Work Furlough ,2013,1,0,0,62,16,78
Yolo Sheriff's Dept.,Leinberger Center ,2013,1,71,0,69,0,140
Yolo Sheriff's Dept.,Monroe Detention Center ,2013,1,177,34,70,26,307
Yuba Sheriff's Dept.,Yuba County Jail ,2013,1,305,30,55,10,400
Alameda Sheriff's Dept.,Glen Dyer Jail,2013,2,377,3,55,0,435
Alameda Sheriff's Dept.,Santa Rita Jail,2013,2,1791,216,866,79,2952
Amador Sheriff's Dept.,Amador County Jail,2013,2,48,8,41,11,108
Butte Sheriff's Dept.,Butte County Jail,2013,2,387,51,139,19,596
Calaveras Sheriff's Dept.,Calaveras County Jail,2013,2,34,8,26,3,71
Colusa Sheriff's Dept.,Colusa County Jail,2013,2,39,8,15,4,66
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,2013,2,0,0,66,0,66
Contra Costa Sheriff's Dept.,Martinez Detention Facility,2013,2,480,4,117,0,601
Contra Costa Sheriff's Dept.,West County Detention Facility ,2013,2,499,127,124,10,760
Del Norte Sheriff's Dept.,Del Norte County Jail,2013,2,43,7,31,12,93
El Dorado Sheriff's Dept.,El Dorado County Jail,2013,2,110,17,107,29,263
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,2013,2,27,3,64,13,107
Fresno Sheriff's Dept.,Fresno County Main Jail,2013,2,822,32,282,8,1144
Fresno Sheriff's Dept.,Fresno North Annex Jail,2013,2,1021,0,505,0,1526
Fresno Sheriff's Dept.,Fresno South Annex Jail,2013,2,160,135,57,103,455
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,2013,2,61,10,20,7,98
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,2013,2,203,33,111,20,367
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,2013,2,124,9,0,0,133
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,2013,2,150,15,179,20,364
Inyo Sheriff's Dept.,Inyo County Jail,2013,2,33,6,31,5,75
Kern Sheriff's Dept.,Central Receiving Facility,2013,2,131,41,20,7,199
Kern Sheriff's Dept.,Lerdo Maximum/Medium,2013,2,385,0,0,0,385
Kern Sheriff's Dept.,Lerdo Minimum,2013,2,443,41,294,52,830
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,2013,2,902,138,157,21,1218
Kings Sheriff's Dept.,Kings County Jail Facility,2013,2,227,25,193,54,499
Lake Sheriff's Dept.,Lake County Hill Road Facility ,2013,2,146,19,116,22,303
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,2013,2,43,11,66,15,135
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,2013,2,0,1155,0,935,2090
Los Angeles Sheriff's Dept.,LA Men's Central Jail,2013,2,2654,0,1891,0,4545
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,2013,2,2283,0,1446,0,3729
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,2013,2,936,0,550,0,1486
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,2013,2,335,0,743,0,1078
Los Angeles Sheriff's Dept.,LA Pitchess South (No. Annex),2013,2,445,0,952,0,1397
Los Angeles Sheriff's Dept.,LA Twin Towers Corr. Facility,2013,2,1947,25,1695,350,4017
Madera Corrections Dept.,Madera Adult Correctional Fac,2013,2,291,42,106,22,461
Marin Sheriff's Dept.,Marin County Jail,2013,2,190,31,57,18,296
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,2013,2,24,4,17,5,50
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,2013,2,154,23,83,22,282
Merced Sheriff's Dept.,John Latorraca Correctional Center,2013,2,360,47,194,27,628
Merced Sheriff's Dept.,Merced County Jail ,2013,2,164,0,53,0,217
Modoc Sheriff's Dept.,Modoc County Jail,2013,2,12,3,13,2,30
Mono Sheriff's Dept.,Mono County Jail ,2013,2,6,1,19,2,28
Monterey Sheriff's Dept.,Monterey County Jail ,2013,2,515,58,110,98,781
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,2013,2,184,0,160,0,344
Napa Corrections Dept.,Napa County Jail ,2013,2,165,19,73,9,266
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,2013,2,115,23,53,11,202
Orange Sheriff's Dept.,Intake Release Center ,2013,2,281,175,136,171,763
Orange Sheriff's Dept.,James A Musick Facilities,2013,2,319,40,729,150,1238
Orange Sheriff's Dept.,Orange County Mens Jail ,2013,2,783,0,444,0,1227
Orange Sheriff's Dept.,Orange County Women's Jail,2013,2,0,194,0,171,365
Orange Sheriff's Dept.,Theo Lacy,2013,2,1613,0,1439,0,3052
Placer Sheriff's Dept.,Placer County Main Jail ,2013,2,351,48,64,11,474
Placer Sheriff's Dept.,Placer County Minimum Security ,2013,2,7,3,117,25,152
Plumas Sheriff's Dept.,Plumas County Jail ,2013,2,19,7,13,5,44
Riverside Sheriff's Dept.,Blythe Jail ,2013,2,48,0,58,0,106
Riverside Sheriff's Dept.,Indio Jail ,2013,2,300,23,52,1,376
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,2013,2,802,175,364,90,1431
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,2013,2,506,113,162,46,827
Riverside Sheriff's Dept.,Southwest Detention Center,2013,2,808,4,305,0,1117
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,2013,2,454,0,1240,0,1694
Sacramento Sheriff's Dept.,Rio Cosumnes- Womens Facility,2013,2,0,15,0,241,256
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,2013,2,1681,137,188,87,2093
San Benito Sheriff's Dept.,San Benito Adult Detention ,2013,2,56,14,43,9,122
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,2013,2,868,0,180,0,1048
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,2013,2,6,197,620,117,940
San Bernardino Sheriff's Dept.,San Bernardino High Desert Detention Center,2013,2,619,0,77,0,696
San Bernardino Sheriff's Dept.,West Valley Detention Center ,2013,2,2334,323,354,56,3067
San Diego Sheriff's Dept.,East Mesa Reentry Facility,2013,2,152,0,391,0,543
San Diego Sheriff's Dept.,George Bailey Detention Facility,2013,2,961,0,771,0,1732
San Diego Sheriff's Dept.,Las Colinas Womens Detention ,2013,2,1,392,0,392,785
San Diego Sheriff's Dept.,San Diego Central Detention ,2013,2,594,0,267,0,861
San Diego Sheriff's Dept.,San Diego Facility #8,2013,2,3,0,2,0,5
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,2013,2,316,0,215,0,531
San Diego Sheriff's Dept.,Vista Facility ,2013,2,581,5,298,2,886
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2013,2,3,0,162,64,229
San Francisco Sheriff's Dept.,San Francisco County Jail #2,2013,2,87,106,5,32,230
San Francisco Sheriff's Dept.,San Francisco County Jail #3,2013,2,235,0,32,0,267
San Francisco Sheriff's Dept.,San Francisco County Jail #4,2013,2,245,0,73,0,318
San Francisco Sheriff's Dept.,San Francisco County Jail #5,2013,2,554,0,120,0,674
San Francisco Sheriff's Dept.,San Francisco County Jail #6,2013,2,0,0,0,0,0
San Joaquin Sheriff's Dept.,John J. Zunino Facility,2013,2,769,82,174,26,1051
San Joaquin Sheriff's Dept.,San Joaquin County Honor Farm,2013,2,92,6,275,32,405
San Luis Obispo Sheriff's Dept.,San Luis Obispo County Jail ,2013,2,295,55,233,35,618
San Luis Obispo Sheriff's Dept.,San Luis Obispo Honor Farm ,2013,2,3,1,58,17,79
San Mateo Sheriff's Dept.,Maguire Correctional Facility,2013,2,564,5,299,3,871
San Mateo Sheriff's Dept.,Minimum Security Transitional Fac.,2013,2,0,0,35,0,35
San Mateo Sheriff's Dept.,Womens Correctional Center ,2013,2,0,78,0,58,136
San Mateo Sheriff's Dept.,Womens Transitional Fac,2013,2,0,0,0,11,11
Santa Ana Police Dept.,Santa Ana Police Facility,2013,2,375,95,0,0,470
Santa Barbara Sheriff's Dept.,Medium Security Facility,2013,2,141,33,77,8,259
Santa Barbara Sheriff's Dept.,Santa Barbara County Main Jail ,2013,2,474,68,178,33,753
Santa Barbara Sheriff's Dept.,Santa Maria Branch Jail,2013,2,0,0,0,0,0
Santa Clara Corrections Dept.,Elmwood Complex - Men's facility,2013,2,1171,0,744,0,1915
Santa Clara Corrections Dept.,Elmwood Complex - Women's Facility,2013,2,0,293,0,182,475
Santa Clara Corrections Dept.,Santa Clara County Main Jail ,2013,2,1151,0,218,0,1369
Santa Cruz Sheriff's Dept.,Santa Cruz Blaine Womens Min,2013,2,0,4,0,12,16
Santa Cruz Sheriff's Dept.,Santa Cruz Main Jail,2013,2,209,24,58,9,300
Santa Cruz Sheriff's Dept.,Santa Cruz Medium Security,2013,2,34,0,54,0,88
Santa Cruz Sheriff's Dept.,Santa Cruz Rountree Lane Minimum ,2013,2,0,0,0,0,0
Shasta Sheriff's Dept.,Shasta County Main Jail ,2013,2,181,32,94,16,323
Sierra Sheriff's Dept.,Sierra County Jail ,2013,2,1,1,1,0,3
Siskiyou Sheriff's Dept.,Siskiyou County Jail ,2013,2,65,11,21,1,98
Solano Sheriff's Dept.,Claybank Facility ,2013,2,124,16,120,19,279
Solano Sheriff's Dept.,Solano County Justice Center ,2013,2,393,56,131,25,605
Sonoma Sheriff's Dept.,Sonoma Main Adult Detention,2013,2,327,64,289,92,772
Sonoma Sheriff's Dept.,Sonoma-North County Facility,2013,2,79,0,213,0,292
Stanislaus Sheriff's Dept.,Stanislaus Co. Public Safety Center,2013,2,424,88,153,24,689
Stanislaus Sheriff's Dept.,Stanislaus County Honor Farm ,2013,2,57,0,27,0,84
Stanislaus Sheriff's Dept.,Stanislaus County Jail ,2013,2,322,0,44,0,366
Sutter Sheriff's Dept.,Sutter County Jail ,2013,2,177,22,46,23,268
Tehama Sheriff's Dept.,Tehama County Jail ,2013,2,91,14,64,13,182
Trinity Sheriff's Dept.,Trinity Co. Detention Facility,2013,2,21,7,21,4,53
Tulare Sheriff's Dept.,Bob Wiley Detention Facility,2013,2,335,80,202,87,704
Tulare Sheriff's Dept.,Men's Correctional Facility,2013,2,132,0,158,0,290
Tulare Sheriff's Dept.,Pre-Trial Facility,2013,2,164,7,161,39,371
Tulare Sheriff's Dept.,Tulare County Jail ,2013,2,178,0,84,0,262
Tuolumne Sheriff's Dept.,Tuolumne County Jail ,2013,2,74,22,37,6,139
Ventura Sheriff's Dept.,Todd Road Jail,2013,2,321,116,230,86,753
Ventura Sheriff's Dept.,Ventura County Main Jail ,2013,2,564,9,224,4,801
Ventura Work Furlough,Ventura County Work Furlough ,2013,2,0,0,68,19,87
Yolo Sheriff's Dept.,Leinberger Center ,2013,2,68,0,73,0,141
Yolo Sheriff's Dept.,Monroe Detention Center ,2013,2,182,38,69,23,312
Yuba Sheriff's Dept.,Yuba County Jail ,2013,2,297,29,81,14,421
Alameda Sheriff's Dept.,Glen Dyer Jail,2013,3,376,3,65,0,444
Alameda Sheriff's Dept.,Santa Rita Jail,2013,3,1815,223,890,84,3012
Amador Sheriff's Dept.,Amador County Jail,2013,3,47,11,37,8,103
Butte Sheriff's Dept.,Butte County Jail,2013,3,382,57,130,22,591
Calaveras Sheriff's Dept.,Calaveras County Jail,2013,3,29,7,31,3,70
Colusa Sheriff's Dept.,Colusa County Jail,2013,3,41,7,18,7,73
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,2013,3,0,0,76,0,76
Contra Costa Sheriff's Dept.,Martinez Detention Facility,2013,3,527,2,125,0,654
Contra Costa Sheriff's Dept.,West County Detention Facility ,2013,3,514,125,106,15,760
Del Norte Sheriff's Dept.,Del Norte County Jail,2013,3,45,10,30,8,93
El Dorado Sheriff's Dept.,El Dorado County Jail,2013,3,128,16,96,24,264
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,2013,3,45,11,55,9,120
Fresno Sheriff's Dept.,Fresno County Main Jail,2013,3,818,22,299,3,1142
Fresno Sheriff's Dept.,Fresno North Annex Jail,2013,3,895,0,504,0,1399
Fresno Sheriff's Dept.,Fresno South Annex Jail,2013,3,211,130,68,71,480
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,2013,3,69,11,23,8,111
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,2013,3,191,25,119,27,362
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,2013,3,117,9,0,0,126
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,2013,3,183,20,158,20,381
Inyo Sheriff's Dept.,Inyo County Jail,2013,3,31,6,30,3,70
Kern Sheriff's Dept.,Central Receiving Facility,2013,3,135,48,16,6,205
Kern Sheriff's Dept.,Lerdo Maximum/Medium,2013,3,376,0,0,0,376
Kern Sheriff's Dept.,Lerdo Minimum,2013,3,451,47,289,45,832
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,2013,3,877,132,177,30,1216
Kings Sheriff's Dept.,Kings County Jail Facility,2013,3,197,19,220,52,488
Lake Sheriff's Dept.,Lake County Hill Road Facility ,2013,3,148,19,111,23,301
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,2013,3,38,11,56,18,123
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,2013,3,0,1182,0,905,2087
Los Angeles Sheriff's Dept.,LA Men's Central Jail,2013,3,2612,0,1852,0,4464
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,2013,3,2449,0,1446,0,3895
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,2013,3,878,0,495,0,1373
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,2013,3,316,0,765,0,1081
Los Angeles Sheriff's Dept.,LA Pitchess South (No. Annex),2013,3,473,0,932,0,1405
Los Angeles Sheriff's Dept.,LA Twin Towers Corr. Facility,2013,3,2161,21,1394,365,3941
Madera Corrections Dept.,Madera Adult Correctional Fac,2013,3,315,45,92,17,451
Marin Sheriff's Dept.,Marin County Jail,2013,3,186,29,53,16,284
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,2013,3,28,4,18,4,54
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,2013,3,146,23,83,23,275
Merced Sheriff's Dept.,John Latorraca Correctional Center,2013,3,341,44,270,27,682
Merced Sheriff's Dept.,Merced County Jail ,2013,3,158,0,67,0,225
Modoc Sheriff's Dept.,Modoc County Jail,2013,3,14,4,10,4,32
Mono Sheriff's Dept.,Mono County Jail ,2013,3,8,0,19,2,29
Monterey Sheriff's Dept.,Monterey County Jail ,2013,3,530,119,128,53,830
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,2013,3,186,0,160,0,346
Napa Corrections Dept.,Napa County Jail ,2013,3,147,21,79,13,260
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,2013,3,115,23,54,11,203
Orange Sheriff's Dept.,Intake Release Center ,2013,3,309,177,143,167,796
Orange Sheriff's Dept.,James A Musick Facilities,2013,3,310,38,771,154,1273
Orange Sheriff's Dept.,Orange County Mens Jail ,2013,3,810,0,482,0,1292
Orange Sheriff's Dept.,Orange County Women's Jail,2013,3,0,185,0,182,367
Orange Sheriff's Dept.,Theo Lacy,2013,3,1547,0,1526,0,3073
Placer Sheriff's Dept.,Placer County Main Jail ,2013,3,356,48,65,11,480
Placer Sheriff's Dept.,Placer County Minimum Security ,2013,3,8,3,122,26,159
Plumas Sheriff's Dept.,Plumas County Jail ,2013,3,20,2,16,2,40
Riverside Sheriff's Dept.,Blythe Jail ,2013,3,40,0,68,0,108
Riverside Sheriff's Dept.,Indio Jail ,2013,3,297,24,47,3,371
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,2013,3,778,164,388,99,1429
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,2013,3,516,112,158,51,837
Riverside Sheriff's Dept.,Southwest Detention Center,2013,3,792,5,325,0,1122
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,2013,3,485,0,1320,0,1805
Sacramento Sheriff's Dept.,Rio Cosumnes- Womens Facility,2013,3,0,9,0,210,219
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,2013,3,1683,143,176,89,2091
San Benito Sheriff's Dept.,San Benito Adult Detention ,2013,3,50,13,41,8,112
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,2013,3,804,0,192,0,996
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,2013,3,28,182,688,129,1027
San Bernardino Sheriff's Dept.,San Bernardino High Desert Detention Center,2013,3,615,0,74,0,689
San Bernardino Sheriff's Dept.,West Valley Detention Center ,2013,3,2379,333,310,51,3073
San Diego Sheriff's Dept.,East Mesa Reentry Facility,2013,3,130,0,385,0,515
San Diego Sheriff's Dept.,George Bailey Detention Facility,2013,3,993,0,745,0,1738
San Diego Sheriff's Dept.,Las Colinas Womens Detention ,2013,3,1,405,1,376,783
San Diego Sheriff's Dept.,San Diego Central Detention ,2013,3,587,0,270,0,857
San Diego Sheriff's Dept.,San Diego Facility #8,2013,3,109,0,88,0,197
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,2013,3,271,0,183,0,454
San Diego Sheriff's Dept.,Vista Facility ,2013,3,559,5,286,2,852
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2013,3,6,0,153,67,226
