"function HelpWindow(page) { window.open(page,"","HEIGHT=225,WIDTH=300") }""unction HelpWindow(page) { ",,,,,,,,
Jurisdiction,Facility,Year,Month,Unsentenced males,Unsentenced females,Sentenced males,Sentenced females,Total facility ADP
Riverside Sheriff's Dept.,Southwest Detention Center,2011,1,741,3,123,0,867
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,2011,1,560,0,1276,0,1836
Sacramento Sheriff's Dept.,Rio Cosumnes- Womens Facility,2011,1,0,8,0,184,192
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,2011,1,1757,175,161,95,2188
San Benito Sheriff's Dept.,San Benito Adult Detention ,2011,1,72,14,42,5,133
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,2011,1,772,112,58,5,947
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,2011,1,164,117,413,137,831
San Bernardino Sheriff's Dept.,San Bernardino High Desert Detention Center,2011,1,659,0,71,0,730
San Bernardino Sheriff's Dept.,West Valley Detention Center ,2011,1,2216,295,209,38,2758
San Diego Sheriff's Dept.,East Mesa Reentry Facility,2011,1,90,0,254,0,344
San Diego Sheriff's Dept.,George Bailey Detention Facility,2011,1,1105,0,440,0,1545
San Diego Sheriff's Dept.,Las Colinas Womens Detention ,2011,1,0,362,0,260,622
San Diego Sheriff's Dept.,San Diego Central Detention ,2011,1,596,0,176,0,772
San Diego Sheriff's Dept.,San Diego Facility #8,2011,1,85,0,73,0,158
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,2011,1,228,0,128,0,356
San Diego Sheriff's Dept.,Vista Facility ,2011,1,565,46,135,15,761
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2011,1,3,1,228,26,258
San Francisco Sheriff's Dept.,San Francisco County Jail #2,2011,1,76,155,6,47,284
San Francisco Sheriff's Dept.,San Francisco County Jail #3,2011,1,292,0,39,0,331
San Francisco Sheriff's Dept.,San Francisco County Jail #4,2011,1,275,0,81,0,356
San Francisco Sheriff's Dept.,San Francisco County Jail #5,2011,1,608,0,131,0,739
San Francisco Sheriff's Dept.,San Francisco County Jail #6,2011,1,0,0,0,0,0
San Joaquin Sheriff's Dept.,John J. Zunino Facility,2011,1,658,85,124,10,877
San Joaquin Sheriff's Dept.,San Joaquin County Honor Farm,2011,1,24,9,200,45,278
San Luis Obispo Sheriff's Dept.,San Luis Obispo County Jail ,2011,1,224,35,160,38,457
San Luis Obispo Sheriff's Dept.,San Luis Obispo Honor Farm ,2011,1,0,0,42,0,42
San Mateo Sheriff's Dept.,Maguire Correctional Facility,2011,1,647,6,193,3,849
San Mateo Sheriff's Dept.,Minimum Security Transitional Fac.,2011,1,0,0,33,0,33
San Mateo Sheriff's Dept.,Womens Correctional Center ,2011,1,0,75,0,32,107
San Mateo Sheriff's Dept.,Womens Transitional Fac,2011,1,0,0,0,12,12
Santa Ana Police Dept.,Santa Ana Police Facility,2011,1,391,60,8,0,459
Santa Barbara Sheriff's Dept.,Medium Security Facility,2011,1,97,30,67,7,201
Santa Barbara Sheriff's Dept.,Santa Barbara County Main Jail ,2011,1,435,83,132,16,666
Santa Barbara Sheriff's Dept.,Santa Maria Branch Jail,2011,1,14,1,5,0,20
Santa Clara Corrections Dept.,Elmwood Complex - Men's facility,2011,1,1254,0,568,0,1822
Santa Clara Corrections Dept.,Elmwood Complex - Women's Facility,2011,1,0,332,0,115,447
Santa Clara Corrections Dept.,Santa Clara County Main Jail ,2011,1,1208,0,133,0,1341
Santa Cruz Sheriff's Dept.,Santa Cruz Blaine Womens Min,2011,1,0,0,0,14,14
Santa Cruz Sheriff's Dept.,Santa Cruz Main Jail,2011,1,186,17,129,12,344
Santa Cruz Sheriff's Dept.,Santa Cruz Medium Security,2011,1,0,0,71,0,71
Santa Cruz Sheriff's Dept.,Santa Cruz Rountree Lane Minimum ,2011,1,0,0,0,0,0
Shasta Sheriff's Dept.,Shasta County Main Jail ,2011,1,171,24,30,5,230
Sierra Sheriff's Dept.,Sierra County Jail ,2011,1,8,0,1,0,9
Siskiyou Sheriff's Dept.,Siskiyou County Jail ,2011,1,69,9,6,1,85
Solano Sheriff's Dept.,Claybank Facility ,2011,1,103,0,29,0,132
Solano Sheriff's Dept.,Solano County Justice Center ,2011,1,441,87,99,23,650
Sonoma Sheriff's Dept.,Sonoma Main Adult Detention,2011,1,398,55,166,57,676
Sonoma Sheriff's Dept.,Sonoma-North County Facility,2011,1,81,0,186,0,267
Stanislaus Sheriff's Dept.,Stanislaus Co. Public Safety Center,2011,1,359,86,80,60,585
Stanislaus Sheriff's Dept.,Stanislaus County Honor Farm ,2011,1,32,0,52,0,84
Stanislaus Sheriff's Dept.,Stanislaus County Jail ,2011,1,325,0,56,0,381
Sutter Sheriff's Dept.,Sutter County Jail ,2011,1,150,20,16,15,201
Tehama Sheriff's Dept.,Tehama County Jail ,2011,1,105,13,40,11,169
Trinity Sheriff's Dept.,Trinity Co. Detention Facility,2011,1,13,3,24,4,44
Tulare Sheriff's Dept.,Bob Wiley Detention Facility,2011,1,324,70,152,76,622
Tulare Sheriff's Dept.,Men's Correctional Facility,2011,1,32,0,137,0,169
Tulare Sheriff's Dept.,Pre-Trial Facility,2011,1,86,1,93,30,210
Tulare Sheriff's Dept.,Tulare County Jail ,2011,1,181,0,60,0,241
Tuolumne Sheriff's Dept.,Tuolumne County Jail ,2011,1,52,15,45,8,120
Ventura Sheriff's Dept.,Todd Road Jail,2011,1,518,0,173,0,691
Ventura Sheriff's Dept.,Ventura County Main Jail ,2011,1,385,126,140,81,732
Ventura Work Furlough,Ventura County Work Furlough ,2011,1,0,0,55,14,69
Yolo Sheriff's Dept.,Leinberger Center ,2011,1,22,0,88,0,110
Yolo Sheriff's Dept.,Monroe Detention Center ,2011,1,233,46,13,11,303
Yuba Sheriff's Dept.,Yuba County Jail ,2011,1,329,40,40,9,418
Alameda Sheriff's Dept.,Glen Dyer Jail,2011,2,707,4,73,0,784
Alameda Sheriff's Dept.,Santa Rita Jail,2011,2,2343,216,449,75,3083
Amador Sheriff's Dept.,Amador County Jail,2011,2,35,9,22,2,68
Butte Sheriff's Dept.,Butte County Jail,2011,2,362,38,123,23,546
Calaveras Sheriff's Dept.,Calaveras County Jail,2011,2,38,7,27,7,79
Colusa Sheriff's Dept.,Colusa County Jail,2011,2,24,3,19,4,50
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,2011,2,0,0,85,0,85
Contra Costa Sheriff's Dept.,Martinez Detention Facility,2011,2,562,1,64,1,628
Contra Costa Sheriff's Dept.,West County Detention Facility ,2011,2,596,148,79,23,846
Del Norte Sheriff's Dept.,Del Norte County Jail,2011,2,71,7,33,9,120
El Dorado Sheriff's Dept.,El Dorado County Jail,2011,2,89,12,87,18,206
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,2011,2,41,11,37,7,96
Fresno Sheriff's Dept.,Fresno County Main Jail,2011,2,899,22,88,2,1011
Fresno Sheriff's Dept.,Fresno North Annex Jail,2011,2,363,0,50,0,413
Fresno Sheriff's Dept.,Fresno South Annex Jail,2011,2,165,121,43,41,370
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,2011,2,48,9,22,5,84
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,2011,2,231,40,97,26,394
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,2011,2,185,0,78,0,263
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,2011,2,191,41,49,10,291
Inyo Sheriff's Dept.,Inyo County Jail,2011,2,34,4,29,9,76
Kern Sheriff's Dept.,Central Receiving Facility,2011,2,98,19,23,5,145
Kern Sheriff's Dept.,Lerdo Maximum/Medium,2011,2,343,0,23,0,366
Kern Sheriff's Dept.,Lerdo Minimum,2011,2,412,39,193,54,698
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,2011,2,928,120,96,28,1172
Kings Sheriff's Dept.,Kings County Jail Facility,2011,2,150,16,123,32,321
Lake Sheriff's Dept.,Lake County Hill Road Facility ,2011,2,121,13,58,12,204
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,2011,2,40.1,10.16,33.75,11.53,96
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,2011,2,0,1057,0,562,1619
Los Angeles Sheriff's Dept.,LA Men's Central Jail,2011,2,3386,0,1059,0,4445
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,2011,2,2902,0,985,0,3887
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,2011,2,1247,0,283,0,1530
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,2011,2,0,0,1,0,1
Los Angeles Sheriff's Dept.,LA Pitchess South (No. Annex),2011,2,209,0,373,0,582
Los Angeles Sheriff's Dept.,LA Twin Towers Corr. Facility,2011,2,2259,25,735,5,3024
Madera Corrections Dept.,Madera Adult Correctional Fac,2011,2,233,33,134,16,416
Marin Sheriff's Dept.,Marin County Jail,2011,2,198,22,44,11,275
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,2011,2,21,2,15,1,39
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,2011,2,102,14,93,17,226
Merced Sheriff's Dept.,John Latorraca Correctional Center,2011,2,304,31,145,19,499
Merced Sheriff's Dept.,Merced County Jail ,2011,2,110,11,30,1,152
Modoc Sheriff's Dept.,Modoc County Jail,2011,2,10,1,10,1,22
Mono Sheriff's Dept.,Mono County Jail ,2011,2,11,1,15,1,28
Monterey Sheriff's Dept.,Monterey County Jail ,2011,2,575,86,50,32,743
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,2011,2,155,0,209,0,364
Napa Corrections Dept.,Napa County Jail ,2011,2,168,14,71,19,272
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,2011,2,76,17,82,13,188
Orange Sheriff's Dept.,Intake Release Center ,2011,2,111,339,47,265,762
Orange Sheriff's Dept.,James A Musick Facilities,2011,2,185,9,460,143,797
Orange Sheriff's Dept.,Orange County Mens Jail ,2011,2,832,0,372,0,1204
Orange Sheriff's Dept.,Theo Lacy,2011,2,1618,0,1300,0,2918
Placer Sheriff's Dept.,Placer County Main Jail ,2011,2,285,38,52,9,384
Placer Sheriff's Dept.,Placer County Minimum Security ,2011,2,6,3,104,22,135
Plumas Sheriff's Dept.,Plumas County Jail ,2011,2,17,3,20,4,44
Riverside Sheriff's Dept.,Blythe Jail ,2011,2,24,0,18,0,42
Riverside Sheriff's Dept.,Indio Jail ,2011,2,237,33,38,23,331
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,2011,2,542,68,292,77,979
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,2011,2,682,133,114,24,953
Riverside Sheriff's Dept.,Southwest Detention Center,2011,2,723,3,120,0,846
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,2011,2,568,0,1349,0,1917
Sacramento Sheriff's Dept.,Rio Cosumnes- Womens Facility,2011,2,0,7,0,201,208
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,2011,2,1757,175,161,95,2188
San Benito Sheriff's Dept.,San Benito Adult Detention ,2011,2,68,10,38,7,123
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,2011,2,770,125,52,6,953
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,2011,2,154,105,478,133,870
San Bernardino Sheriff's Dept.,San Bernardino High Desert Detention Center,2011,2,657,0,74,0,731
San Bernardino Sheriff's Dept.,West Valley Detention Center ,2011,2,2188,322,198,42,2750
San Diego Sheriff's Dept.,East Mesa Reentry Facility,2011,2,96,0,252,0,348
San Diego Sheriff's Dept.,George Bailey Detention Facility,2011,2,1050,0,544,0,1594
San Diego Sheriff's Dept.,Las Colinas Womens Detention ,2011,2,0,374,0,249,623
San Diego Sheriff's Dept.,San Diego Central Detention ,2011,2,565,0,203,0,768
San Diego Sheriff's Dept.,San Diego Facility #8,2011,2,86,0,73,0,159
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,2011,2,232,0,130,0,362
San Diego Sheriff's Dept.,Vista Facility ,2011,2,536,40,153,21,750
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2011,2,7,2,270,26,305
San Francisco Sheriff's Dept.,San Francisco County Jail #2,2011,2,123,139,11,41,314
San Francisco Sheriff's Dept.,San Francisco County Jail #3,2011,2,284,0,37,0,321
San Francisco Sheriff's Dept.,San Francisco County Jail #4,2011,2,295,0,86,0,381
San Francisco Sheriff's Dept.,San Francisco County Jail #5,2011,2,613,0,133,0,746
San Francisco Sheriff's Dept.,San Francisco County Jail #6,2011,2,0,0,0,0,0
San Joaquin Sheriff's Dept.,John J. Zunino Facility,2011,2,682,79,115,17,893
San Joaquin Sheriff's Dept.,San Joaquin County Honor Farm,2011,2,29,8,217,50,304
San Luis Obispo Sheriff's Dept.,San Luis Obispo County Jail ,2011,2,227,36,148,42,453
San Luis Obispo Sheriff's Dept.,San Luis Obispo Honor Farm ,2011,2,0,0,42,0,42
San Mateo Sheriff's Dept.,Maguire Correctional Facility,2011,2,630,5,205,1,841
San Mateo Sheriff's Dept.,Minimum Security Transitional Fac.,2011,2,0,0,31,0,31
San Mateo Sheriff's Dept.,Womens Correctional Center ,2011,2,0,75,0,36,111
San Mateo Sheriff's Dept.,Womens Transitional Fac,2011,2,0,0,0,11,11
Santa Ana Police Dept.,Santa Ana Police Facility,2011,2,372,58,7,0,437
Santa Barbara Sheriff's Dept.,Medium Security Facility,2011,2,106,27,91,12,236
Santa Barbara Sheriff's Dept.,Santa Barbara County Main Jail ,2011,2,390,65,154,20,629
Santa Barbara Sheriff's Dept.,Santa Maria Branch Jail,2011,2,17,1,4,0,22
Santa Clara Corrections Dept.,Elmwood Complex - Men's facility,2011,2,1232,0,599,0,1831
Santa Clara Corrections Dept.,Elmwood Complex - Women's Facility,2011,2,0,295,0,135,430
Santa Clara Corrections Dept.,Santa Clara County Main Jail ,2011,2,1180,0,147,0,1327
Santa Cruz Sheriff's Dept.,Santa Cruz Blaine Womens Min,2011,2,0,0,0,17,17
Santa Cruz Sheriff's Dept.,Santa Cruz Main Jail,2011,2,186,17,120,13,336
Santa Cruz Sheriff's Dept.,Santa Cruz Medium Security,2011,2,0,0,75,0,75
Santa Cruz Sheriff's Dept.,Santa Cruz Rountree Lane Minimum ,2011,2,0,0,0,0,0
Shasta Sheriff's Dept.,Shasta County Main Jail ,2011,2,173,23,31,5,232
Sierra Sheriff's Dept.,Sierra County Jail ,2011,2,3,1,0,0,4
Siskiyou Sheriff's Dept.,Siskiyou County Jail ,2011,2,73,6,15,5,99
Solano Sheriff's Dept.,Claybank Facility ,2011,2,101,0,29,0,130
Solano Sheriff's Dept.,Solano County Justice Center ,2011,2,447,79,97,25,648
Sonoma Sheriff's Dept.,Sonoma Main Adult Detention,2011,2,420,68,152,55,695
Sonoma Sheriff's Dept.,Sonoma-North County Facility,2011,2,86,0,200,0,286
Stanislaus Sheriff's Dept.,Stanislaus Co. Public Safety Center,2011,2,359,72,47,48,526
Stanislaus Sheriff's Dept.,Stanislaus County Honor Farm ,2011,2,45,0,37,0,82
Stanislaus Sheriff's Dept.,Stanislaus County Jail ,2011,2,316,0,40,0,356
Sutter Sheriff's Dept.,Sutter County Jail ,2011,2,115,18,16,9,158
Tehama Sheriff's Dept.,Tehama County Jail ,2011,2,99,15,50,14,178
Trinity Sheriff's Dept.,Trinity Co. Detention Facility,2011,2,12,3,21,3,39
Tulare Sheriff's Dept.,Bob Wiley Detention Facility,2011,2,337,66,165,82,650
Tulare Sheriff's Dept.,Men's Correctional Facility,2011,2,25,0,148,0,173
Tulare Sheriff's Dept.,Pre-Trial Facility,2011,2,91,3,104,29,227
Tulare Sheriff's Dept.,Tulare County Jail ,2011,2,196,0,50,0,246
Tuolumne Sheriff's Dept.,Tuolumne County Jail ,2011,2,49,12,45,11,117
Ventura Sheriff's Dept.,Todd Road Jail,2011,2,570,0,153,0,723
Ventura Sheriff's Dept.,Ventura County Main Jail ,2011,2,367,146,135,78,726
Ventura Work Furlough,Ventura County Work Furlough ,2011,2,0,0,53,15,68
Yolo Sheriff's Dept.,Leinberger Center ,2011,2,86,0,25,0,111
Yolo Sheriff's Dept.,Monroe Detention Center ,2011,2,224,47,19,8,298
Yuba Sheriff's Dept.,Yuba County Jail ,2011,2,320,47,37,8,412
Alameda Sheriff's Dept.,Glen Dyer Jail,2011,3,709,4,78,0,791
Alameda Sheriff's Dept.,Santa Rita Jail,2011,3,2316,213,443,69,3041
Amador Sheriff's Dept.,Amador County Jail,2011,3,33,7,25,8,73
Butte Sheriff's Dept.,Butte County Jail,2011,3,365,38,118,23,544
Calaveras Sheriff's Dept.,Calaveras County Jail,2011,3,40,5,31,4,80
Colusa Sheriff's Dept.,Colusa County Jail,2011,3,22,5,19,3,49
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,2011,3,0,0,66,0,66
Contra Costa Sheriff's Dept.,Martinez Detention Facility,2011,3,538,0,66,1,605
Contra Costa Sheriff's Dept.,West County Detention Facility ,2011,3,563,156,89,21,829
Del Norte Sheriff's Dept.,Del Norte County Jail,2011,3,66,5,35,9,115
El Dorado Sheriff's Dept.,El Dorado County Jail,2011,3,88,24,72,24,208
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,2011,3,45,9,35,6,95
Fresno Sheriff's Dept.,Fresno County Main Jail,2011,3,896.8,20.4,75.6,1.6,994
Fresno Sheriff's Dept.,Fresno North Annex Jail,2011,3,369.5,0,52.3,0,422
Fresno Sheriff's Dept.,Fresno South Annex Jail,2011,3,169.2,126.1,41.3,35.5,372
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,2011,3,50,9,21,4,84
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,2011,3,216,30,108,26,380
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,2011,3,186,0,78,0,264
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,2011,3,191,41,49,10,291
Inyo Sheriff's Dept.,Inyo County Jail,2011,3,34,4,32,8,78
Kern Sheriff's Dept.,Central Receiving Facility,2011,3,84,24,21,7,136
Kern Sheriff's Dept.,Lerdo Maximum/Medium,2011,3,333,0,21,0,354
Kern Sheriff's Dept.,Lerdo Minimum,2011,3,426,43,184,52,705
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,2011,3,920,118,91,28,1157
Kings Sheriff's Dept.,Kings County Jail Facility,2011,3,157,14,131,31,333
Lake Sheriff's Dept.,Lake County Hill Road Facility ,2011,3,124,12,56,16,208
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,2011,3,42.03,10.76,25.2,8.04,86
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,2011,3,0,1040,0,536,1576
Los Angeles Sheriff's Dept.,LA Men's Central Jail,2011,3,3089,0,1004,0,4093
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,2011,3,2612,0,951,0,3563
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,2011,3,1201,0,259,0,1460
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,2011,3,1,0,1,0,2
Los Angeles Sheriff's Dept.,LA Pitchess South (No. Annex),2011,3,193,0,371,0,564
Los Angeles Sheriff's Dept.,LA Twin Towers Corr. Facility,2011,3,2132,21,684,5,2842
Madera Corrections Dept.,Madera Adult Correctional Fac,2011,3,240,35,119,14,408
Marin Sheriff's Dept.,Marin County Jail,2011,3,212,20,49,12,293
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,2011,3,19,2,14,0,35
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,2011,3,94,15,81,16,206
Merced Sheriff's Dept.,John Latorraca Correctional Center,2011,3,301,27,141,16,485
Merced Sheriff's Dept.,Merced County Jail ,2011,3,107,12,31,1,151
Modoc Sheriff's Dept.,Modoc County Jail,2011,3,10,1,10,1,22
Mono Sheriff's Dept.,Mono County Jail ,2011,3,10,2,12,1,25
Monterey Sheriff's Dept.,Monterey County Jail ,2011,3,545,79,53,31,708
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,2011,3,154,0,209,0,363
Napa Corrections Dept.,Napa County Jail ,2011,3,175,15,61,18,269
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,2011,3,70,18,64,10,162
Orange Sheriff's Dept.,Intake Release Center ,2011,3,112,341,58,259,770
Orange Sheriff's Dept.,James A Musick Facilities,2011,3,186,10,490,145,831
Orange Sheriff's Dept.,Orange County Mens Jail ,2011,3,813,0,425,0,1238
Orange Sheriff's Dept.,Theo Lacy,2011,3,1606,0,1285,0,2891
Placer Sheriff's Dept.,Placer County Main Jail ,2011,3,276,37,50,9,372
Placer Sheriff's Dept.,Placer County Minimum Security ,2011,3,6,2,93,20,121
Plumas Sheriff's Dept.,Plumas County Jail ,2011,3,12,3,18,3,36
Riverside Sheriff's Dept.,Blythe Jail ,2011,3,32,0,14,0,46
Riverside Sheriff's Dept.,Indio Jail ,2011,3,214,43,39,20,316
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,2011,3,528,74,321,69,992
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,2011,3,654,135,118,31,938
Riverside Sheriff's Dept.,Southwest Detention Center,2011,3,706,4,132,0,842
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,2011,3,499,0,1387,0,1886
Sacramento Sheriff's Dept.,Rio Cosumnes- Womens Facility,2011,3,0,8,0,184,192
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,2011,3,1734,153,142,89,2118
San Benito Sheriff's Dept.,San Benito Adult Detention ,2011,3,72,10,33,5,120
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,2011,3,730,129,53,6,918
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,2011,3,163,94,466,139,862
San Bernardino Sheriff's Dept.,San Bernardino High Desert Detention Center,2011,3,657,0,73,0,730
San Bernardino Sheriff's Dept.,West Valley Detention Center ,2011,3,2125,320,205,34,2684
San Diego Sheriff's Dept.,East Mesa Reentry Facility,2011,3,89,0,266,0,355
San Diego Sheriff's Dept.,George Bailey Detention Facility,2011,3,1057,0,570,0,1627
San Diego Sheriff's Dept.,Las Colinas Womens Detention ,2011,3,0,348,0,266,614
San Diego Sheriff's Dept.,San Diego Central Detention ,2011,3,573,0,189,0,762
San Diego Sheriff's Dept.,San Diego Facility #8,2011,3,74,0,87,0,161
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,2011,3,230,0,128,0,358
San Diego Sheriff's Dept.,Vista Facility ,2011,3,556,46,161,14,777
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2011,3,2,2,270,30,304
San Francisco Sheriff's Dept.,San Francisco County Jail #2,2011,3,113,123,19,46,301
San Francisco Sheriff's Dept.,San Francisco County Jail #3,2011,3,266,0,54,0,320
