Census Tract,Total Population,Children < 10 years (%),Pop 10-64 years (%),Elderly > 64 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other/Multiple (%)
6037531502,3397,16.96,76.51,6.54,98.7,0.82,0,0,0.47,0
6037531503,2753,21.5,73.19,5.3,99.2,0.47,0,0.33,0,0
6037531504,4250,16.05,74.99,8.96,99.67,0.19,0,0,0,0.14
6037531602,4432,16.16,73.33,10.51,97.27,1.06,0.16,1.35,0.16,0
6037531603,3409,17.75,73.28,8.98,95.1,0.47,0,0,0.94,3.49
6037531604,3775,15.15,75.36,9.48,98.36,1.64,0,0,0,0
6037531701,5375,15.27,73.58,11.14,95.72,4.02,0,0.26,0,0
6037531702,5163,14.1,75.79,10.11,96.9,1.61,0,0,0.52,0.97
6037531800,4960,11.55,71.92,16.53,96.81,1.51,0,1.67,0,0
6037531901,6237,13.84,76.5,9.67,97.24,1.15,0.35,0,1.25,0
6037531902,4763,10.58,80.58,8.84,94.94,4.68,0,0,0.38,0
6037532001,3036,14.62,72.1,13.27,94.04,3.85,0.86,0,0.23,1.02
6037532002,3360,11.67,79.64,8.69,90.24,3.42,0,0.48,5.86,0
6037532101,6747,15.03,76.63,8.34,94.26,1.51,0,1.04,3.19,0
6037532102,3936,12.17,74.59,13.24,86.15,2.69,0.1,0,11.05,0
6037532200,7363,15.31,74.2,10.5,87.91,2.5,1.62,0,7.5,0.48
6037532302,4881,15.35,71.95,12.7,97.48,1.48,0.72,0,0.14,0.18
6037532303,4599,10.33,74.17,15.5,96.24,1.46,0.39,0,1.17,0.74
6037532304,4013,8.1,80.26,11.64,81.46,3.84,10.22,3.24,0.32,0.92
6037532400,45,15.56,73.33,11.11,80,17.78,2.22,0,0,0
6037532500,4195,15.45,76.9,7.65,93.9,1.62,2.17,0,2.31,0
6037532603,3289,20.86,72.97,6.17,97.72,1.16,1.12,0,0,0
6037532604,2739,14.6,74.92,10.48,97.77,1.02,0.8,0,0.26,0.15
6037532605,3301,16.48,69.95,13.57,94.06,2.33,2.42,0.3,0.87,0
6037532606,4405,15.6,71.96,12.44,96.69,2.54,0.57,0,0.2,0
6037532700,3417,18.61,75.86,5.53,93.5,1,5.18,0,0.32,0
6037532800,4590,23.42,72.16,4.42,94.25,0.54,5.16,0,0.04,0
6037532900,7058,18.35,75.79,5.87,93.6,0.64,5.4,0,0.37,0
6037533001,4709,16.95,75.22,7.84,93.74,1.02,5.25,0,0,0
6037533002,2705,21.26,71.61,7.13,96.12,0.7,0.37,0,0,2.81
6037533103,3283,15.57,76.36,8.07,96.95,2.62,0.43,0,0,0
6037533104,4415,17.71,69.72,12.57,96.92,1.68,1.2,0.02,0.07,0.11
6037533105,2510,11.47,82.55,5.98,99.44,0.56,0,0,0,0
6037533106,1655,14.86,77.82,7.31,96.8,0.42,0,2.78,0,0
6037533107,3503,12.5,80.33,7.17,98.83,1,0,0,0.17,0
6037533201,2788,17.32,73.6,9.07,98.03,1.97,0,0,0,0
6037533202,3124,13.38,78.81,7.81,99.33,0.42,0,0.26,0,0
6037533203,1931,18.69,72.6,8.7,98.14,0.26,0.05,0,0.47,1.09
6037533300,3346,21.52,73.76,4.72,98,1.26,0.36,0,0,0.39
6037533401,5098,12.71,76.83,10.46,99.61,0.39,0,0,0,0
6037533402,4240,17.03,76.06,6.91,98.63,1.37,0,0,0,0
6037533403,2848,14.29,72.37,13.34,94.7,2.21,1.62,0,1.47,0
6037533501,3051,10.62,82.33,7.05,99.74,0.26,0,0,0,0
6037533502,2143,16.61,74.43,8.96,97.01,2.99,0,0,0,0
6037533503,2141,17.89,74.92,7.19,94.26,0.33,5.14,0,0,0.28
6037533601,4762,16.32,75.66,8.02,94.79,3.72,0,0,1.49,0
6037533602,5546,17.69,73.93,8.38,90.41,5.27,0,0.23,1.44,2.65
6037533603,6986,18.42,72.16,9.42,91.41,6.94,0.67,0.26,0,0.72
6037533701,2998,18.71,72.65,8.64,95.7,3.14,0.47,0.27,0.27,0.17
6037533702,3543,15.69,77.82,6.49,99.32,0.2,0,0,0.48,0
6037533703,5259,14.2,77.52,8.27,100,0,0,0,0,0
6037533803,6324,14.33,76.15,9.52,87.79,10.64,1.01,0.06,0.49,0
6037533804,4207,9.34,81.53,9.13,98.29,1.19,0,0,0.52,0
6037533805,3485,11.08,76.73,12.2,97.42,0.26,1.64,0,0.69,0
6037533806,3794,17.03,74.7,8.28,94.89,0.95,3.53,0,0.63,0
6037533901,6320,14.6,78.24,7.15,95,2.28,2.04,0,0,0.68
6037533902,4049,13.98,80.12,5.9,98.25,1.53,0,0,0.22,0
6037534001,5125,13.33,77.85,8.82,97.42,1.44,0,0.31,0.82,0
6037534002,4628,15.58,73.4,11.02,93.34,4.82,0.84,0,0.93,0.06
6037534101,2358,14.84,75.06,10.09,91.09,1.31,1.91,0,5.68,0
6037534102,6219,20.53,73.32,6.14,98.49,0.26,1.25,0,0,0
6037534201,4768,20.62,72.17,7.21,96.14,2.06,0.99,0.29,0.42,0.1
6037534202,5748,13.8,77.89,8.32,93.23,6.28,0.24,0,0.24,0
6037534203,3206,13.63,75.23,11.14,97.91,1.72,0.22,0,0.16,0
6037534301,4320,16,75.51,8.5,92.15,3.61,1.74,0,1.6,0.9
6037534302,3720,14.22,79.54,6.24,96.53,1.53,1.4,0.16,0.38,0
6037534403,2795,12.56,79.57,7.87,94.17,5.83,0,0,0,0
6037534404,3677,13.24,79.63,7.13,90.35,7.83,0.33,0.33,1.17,0
6037534405,4351,18.69,74.67,6.64,97.54,0.71,0.25,0.21,0.74,0.55
6037534406,5027,18.34,76.01,5.65,98.85,0.97,0.18,0,0,0
6037534501,5226,12.46,79.12,8.42,97.21,1.74,0.08,0.1,0,0.88
6037534502,4654,16.18,72.48,11.35,96.86,2.26,0.39,0,0.34,0.15
6037534700,4435,9.04,76.87,14.09,97.09,2.01,0,0.36,0.41,0.14
6037534802,3136,12.12,75.48,12.4,97.58,1.31,0.19,0,0,0.92
6037534803,4589,12.84,76.73,10.44,97.08,0.78,0,0,1.83,0.31
6037534804,3736,14.27,76.69,9.05,98.5,0.51,0,0,0.88,0.11
6037534900,6319,11.73,80.87,7.41,99.29,0.41,0,0,0.3,0
6037535001,4512,20.74,72.41,6.85,91.95,0,7.29,0.58,0,0.18
6037535002,3648,15.16,76.18,8.66,97.31,0,2.33,0.36,0,0
6037535101,7949,19.5,71.62,8.88,89.48,0.68,8.39,0,0,1.45
6037535102,4621,16.92,75.52,7.55,88.4,0.82,9.89,0,0.13,0.76
6037535200,6111,15.27,79.43,5.3,88.14,0.15,10.96,0,0,0.75
6037535300,6524,16.97,76.35,6.68,95.8,0,4.2,0,0,0
6037535400,3553,13.2,80.47,6.33,89.36,0.65,9.46,0,0.17,0.37
6037535501,3898,18.96,71.5,9.54,96.64,1.82,0.72,0,0.25,0.56
6037535502,5411,8.54,83.76,7.71,94.1,2.33,0.37,0,2.99,0.2
6037535503,2240,9.91,79.78,10.31,98.53,0.36,0,1.12,0,0
6037535603,3998,18.83,71.54,9.63,96.37,0.33,3.15,0,0.15,0
6037535604,4476,17.58,73.79,8.62,99.42,0.58,0,0,0,0
6037535605,4440,11.4,79.53,9.08,99.37,0.63,0,0,0,0
6037535606,2007,19.43,70.55,10.01,97.31,1.94,0.75,0,0,0
6037535607,4946,13.38,76.08,10.53,98.97,0.51,0,0.53,0,0
6037535701,5237,14.99,77.58,7.43,97.21,0.69,0,0,1.76,0.34
6037535702,5638,13.99,79,7.01,95.1,4.2,0,0,0.16,0.53
6037535802,6600,14.06,72.77,13.17,95.56,3.59,0,0,0.55,0.3
6037535803,4246,16.77,72.82,10.41,98.94,0.92,0,0,0.14,0
6037535804,5328,13.87,79.43,6.7,97.73,1.09,0.98,0.21,0,0
6037535901,5578,12.44,77.73,9.82,99.32,0.68,0,0,0,0
6037535902,7209,12.12,75.21,12.66,95.69,2.62,0,0,1.5,0.19
6037536000,3701,17.7,74.82,7.48,97.81,1.05,0,0.76,0.38,0
6037536102,3155,12.01,67.23,20.76,76.45,22.6,0.38,0,0.32,0.25
6037536103,5353,12.65,76.97,10.39,96.53,2.22,0.17,0,0.15,0.93
6037536104,3900,16.74,73.21,10.05,93.74,3.26,1.51,0,0.79,0.69
6037536200,7281,13.76,76.12,10.12,87.47,7.79,2.06,0,2.68,0
6037540000,7139,14.34,77.08,8.57,95.08,1.39,2.63,0,0.69,0.21
6037540101,6743,14.74,75.37,9.89,88.91,2.51,7.59,0,0.99,0
6037540102,6905,13.83,78.06,8.11,86.53,1.23,10.66,1.26,0.32,0
6037540201,2587,21.99,73.52,4.48,98.03,0.31,0.77,0.31,0.58,0
6037540202,7116,18.34,72.48,9.18,90.26,4.51,3.01,0.32,1.76,0.14
6037540203,5807,14.43,80.85,4.72,88.44,0.96,8.89,0.69,0.5,0.52
6037540300,4728,15.67,75.47,8.86,97.1,0.99,0.23,0,1.67,0
6037540400,2109,11.81,83.4,4.79,84.21,0.19,15.6,0,0,0
6037540501,6713,9.28,84.75,5.97,79.8,7.79,10.46,0.27,0.97,0.72
6037540502,6163,19.2,76.55,4.25,83.47,3.2,12.93,0,0.41,0
6037540600,4981,21.98,70.87,7.15,76.33,0.52,23.15,0,0,0
6037540700,3230,15.42,76.69,7.89,70.71,3.44,25.05,0,0.68,0.12
6037540800,5287,15.79,74.37,9.84,44.22,0.02,51.33,0,0,4.43
6037540901,4904,11.95,71.94,16.11,74.02,3.02,21.29,0.27,0.83,0.57
6037540902,4707,9.75,75.87,14.38,38.52,1.15,58.3,0,0,2.04
6037541001,1144,13.81,69.67,16.52,39.77,3.67,48.69,0,7.87,0
6037541002,3318,11.87,72.81,15.31,28.87,14.62,55.09,0,1.02,0.39
6037541100,3251,14.49,73.36,12.15,55.21,1.94,38.48,0,1.85,2.52
6037541200,6546,13.47,71.1,15.43,48.03,1.01,47.13,0,0.75,3.09
6037541300,5512,18.41,69.61,11.97,69.07,0.76,27.92,0,0.73,1.52
6037541400,7989,20.8,72.69,6.51,84.72,0.76,8.39,2.78,3.22,0.14
6037541500,6273,21.01,74.84,4.14,82.75,0.41,16.72,0,0,0.11
6037541603,3059,16.61,75.02,8.37,83.79,1.86,12.65,0,0.78,0.92
6037541604,5917,17.32,74.11,8.57,85.23,2.21,11.83,0,0.19,0.54
6037541605,4805,8.93,83.18,7.89,73.11,0.56,23.7,0,2.62,0
6037541606,2348,16.23,78.92,4.86,81.69,0.81,17.5,0,0,0
6037541700,6638,15.43,72.94,11.63,90.33,0.86,7.26,0.5,0.5,0.56
6037541801,6180,18.45,74.92,6.63,77.67,1.08,19.32,0.29,0.02,1.62
6037541802,5306,15.38,78.31,6.31,85.81,0.98,10.99,0,2.02,0.21
6037542000,4708,15,72.45,12.55,64.63,1.72,32.43,0,1.21,0
6037542103,3685,11.04,80.6,8.36,87,0.43,12.37,0,0.19,0
6037542104,3473,16.38,77.37,6.25,85.89,3.31,9.13,0.35,0.4,0.92
6037542105,4781,18.07,73.12,8.81,83.79,1.07,13.24,0.88,0,1.02
6037542106,3523,13.65,78.57,7.78,85.15,1.19,8.57,0,3.41,1.67
6037542200,7155,15.16,75.77,9.07,71.45,1.05,26.25,0,0,1.26
6037542401,4735,11.76,77.47,10.77,59.92,0.7,34.61,0,3.33,1.44
6037542402,3306,11.34,77.53,11.13,65.34,0.54,33.55,0,0.57,0
6037542501,4891,18.26,71.21,10.53,42.94,0,46.45,0,0.25,10.37
6037542502,5006,17.9,73.39,8.71,62.66,0.66,34.56,0.34,0.08,1.7
6037542601,3295,18.42,76.9,4.67,80.33,1.4,16.42,0,1.85,0
6037542602,5934,12.55,80.59,6.86,76.96,0.76,21.81,0,0,0.47
6037542700,6129,16.33,77.52,6.15,78.3,2.07,19.11,0.13,0,0.39
6037542800,2980,16.88,69.63,13.49,52.95,2.58,42.68,0,0,1.78
6037542900,3254,19.24,71.82,8.94,84.79,0.92,13.09,0,0.74,0.46
6037543000,4531,17.77,68.95,13.29,47.52,1.57,49.53,0,0.5,0.88
6037543100,7254,13.44,75.86,10.7,45.66,1.03,47.46,0,1.63,4.22
6037543201,3605,18.06,71.9,10.04,60.61,3.19,34.45,0.19,1.03,0.53
6037543202,5124,18.6,72.48,8.92,78.14,1.09,15.67,0,4.84,0.25
6037543304,5872,7.58,71.58,20.84,6.2,7.85,80.64,0,3.22,2.09
6037543305,3776,11.71,72.75,15.55,50.11,18.88,25.19,0,3.29,2.54
6037543306,7863,11.76,73.31,14.93,28.84,7.58,14.32,0,44.5,4.76
6037543321,5446,10.28,63.62,26.09,11.81,6.98,58.48,0,16.42,6.32
6037543322,7959,6.99,72.38,20.63,10.45,2.24,72.08,1.21,10.46,3.57
6037543400,3731,8.95,71.4,19.65,57.89,4.13,20.93,0,14.64,2.41
6037543501,7457,9.13,72.29,18.57,27.4,6.13,6.13,0,57.79,2.55
6037543502,4218,9.84,70.55,19.61,56.07,10,3.25,0.26,28.4,2.02
6037543503,5696,9.83,65.2,24.96,33.08,15.68,8.44,0,40.03,2.77
6037543601,3781,10.69,75.54,13.78,42.58,6.03,9.28,0.5,39.2,2.41
6037543602,7864,11.98,67.29,20.73,30.33,18.88,5.32,0,40.35,5.12
6037543603,4301,5.93,62.15,31.92,21.86,18.44,27.51,0,28.64,3.56
6037543604,5226,9.99,70.65,19.36,31.38,8.21,7.73,0,48.11,4.57
6037543701,3057,11.09,76.05,12.86,55.58,3.83,0,0,40.13,0.46
6037543702,6637,10.05,77.72,12.23,55.4,6.81,7.62,0,27.95,2.21
6037543703,3370,9.79,75.07,15.13,56.59,8.9,2.52,0,24.84,7.15
6037543801,5159,13.28,68.7,18.03,37.97,12.27,10.12,1.1,35.7,2.83
6037543802,6478,10.62,75.05,14.33,37.06,4.35,7.59,0.46,48.47,2.05
6037543903,3740,8.4,72.57,19.04,43.21,12.99,4.04,0.16,35.45,4.14
6037543905,4636,16.13,74.94,8.93,75.32,2.85,3.86,0.15,17.58,0.24
6037544001,4574,12.05,77.81,10.14,69.44,7.02,6.3,0,16.3,0.94
6037544002,3187,10.42,76.47,13.12,60.59,11.64,7.06,0.35,14.94,5.43
6037550000,1982,2.47,84.61,12.92,45.01,30.37,15.49,0.66,7.26,1.21
6037550100,7329,12.73,74.1,13.17,75.04,9.48,5.47,0,9.82,0.18
6037550201,2911,17.66,71.76,10.58,80.42,8.35,3.61,0,6.22,1.41
6037550202,5710,13.85,75.1,11.05,71.8,10.63,6.57,0.79,8.19,2.01
6037550300,8421,13.89,76.58,9.52,68.19,15.12,2.07,0,12.9,1.72
6037550400,1226,10.52,71.13,18.35,80.34,11.58,0.08,0.16,7.83,0
6037550500,8316,9.56,77.38,13.06,73.03,14.68,1.02,0,9.8,1.47
6037550601,5960,15.57,76.29,8.14,73.34,16.12,2.53,0,6.68,1.33
6037550602,4328,8.73,75.74,15.53,70.15,19.76,0.6,0,7.39,2.1
6037550700,6104,16.74,66.04,17.22,75.18,20.46,0.97,0.23,2.42,0.74
6037550800,7403,12.39,72.21,15.4,79.02,13.22,0.74,0,5.92,1.09
6037550901,4141,13.09,76.5,10.41,72.86,14.71,3.02,0,8.48,0.94
6037550902,5803,10.72,81.35,7.93,77.75,12.98,0.81,0,7.24,1.22
6037551000,7281,14.06,69.62,16.32,66.46,18.01,2.36,0,11.5,1.68
6037551101,3964,18.29,74.37,7.34,77.67,5.22,5.55,0,10.42,1.14
6037551102,5427,13.23,80.71,6.06,81.81,6.47,4.7,0,6.26,0.76
6037551201,3272,7.12,76.74,16.14,74.94,13.11,4.52,0,7.43,0
6037551202,7840,12.54,78.27,9.2,77.27,13.15,5.33,0.22,3.78,0.26
6037551300,5449,11.27,73.02,15.71,79.26,11.71,2.97,0,5.21,0.84
6037551401,4582,11.79,77.19,11.02,79.16,9.95,4.19,0.55,6.15,0
6037551402,4677,14.18,75.95,9.88,72.57,17.32,4.3,0,5.6,0.21
6037551501,4596,8.9,78.55,12.55,66.23,18.3,6.48,0.54,7.48,0.96
6037551502,4898,11.19,76.75,12.07,69.17,14.45,5.92,0,8.94,1.51
6037551600,31,0,38.71,61.29,38.71,61.29,0,0,0,0
6037551700,6262,11.61,77.37,11.02,79.58,10.59,3.18,0,4.39,2.27
6037551800,7267,9.27,81.57,9.15,70.51,15.34,5.96,0,6.63,1.55
6037551900,5203,11.99,74.51,13.49,65.69,12.9,7.09,0.19,13.72,0.4
6037552001,4188,14.35,73.9,11.75,72.18,7.64,6.42,0.31,11.87,1.58
6037552002,3409,10.62,79.08,10.3,61.84,7.77,8.95,0,20.53,0.91
6037552100,6624,14.82,68.8,16.38,70.49,9.27,3.97,0,15.02,1.25
6037552200,5686,17.43,75.92,6.65,81.02,6.81,3.8,0.47,7.02,0.88
6037552301,4482,12.38,74.81,12.81,62.14,6.47,10.71,0,20.3,0.38
6037552302,4107,9.13,72.88,17.99,56.61,13.95,7.62,0,20.96,0.85
6037552400,2423,14.73,74.7,10.57,78.42,5.57,3.76,0.25,9.16,2.85
6037552601,5260,15.76,77.24,7,87.03,3.88,3.33,0.15,4.77,0.84
6037552602,4416,14.11,72.87,13.02,54.33,8.38,5.21,0.43,30.62,1.04
6037552700,6819,12.95,76.33,10.72,74.01,11.76,0.67,0,13.04,0.51
6037552800,6198,15.8,73.3,10.91,73.81,12.94,0,0,12.88,0.37
6037552900,7156,13.86,74.52,11.61,60.97,10.62,5.49,0.45,20.43,2.04
6037553000,5033,14.15,73.32,12.54,77.93,12,1.65,0,6.98,1.45
6037553100,6770,17.28,71.43,11.29,46.79,17.42,13,0.28,18.55,3.96
6037553200,7637,14.17,75.34,10.49,63.45,15.69,7.78,0.13,11.71,1.24
6037553300,3214,6.47,77.07,16.46,66.15,14.53,5.88,0.06,10.86,2.52
6037553400,3495,11.13,74.59,14.28,79.83,9.24,3.46,0,7.47,0
6037553502,4066,13.5,76.91,9.59,69.28,9.17,13.38,0,6.79,1.38
6037553503,2906,11.05,81.56,7.4,81.9,2.34,13.94,0,0.69,1.14
6037553504,5363,14.66,76.21,9.14,79.58,7.89,7.78,0,3.97,0.78
6037553601,4699,11.83,78.83,9.34,85.74,3.81,4.94,0,4.81,0.7
6037553602,4752,12.44,80.6,6.97,72.77,4.97,18.64,0.36,3.27,0
6037553701,3981,14.39,78.55,7.06,93.09,3.37,1.83,0,1.31,0.4
6037553702,4723,15.58,76.75,7.66,90.79,0.78,6.48,0,1.46,0.49
6037553801,4954,16.47,78.22,5.31,85.37,0.99,9.45,0,3.58,0.63
6037553802,6881,17.76,72.17,10.07,76.62,7.47,11.32,0.15,2.47,1.98
6037553901,6773,14.22,74.53,11.25,84.75,5.33,4.53,0,3.16,2.23
6037553902,5415,11.91,79.72,8.37,73.07,11.63,7.15,0,6.52,1.63
6037554001,3756,8.07,80.46,11.47,57.8,21.62,6.66,0,12.86,1.06
6037554002,5856,13.97,76.52,9.51,59.9,15.3,10.28,0,12.89,1.62
6037554101,3548,17.9,73.68,8.43,79.09,8.26,6.54,0,4.51,1.61
6037554103,1396,11.82,78.22,9.96,67.69,11.96,11.82,0,7.31,1.22
6037554104,2414,12.39,78.71,8.91,57.54,11.27,16.74,0.41,13.09,0.95
6037554105,4478,14.05,77.91,8.04,45.98,17.42,24.07,1.25,9.8,1.47
6037554201,4356,10.42,80.99,8.59,68.25,15.43,2.87,0.23,10.79,2.43
6037554203,3730,15.92,72.17,11.9,58.53,25.74,2.73,0,11.58,1.42
6037554204,4313,14.38,71.9,13.73,59.26,13.03,14.31,0,9.23,4.17
6037554301,3499,13.26,78.31,8.43,66.16,10.77,15.32,0,7.75,0
6037554302,4393,17.25,77.99,4.76,57.75,4.94,15.16,0.14,19.58,2.44
6037554403,5848,14.26,74.83,10.91,49.08,13.58,24.2,0.12,9.58,3.45
6037554404,4206,18.33,71.18,10.49,47.84,14.05,18.81,0.31,16.95,2.04
6037554405,3015,16.32,70.08,13.6,46.57,21.29,18.97,0.8,9.19,3.18
6037554406,4766,9.34,68.9,21.76,26.86,28.98,16.6,0.1,20.77,6.69
6037554511,4140,8.79,71.16,20.05,12.66,12.97,5.17,0,65.14,4.06
6037554512,6455,9.45,65.87,24.68,8.18,11.48,6.32,0.19,71.56,2.28
6037554513,2758,12.44,66.72,20.85,10.41,9.79,5.62,0,68.17,6.02
6037554514,4700,7.81,74.06,18.13,17.68,12.89,9.34,0,57.11,2.98
6037554515,3793,6.12,69.21,24.68,13.6,16.58,14.74,0,45.13,9.94
6037554516,3885,6.8,67.88,25.33,16.04,10.73,14.47,0.28,58.48,0
6037554517,4510,7.21,71.15,21.64,10.2,10.71,2.46,0,71.8,4.83
6037554518,5511,10.07,70.24,19.69,13.81,13.97,8.75,0,61.28,2.2
6037554519,3498,3.97,64.32,31.7,10.15,15.92,2.77,2.66,65.27,3.23
6037554521,5949,9.85,65.93,24.22,19.2,19.48,12.59,0,41.87,6.86
6037554522,4944,7.4,66.81,25.79,17.98,17.37,9.39,0.24,50.73,4.29
6037554600,4173,8.91,76.78,14.31,46.15,12.17,2.25,0.12,37.34,1.97
6037554700,4328,10.42,74.63,14.95,76.94,4.62,0.72,0,17.35,0.37
6037554801,2744,10.97,79.08,9.95,76.53,7.03,2.7,0,10.2,3.53
6037554802,6378,10.21,72.91,16.89,26.42,15.91,4.3,0,50.01,3.36
6037554900,7636,8.6,75.35,16.04,38.1,17.5,6.57,0.71,34.32,2.82
6037555001,5321,11.52,75.21,13.27,47.36,15.26,5.77,0.15,29.94,1.52
6037555002,3625,14.4,75.72,9.88,37.74,28.74,14.73,0,17.54,1.24
6037555102,5987,9.3,78.45,12.24,50.94,10.32,9.47,0.48,26.73,2.05
6037555103,4873,11,75.72,13.28,31.25,19.93,10.06,0,35.42,3.34
6037555104,4210,15.01,73.59,11.4,54.89,17.6,7.1,0.29,17.91,2.21
6037555202,3661,11.66,71.95,16.39,16.77,62.09,2.54,0,9.48,9.12
6037555211,5652,12.07,76.91,11.02,90.15,1.7,0.07,0,7.89,0.19
6037555212,5110,19.06,72.05,8.88,81.78,5.6,2.99,0,6.71,2.92
6037570001,4764,13.12,73.97,12.91,29.58,32.09,7.37,0.25,25.48,5.23
6037570002,2679,12.13,74.73,13.14,30.24,39.72,11.5,0.3,15.94,2.31
6037570003,4119,12.84,72.59,14.57,40.71,34.79,6.94,0,16.05,1.51
6037570100,3192,11.28,75.81,12.91,45.49,15.38,20.55,0,17.54,1.03
6037570202,6124,16.51,74.41,9.08,65.43,6.91,14.66,0.54,11.69,0.77
6037570203,4165,19.88,74,6.12,67.47,3.19,23.91,0,4.56,0.86
6037570204,4201,16.23,66.63,17.14,53.65,13.88,17.52,0.43,12.45,2.07
6037570301,7273,18.6,76.56,4.84,68.49,7.97,11.77,0,8.84,2.93
6037570303,4471,19.55,75.08,5.37,59.58,5.44,18.07,0,12.08,4.83
6037570304,5094,15.88,77.58,6.54,66.25,6.09,17.26,0.63,9.31,0.47
6037570402,3400,16.79,72.12,11.09,52.71,3.53,36.44,0,6.12,1.21
6037570403,4832,25.17,70.88,3.95,84.25,3.48,4.74,0,6.71,0.83
6037570404,3676,14.83,76.12,9.06,71.87,1.31,18.2,0,5.17,3.45
6037570501,8042,16.03,75.22,8.75,56.33,8.19,19.15,0,15.24,1.08
6037570502,6588,14.6,77.73,7.67,58.36,10.23,5.37,0.18,21.28,4.57
6037570601,5610,14.33,78.41,7.25,57.2,8.54,16.36,4.05,12.75,1.11
6037570602,6177,17.26,71.13,11.61,48.89,7.2,10.59,0,30.84,2.48
6037570603,5172,19.3,75.31,5.39,34.24,9.65,44.74,0,9.5,1.88
6037570701,7372,14.11,73.02,12.87,32.61,17.43,20.02,0,27.27,2.67
6037570702,2296,7.4,76.22,16.38,35.41,27.22,15.9,3.48,12.54,5.44
6037570800,5300,11.66,77.87,10.47,29.74,47.06,6.26,0.38,14.49,2.08
6037570901,5752,13.2,72.84,13.96,27.59,46.64,5.67,0,14.8,5.3
6037570902,3583,10.63,76.3,13.06,27.63,42.92,6.87,0,12.92,9.66
6037571000,5628,10.29,73.81,15.9,25.75,58.21,1.76,0,8.81,5.47
6037571101,4402,10.27,75.24,14.49,32.62,53.13,1.93,0,9.43,2.89
6037571102,4073,13.23,75.03,11.74,28.73,44.91,5.62,0.39,17.38,2.97
6037571200,8175,8.16,74.98,16.86,27.02,47.83,7.38,1.32,12.49,3.96
6037571300,4484,10.12,73.53,16.35,31.47,38.67,10.5,0,16.8,2.56
6037571400,4844,14.16,70.69,15.15,31.56,36.46,9.6,0,19.1,3.28
6037571502,4739,11.23,72.57,16.21,35.39,23.59,19.14,0,19.28,2.6
6037571503,3878,11.73,75.79,12.48,35.51,18.31,18.05,0,26.07,2.06
6037571504,4512,11.06,77.02,11.92,39.21,29.74,17.35,0,9.53,4.17
6037571600,2309,18.19,73.75,8.06,33.43,5.76,52.01,0,2.6,6.19
6037571701,6247,10.07,81.21,8.72,65.79,8.6,12.92,0,11.12,1.57
6037571703,3557,13.3,71.21,15.49,66.74,6.27,14.39,0,9.95,2.64
6037571704,4076,13.08,78.97,7.95,64.25,9.13,16.78,0.81,8.12,0.91
6037571800,3222,7.48,66.26,26.26,21.57,53.54,9.87,0,13.13,1.89
6037571900,5413,9.31,76.32,14.37,31.04,39.42,12.19,0.67,10.16,6.52
6037572001,5957,12.64,72.72,14.64,26.93,48.41,5.79,0,12.1,6.77
6037572002,4723,8.45,67.16,24.39,19.73,35.66,24.24,0,16.14,4.23
6037572100,1113,9.25,76.1,14.65,32.08,23.81,13.12,0.54,26.51,3.95
6037572201,5592,12.16,68.15,19.69,30.95,22.69,17.56,0,26.9,1.9
6037572202,3614,10.35,75.01,14.64,36.8,17.29,12.12,0,33.2,0.58
6037572301,3841,16.06,77.64,6.3,64.33,7.6,7.73,0,17.39,2.94
6037572302,3610,12.94,79.89,7.17,55.37,2.16,12.52,0,25.93,4.02
6037572400,1425,11.23,77.05,11.72,40.56,3.16,27.79,0,17.61,10.88
6037572500,3643,11.78,68.05,20.18,40.96,9.39,20.56,0,21.27,7.82
6037572600,5357,10.3,76.2,13.5,51.41,1.94,8.92,0.17,34.89,2.67
6037572700,5268,12.91,72.23,14.86,38.21,2.47,6.72,0.34,49.52,2.73
6037572800,986,4.97,87.83,7.2,30.83,18.97,32.86,0,7.61,9.74
6037572900,5360,15.84,75.3,8.86,68.71,3.51,5.82,0.04,18.04,3.88
6037573002,4086,16.08,81.64,2.28,73.74,5.7,14.44,0,5.24,0.88
6037573003,1843,14.11,73.14,12.75,45.47,24.96,5.43,0.6,20.78,2.77
6037573004,4577,18.44,74.28,7.28,48.26,9.53,28.08,0,12.6,1.53
6037573100,7547,13.82,78.56,7.62,56,9.05,18.96,0,10.96,5.04
6037573201,4597,13.47,78.92,7.61,62.87,5.26,8.27,0,22.71,0.89
6037573202,6379,16.96,75.51,7.52,59.84,4.51,15.47,2.07,17.67,0.44
6037573300,4158,17.12,74.8,8.08,40.45,3.22,17.82,0,38.5,0
6037573401,1642,12.55,73.02,14.43,37.21,25.64,16.99,0,18.15,2.01
6037573402,6384,9.38,78.85,11.76,36.4,26.46,7.3,0,26.06,3.78
6037573403,3519,11.45,74.14,14.41,20.92,35.15,15.37,0,26.26,2.3
6037573601,6402,12.93,73.21,13.86,25.29,53.39,6.9,0,9.98,4.44
6037573700,5009,16.03,68.72,15.25,28.65,54.08,2.04,0.54,8.19,6.51
6037573800,4309,12.02,73.22,14.76,19.24,61.34,1.32,5.38,7.71,5.01
6037573902,2031,6.89,67.06,26.05,23.58,55.98,4.14,0.49,10.49,5.32
6037574000,5165,11.31,72.24,16.46,18.66,60.5,4.88,0,10.24,5.71
6037574100,5014,11.75,73.04,15.22,21.32,61.55,2.59,0.34,10.37,3.83
