"function HelpWindow(page) { window.open(page,"","HEIGHT=225,WIDTH=300") }""unction HelpWindow(page) { ",,,,,,,,
Jurisdiction,Facility,Year,Month,Unsentenced males,Unsentenced females,Sentenced males,Sentenced females,Total facility ADP
Napa Corrections Dept.,Napa County Jail ,2015,2,110,17,46,3,176
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,2015,2,138,41,42,12,233
Orange Sheriff's Dept.,Intake Release Center ,2015,2,270,155,97,127,649
Orange Sheriff's Dept.,James A Musick Facilities,2015,2,143,28,417,109,697
Orange Sheriff's Dept.,Orange County Mens Jail ,2015,2,614,0,228,0,842
Orange Sheriff's Dept.,Orange County Women's Jail,2015,2,0,119,0,143,262
Orange Sheriff's Dept.,Theo Lacy,2015,2,1657,0,1239,0,2896
Placer Sheriff's Dept.,Placer County Main Jail ,2015,2,304,41,55,10,410
Placer Sheriff's Dept.,So. Placer Minimum Security,2015,2,5,3,83,18,109
Placer Sheriff's Dept.,South Placer Jail,2015,2,73,10,13,3,99
Plumas Sheriff's Dept.,Plumas County Jail ,2015,2,27,5,14,4,50
Riverside Sheriff's Dept.,Blythe Jail ,2015,2,58,0,54,0,112
Riverside Sheriff's Dept.,Indio Jail ,2015,2,233,36,103,22,394
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,2015,2,689,124,563,122,1498
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,2015,2,472,113,144,63,792
Riverside Sheriff's Dept.,Southwest Detention Center,2015,2,707,5,424,0,1136
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,2015,2,643,39,1105,151,1938
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,2015,2,1076,175,711,66,2028
San Benito Sheriff's Dept.,San Benito Adult Detention ,2015,2,87,14,19,7,127
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,2015,2,747,0,145,0,892
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,2015,2,217,132,558,130,1037
San Bernardino Sheriff's Dept.,San Bernardino High Desert Detention Center,2015,2,556,179,111,71,917
San Bernardino Sheriff's Dept.,West Valley Detention Center ,2015,2,1830,281,291,38,2440
San Diego Sheriff's Dept.,East Mesa Reentry Facility,2015,2,134,0,588,0,722
San Diego Sheriff's Dept.,George Bailey Detention Facility,2015,2,730,0,740,0,1470
San Diego Sheriff's Dept.,Las Colinas Women's Detention,2015,2,0,309,0,329,638
San Diego Sheriff's Dept.,San Diego Central Detention ,2015,2,643,0,239,0,882
San Diego Sheriff's Dept.,San Diego Facility #8,2015,2,61,0,7,0,68
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,2015,2,250,0,126,0,376
San Diego Sheriff's Dept.,Vista Facility ,2015,2,449,56,227,9,741
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2015,2,2,1,206,102,311
San Francisco Sheriff's Dept.,San Francisco County Jail #2,2015,2,111,88,20,15,234
San Francisco Sheriff's Dept.,San Francisco County Jail #3,2015,2,0,0,0,0,0
San Francisco Sheriff's Dept.,San Francisco County Jail #4,2015,2,246,0,43,0,289
San Francisco Sheriff's Dept.,San Francisco County Jail #5,2015,2,536,0,95,0,631
San Francisco Sheriff's Dept.,San Francisco County Jail #6,2015,2,0,0,0,0,0
San Joaquin Sheriff's Dept.,John J. Zunino Facility,2015,2,714,71,152,19,956
San Joaquin Sheriff's Dept.,San Joaquin County Honor Farm,2015,2,35,3,217,30,285
San Luis Obispo Sheriff's Dept.,San Luis Obispo County Jail ,2015,2,215,28,190,25,458
San Luis Obispo Sheriff's Dept.,San Luis Obispo Honor Farm ,2015,2,1,1,76,17,95
San Mateo Sheriff's Dept.,Maguire Correctional Facility,2015,2,454,10,189,2,655
San Mateo Sheriff's Dept.,Minimum Security Transitional Fac.,2015,2,0,0,29,0,29
San Mateo Sheriff's Dept.,Womens Correctional Center ,2015,2,0,41,0,32,73
San Mateo Sheriff's Dept.,Womens Transitional Fac,2015,2,0,0,0,11,11
Santa Ana Police Dept.,Santa Ana Police Facility,2015,2,200,72,0,0,272
Santa Barbara Sheriff's Dept.,Medium Security Facility,2015,2,134,23,52,11,220
Santa Barbara Sheriff's Dept.,Santa Barbara County Main Jail ,2015,2,418,18,121,16,573
Santa Barbara Sheriff's Dept.,Santa Maria Branch Jail,2015,2,17,0,7,0,24
Santa Clara Corrections Dept.,Elmwood Complex - Men's facility,2015,2,1214,0,670,0,1884
Santa Clara Corrections Dept.,Elmwood Complex - Women's Facility,2015,2,0,318,0,164,482
Santa Clara Corrections Dept.,Santa Clara County Main Jail ,2015,2,1099,0,139,0,1238
Santa Cruz Sheriff's Dept.,Santa Cruz Blaine Womens Min,2015,2,0,3,0,9,12
Santa Cruz Sheriff's Dept.,Santa Cruz Main Jail,2015,2,211,25,62,3,301
Santa Cruz Sheriff's Dept.,Santa Cruz Medium Security,2015,2,29,0,46,0,75
Shasta Sheriff's Dept.,Shasta County Main Jail ,2015,2,212,41,74,13,340
Sierra Sheriff's Dept.,Sierra County Jail ,2015,2,1,0,1,0,2
Siskiyou Sheriff's Dept.,Siskiyou County Jail ,2015,2,89,6,4,0,99
Solano Sheriff's Dept.,Claybank Facility ,2015,2,161,34,61,18,274
Solano Sheriff's Dept.,Solano County Justice Center ,2015,2,412,44,140,11,607
Sonoma Sheriff's Dept.,Sonoma Main Adult Detention,2015,2,340,77,231,79,727
Sonoma Sheriff's Dept.,Sonoma-North County Facility,2015,2,66,0,172,0,238
Stanislaus Sheriff's Dept.,Public Safety Cntr Units 1 & 2,2015,2,108,12,84,11,215
Stanislaus Sheriff's Dept.,Stanislaus Co. Public Safety Center,2015,2,321,64,63,24,472
Stanislaus Sheriff's Dept.,Stanislaus County Jail ,2015,2,281,0,69,0,350
Sutter Sheriff's Dept.,Sutter County Jail ,2015,2,144,26,40,12,222
Tehama Sheriff's Dept.,Tehama County Jail ,2015,2,75,14,72,17,178
Trinity Sheriff's Dept.,Trinity Co. Detention Facility,2015,2,31,2,10,0,43
Tulare Sheriff's Dept.,Bob Wiley Detention Facility,2015,2,364,79,158,66,667
Tulare Sheriff's Dept.,Men's Correctional Facility,2015,2,139,0,134,0,273
Tulare Sheriff's Dept.,Pre-Trial Facility,2015,2,180,24,65,18,287
Tulare Sheriff's Dept.,Tulare County Jail ,2015,2,122,0,88,0,210
Tuolumne Sheriff's Dept.,Tuolumne County Jail ,2015,2,98,19,23,6,146
Ventura Sheriff's Dept.,Todd Road Jail,2015,2,286,107,283,83,759
Ventura Sheriff's Dept.,Ventura County Main Jail ,2015,2,561,8,254,3,826
Ventura Work Furlough,Ventura County Work Furlough ,2015,2,0,0,53,10,63
Yolo Sheriff's Dept.,Leinberger Center ,2015,2,50,14,35,4,103
Yolo Sheriff's Dept.,Monroe Detention Center ,2015,2,166,40,53,10,269
Yuba Sheriff's Dept.,Yuba County Jail ,2015,2,306,33,42,11,392
Alameda Sheriff's Dept.,Glen Dyer Jail,2015,3,285,0,21,0,306
Alameda Sheriff's Dept.,Santa Rita Jail,2015,3,1605,114,483,61,2263
Amador Sheriff's Dept.,Amador County Jail,2015,3,35,8,25,13,81
Butte Sheriff's Dept.,Butte County Jail,2015,3,277,45,200,46,568
Calaveras Sheriff's Dept.,Calaveras Co. Adult Detention Facility,2015,3,45,7,28,8,88
Colusa Sheriff's Dept.,Colusa County Jail,2015,3,38,6,18,8,70
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,2015,3,0,0,69,0,69
Contra Costa Sheriff's Dept.,Martinez Detention Facility,2015,3,555,4,108,0,667
Contra Costa Sheriff's Dept.,West County Detention Facility ,2015,3,328,136,128,30,622
Del Norte Sheriff's Dept.,Del Norte County Jail,2015,3,37,6,48,8,99
El Dorado Sheriff's Dept.,El Dorado County Jail,2015,3,113,20,96,28,257
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,2015,3,56,8,41,7,112
Fresno Sheriff's Dept.,Fresno County Main Jail,2015,3,646,17,252,3,918
Fresno Sheriff's Dept.,Fresno North Annex Jail,2015,3,849,0,401,0,1250
Fresno Sheriff's Dept.,Fresno South Annex Jail,2015,3,110,216,36,123,485
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,2015,3,61,13,25,5,104
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,2015,3,202,32,87,10,331
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,2015,3,143,12,0,0,155
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,2015,3,184,18,194,26,422
Inyo Sheriff's Dept.,Inyo County Jail,2015,3,23,2,40,9,74
Kern Sheriff's Dept.,Central Receiving Facility,2015,3,90,24,20,5,139
Kern Sheriff's Dept.,Lerdo Maximum/Medium,2015,3,264,0,84,0,348
Kern Sheriff's Dept.,Lerdo Minimum,2015,3,193,20,428,71,712
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,2015,3,688,112,312,51,1163
Kings Sheriff's Dept.,Kings County Branch Jail ,2015,3,79,23,16,3,121
Kings Sheriff's Dept.,Kings County Jail Facility,2015,3,318,50,10,5,383
Lake Sheriff's Dept.,Lake County Hill Road Facility ,2015,3,117,16,95,32,260
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,2015,3,38.03,13.25,39.58,14.09,105
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,2015,3,0,991,0,887,1878
Los Angeles Sheriff's Dept.,LA Men's Central Jail,2015,3,2505,0,1748,0,4253
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,2015,3,2231,0,1779,0,4010
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,2015,3,0,0,77,0,77
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,2015,3,894,0,622,0,1516
Los Angeles Sheriff's Dept.,LA Pitchess South (No. Annex),2015,3,420,0,981,0,1401
Los Angeles Sheriff's Dept.,LA Twin Towers Corr. Facility,2015,3,1999,30,1247,271,3547
Madera Corrections Dept.,Madera Adult Correctional Fac,2015,3,318,36,52,7,413
Marin Sheriff's Dept.,Marin County Jail,2015,3,159,25,69,14,267
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,2015,3,20,5,9,4,38
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,2015,3,181,25,82,20,308
Merced Sheriff's Dept.,John Latorraca Correctional Center,2015,3,388,59,44,6,497
Merced Sheriff's Dept.,Merced County Jail ,2015,3,181,0,9,0,190
Modoc Sheriff's Dept.,Modoc County Jail,2015,3,12,2,13,2,29
Mono Sheriff's Dept.,Mono County Jail ,2015,3,8,0,9,2,19
Monterey Sheriff's Dept.,Monterey County Jail ,2015,3,405,66,166,34,671
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,2015,3,150,0,103,0,253
Napa Corrections Dept.,Napa County Jail ,2015,3,114,16,45,7,182
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,2015,3,122,41,45,9,217
Orange Sheriff's Dept.,Intake Release Center ,2015,3,291,159,100,129,679
Orange Sheriff's Dept.,James A Musick Facilities,2015,3,152,27,415,107,701
Orange Sheriff's Dept.,Orange County Mens Jail ,2015,3,605,0,231,0,836
Orange Sheriff's Dept.,Orange County Women's Jail,2015,3,0,132,0,139,271
Orange Sheriff's Dept.,Theo Lacy,2015,3,1627,0,1293,0,2920
Placer Sheriff's Dept.,Placer County Main Jail ,2015,3,303,41,55,10,409
Placer Sheriff's Dept.,So. Placer Minimum Security,2015,3,73,10,14,2,99
Placer Sheriff's Dept.,South Placer Jail,2015,3,4,2,73,15,94
Plumas Sheriff's Dept.,Plumas County Jail ,2015,3,28,6,15,3,52
Riverside Sheriff's Dept.,Blythe Jail ,2015,3,47,0,53,0,100
Riverside Sheriff's Dept.,Indio Jail ,2015,3,233,28,103,21,385
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,2015,3,689,114,571,130,1504
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,2015,3,469,105,157,69,800
Riverside Sheriff's Dept.,Southwest Detention Center,2015,3,691,5,446,0,1142
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,2015,3,663,46,1106,164,1979
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,2015,3,1095,177,711,51,2034
San Benito Sheriff's Dept.,San Benito Adult Detention ,2015,3,97,10,24,7,138
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,2015,3,749,0,136,0,885
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,2015,3,265,138,534,128,1065
San Bernardino Sheriff's Dept.,San Bernardino High Desert Detention Center,2015,3,474,150,109,67,800
San Bernardino Sheriff's Dept.,West Valley Detention Center ,2015,3,1849,295,266,37,2447
San Diego Sheriff's Dept.,East Mesa Reentry Facility,2015,3,127,0,586,0,713
San Diego Sheriff's Dept.,George Bailey Detention Facility,2015,3,711,0,708,0,1419
San Diego Sheriff's Dept.,Las Colinas Women's Detention,2015,3,0,312,0,347,659
San Diego Sheriff's Dept.,San Diego Central Detention ,2015,3,636,0,247,0,883
San Diego Sheriff's Dept.,San Diego Facility #8,2015,3,62,0,5,0,67
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,2015,3,232,0,120,0,352
San Diego Sheriff's Dept.,Vista Facility ,2015,3,436,56,214,9,715
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2015,3,3,0,197,106,306
San Francisco Sheriff's Dept.,San Francisco County Jail #2,2015,3,118,90,21,16,245
San Francisco Sheriff's Dept.,San Francisco County Jail #3,2015,3,0,0,0,0,0
