"function HelpWindow(page) { window.open(page,"","HEIGHT=225,WIDTH=300") }""unction HelpWindow(page) { ",,,,,,,,
Jurisdiction,Facility,Year,Month,Unsentenced males,Unsentenced females,Sentenced males,Sentenced females,Total facility ADP
Alameda Sheriff's Dept.,Glen Dyer Jail,2001,1,471,17,90,0,578
Alameda Sheriff's Dept.,Santa Rita Jail,2001,1,2144,229,642,109,3124
Amador Sheriff's Dept.,Amador County Jail,2001,1,17.52,3.19,23.39,4.03,48
Butte Sheriff's Dept.,Butte County Jail,2001,1,293,42,136,24,495
Calaveras Sheriff's Dept.,Calaveras County Jail,2001,1,17.4,1.3,22.3,3.8,45
Colusa Sheriff's Dept.,Colusa County Jail,2001,1,12,0.3,15,2.6,30
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,2001,1,0,0,173,0,173
Contra Costa Sheriff's Dept.,Martinez Detention Facility,2001,1,553,50,147,13,763
Contra Costa Sheriff's Dept.,West County Detention Facility ,2001,1,411,85,168,34,698
Del Norte Sheriff's Dept.,Del Norte County Jail,2001,1,56,8,36,7,107
El Dorado Sheriff's Dept.,El Dorado County Jail,2001,1,59,8,88,12,167
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,2001,1,37,8,43,1,89
Fresno Sheriff's Dept.,Fresno County Main Jail,2001,1,691,181,109,58,1039
Fresno Sheriff's Dept.,Fresno County Satellite Jail,2001,1,0,0,216,0,216
Fresno Sheriff's Dept.,Fresno North Annex Jail,2001,1,402,0,18,0,420
Fresno Sheriff's Dept.,Fresno South Annex Jail,2001,1,561,0,88,0,649
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,2001,1,44,16,4,0,64
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,2001,1,208,28,105,16,357
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,2001,1,169,0,91,0,260
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,2001,1,158,19,83,7,267
Inyo Sheriff's Dept.,Inyo County Jail,2001,1,22,2.4,22.1,3,50
Kern Sheriff's Dept.,Kern County- Female Minimum ,2001,1,0,3,0,91,94
Kern Sheriff's Dept.,Lerdo Maximum/Medium,2001,1,94,23,40,19,176
Kern Sheriff's Dept.,Lerdo Minimum,2001,1,521,0,362,0,883
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,2001,1,584,109,111,93,897
Kings Sheriff's Dept.,Kings County Branch Jail ,2001,1,61,12,67,19,159
Kings Sheriff's Dept.,Kings County Main Jail,2001,1,63,12,53,11,139
Lake Sheriff's Dept.,Lake County Hill Road Facility ,2001,1,71,30,85,12,198
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,2001,1,48.5,16.33,53,7,125
Los Angeles Sheriff's Dept.,Biscailuz Recovery Center,2001,1,49,0,49,0,98
Los Angeles Sheriff's Dept.,Inmate Reception Center,2001,1,183,0,171,0,354
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,2001,1,1032,0,624,0,1656
Los Angeles Sheriff's Dept.,LA Men's Central Jail,2001,1,4272,0,1974,0,6246
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,2001,1,1990,0,1272,0,3262
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,2001,1,687,0,676,0,1363
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,2001,1,342,0,822,0,1164
Los Angeles Sheriff's Dept.,LA Pitchess South (No. Annex),2001,1,1,0,456,0,457
Los Angeles Sheriff's Dept.,LA Twin Towers Corr. Facility,2001,1,1368,1184,742,1022,4316
Los Angeles Sheriff's Dept.,Sybil Brand Institute,2001,1,0,0,0,0,0
Madera Corrections Dept.,Madera Adult Correctional Fac,2001,1,180,24,120,12,336
Marin Sheriff's Dept.,Marin County Jail,2001,1,210,38,30,9,287
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,2001,1,9.5,2.2,22.8,2.4,37
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,2001,1,130,19,92,17,258
Merced Sheriff's Dept.,John Latorraca Correctional Center,2001,1,211,30,147,18,406
Merced Sheriff's Dept.,Merced County Jail ,2001,1,123,0,22,0,145
Modoc Sheriff's Dept.,Modoc County Jail,2001,1,18,1,13,4,36
Mono Sheriff's Dept.,Mono County Jail ,2001,1,10,3,8,2,23
Monterey Sheriff's Dept.,Monterey County Jail ,2001,1,314,49,198,52,613
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,2001,1,118,0,211,0,329
Napa Corrections Dept.,Napa County Jail ,2001,1,38,7,148,26,219
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,2001,1,65,7,43,9,124
Oakland Police Dept.,Oakland Jail,2001,1,101,17,0,0,118
Orange Sheriff's Dept.,Intake Release Center ,2001,1,341,71,204,110,726
Orange Sheriff's Dept.,James A Musick Facilities,2001,1,113,20,601,75,809
Orange Sheriff's Dept.,Orange County Mens Jail ,2001,1,594,0,475,0,1069
Orange Sheriff's Dept.,Orange County Women's Jail,2001,1,0,143,0,209,352
Orange Sheriff's Dept.,Theo Lacy,2001,1,843,0,1023,0,1866
Placer Sheriff's Dept.,Placer County Main Jail ,2001,1,198,17,58,10,283
Placer Sheriff's Dept.,Placer County Minimum Security ,2001,1,9,5,98,21,133
Plumas Sheriff's Dept.,Plumas County Jail ,2001,1,18.26,4.77,20,6,49
Riverside Sheriff's Dept.,Blythe Jail ,2001,1,43,0,63,0,106
Riverside Sheriff's Dept.,Indio Jail ,2001,1,247,23,56,4,330
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,2001,1,135,55,257,94,541
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,2001,1,850,104,201,48,1203
Riverside Sheriff's Dept.,Southwest Detention Center,2001,1,374,4,229,0,607
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,2001,1,183,0,1027,0,1210
Sacramento Sheriff's Dept.,Rio Cosumnes- Womens Facility,2001,1,0,0,0,0,0
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,2001,1,1399,202,134,202,1937
San Benito Sheriff's Dept.,San Benito Adult Detention ,2001,1,47,6,35,2,90
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,2001,1,648,97,58,5,808
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,2001,1,131,21,716,183,1051
San Bernardino Sheriff's Dept.,West Valley Detention Center ,2001,1,2380,324,302,87,3093
San Diego Probation Dept.,Barrett Honor Camp / Barrett Juvenile ,2001,1,0,0,90,0,90
San Diego Probation Dept.,Camp West Fork ,2001,1,0,0,84,0,84
San Diego Sheriff's Dept.,Descanso Detention Facility,2001,1,3,0,190,0,193
San Diego Sheriff's Dept.,East Mesa Reentry Facility,2001,1,15,0,330,0,345
San Diego Sheriff's Dept.,George Bailey Detention Facility,2001,1,991,0,588,0,1579
San Diego Sheriff's Dept.,Las Colinas Womens Detention ,2001,1,0,314,0,264,578
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,2001,1,283,0,81,0,364
San Diego Sheriff's Dept.,Vista Facility ,2001,1,446,63,108,12,629
San Diego Work Furlough,Pacific Work Furlough Facility ,2001,1,0,0,0,0,0
San Francisco Sheriff's Dept.,San Francisco County Jail #2,2001,1,207,112,9,4,332
San Francisco Sheriff's Dept.,San Francisco County Jail #3,2001,1,293,49,8,1,351
San Francisco Sheriff's Dept.,San Francisco County Jail #3 ,2001,1,390,0,9,0,399
San Francisco Sheriff's Dept.,San Francisco County Jail #4,2001,1,291,40,13,2,346
San Francisco Sheriff's Dept.,San Francisco County Jail #6,2001,1,305,0,8,0,313
San Joaquin Sheriff's Dept.,San Joaquin County Honor Farm,2001,1,487,58,156,27,728
San Luis Obispo Sheriff's Dept.,San Luis Obispo County Jail ,2001,1,114,17,154,35,320
San Luis Obispo Sheriff's Dept.,San Luis Obispo Honor Farm ,2001,1,0,0,53,0,53
San Mateo Sheriff's Dept.,Maguire Correctional Facility,2001,1,475,0,359,0,834
San Mateo Sheriff's Dept.,Mens Corr. Ctr./Medium Sec. Fac. ,2001,1,0,0,109,0,109
San Mateo Sheriff's Dept.,Minimum Security Transitional Fac.,2001,1,0,0,0,17,17
San Mateo Sheriff's Dept.,Womens Correctional Center ,2001,1,0,40,0,59,99
Santa Ana Police Dept.,Santa Ana Police Facility,2001,1,268,21,30,0,319
Santa Barbara Sheriff's Dept.,Female Honor Farm,2001,1,0,3,0,12,15
Santa Barbara Sheriff's Dept.,Medium Security Facility,2001,1,51,0,103,0,154
Santa Barbara Sheriff's Dept.,Santa Barbara County Main Jail ,2001,1,349,58,220,33,660
Santa Barbara Sheriff's Dept.,Santa Barbara Work Furlough ,2001,1,0,0,8,1,9
Santa Barbara Sheriff's Dept.,Santa Maria Work Furlough ,2001,1,0,0,15,0,15
Santa Clara Corrections Dept.,Elmwood Complex - Men's facility,2001,1,1347,0,1212,0,2559
Santa Clara Corrections Dept.,Elmwood Complex - Women's Facility,2001,1,0,257,0,224,481
Santa Clara Corrections Dept.,Santa Clara County Main Jail ,2001,1,923,0,241,0,1164
Santa Clara Probation Dept.,Mtn. View Work Furlough Facility ,2001,1,0,0,198,0,198
Santa Cruz Sheriff's Dept.,Santa Cruz Blaine Womens Min,2001,1,0,0,0,29,29
Santa Cruz Sheriff's Dept.,Santa Cruz Main Jail,2001,1,235,33,67,21,356
Santa Cruz Sheriff's Dept.,Santa Cruz Medium Security,2001,1,0,0,79,0,79
