"function HelpWindow(page) { window.open(page,"","HEIGHT=225,WIDTH=300") }""unction HelpWindow(page) { ",,,,,,,,
Jurisdiction,Facility,Year,Month,Unsentenced males,Unsentenced females,Sentenced males,Sentenced females,Total facility ADP
Modoc Sheriff's Dept.,Modoc County Jail,2010,1,5,1,5,2,13
Mono Sheriff's Dept.,Mono County Jail ,2010,1,14,3,15,4,36
Monterey Sheriff's Dept.,Monterey County Jail ,2010,1,507,85,83,36,711
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,2010,1,121,0,207,0,328
Napa Corrections Dept.,Napa County Jail ,2010,1,135,20,65,13,233
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,2010,1,63,13,49,10,135
Orange Sheriff's Dept.,Intake Release Center ,2010,1,87,318,20,251,676
Orange Sheriff's Dept.,James A Musick Facilities,2010,1,159,33,214,58,464
Orange Sheriff's Dept.,Orange County Mens Jail ,2010,1,654,0,335,0,989
Orange Sheriff's Dept.,Orange County Women's Jail,2010,1,0,0,0,0,0
Orange Sheriff's Dept.,Theo Lacy,2010,1,1824,0,944,0,2768
Placer Sheriff's Dept.,Placer County Main Jail ,2010,1,304,41,55,10,410
Placer Sheriff's Dept.,Placer County Minimum Security ,2010,1,7,3,114,24,148
Plumas Sheriff's Dept.,Plumas County Jail ,2010,1,20,4,25,1,50
Riverside Sheriff's Dept.,Blythe Jail ,2010,1,71,0,20,0,91
Riverside Sheriff's Dept.,Indio Jail ,2010,1,250,39,29,19,337
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,2010,1,523,77,244,68,912
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,2010,1,667,114,103,22,906
Riverside Sheriff's Dept.,Southwest Detention Center,2010,1,904,4,175,1,1084
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,2010,1,543,0,1305,0,1848
Sacramento Sheriff's Dept.,Rio Cosumnes- Womens Facility,2010,1,0,5,0,195,200
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,2010,1,1706,227,147,22,2102
San Benito Sheriff's Dept.,San Benito Adult Detention ,2010,1,59,9,37,5,110
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,2010,1,817,179,47,10,1053
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,2010,1,226,79,575,202,1082
San Bernardino Sheriff's Dept.,San Bernardino High Desert Detention Center,2010,1,648,7,68,0,723
San Bernardino Sheriff's Dept.,West Valley Detention Center ,2010,1,2078,488,177,41,2784
San Diego Sheriff's Dept.,Descanso Detention Facility,2010,1,0,0,0,0,0
San Diego Sheriff's Dept.,East Mesa Reentry Facility,2010,1,129,0,319,0,448
San Diego Sheriff's Dept.,George Bailey Detention Facility,2010,1,1119,0,457,0,1576
San Diego Sheriff's Dept.,Las Colinas Womens Detention ,2010,1,0,374,0,230,604
San Diego Sheriff's Dept.,San Diego Central Detention ,2010,1,613,0,155,0,768
San Diego Sheriff's Dept.,San Diego Facility #8,2010,1,80,0,82,0,162
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,2010,1,297,0,97,0,394
San Diego Sheriff's Dept.,Vista Facility ,2010,1,135,14,502,44,695
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2010,1,0,1,165,23,189
San Francisco Sheriff's Dept.,San Francisco County Jail #2,2010,1,95,193,8,58,354
San Francisco Sheriff's Dept.,San Francisco County Jail #3,2010,1,341,0,45,0,386
San Francisco Sheriff's Dept.,San Francisco County Jail #4,2010,1,294,0,86,0,380
San Francisco Sheriff's Dept.,San Francisco County Jail #5,2010,1,611,0,132,0,743
San Francisco Sheriff's Dept.,San Francisco County Jail #6,2010,1,105,0,28,0,133
San Joaquin Sheriff's Dept.,John J. Zunino Facility,2010,1,694,104,155,19,972
San Joaquin Sheriff's Dept.,San Joaquin County Honor Farm,2010,1,26,6,278,69,379
San Luis Obispo Sheriff's Dept.,San Luis Obispo County Jail ,2010,1,239,31,138,31,439
San Luis Obispo Sheriff's Dept.,San Luis Obispo Honor Farm ,2010,1,0,0,46,0,46
San Mateo Sheriff's Dept.,Maguire Correctional Facility,2010,1,638,9,254,3,904
San Mateo Sheriff's Dept.,Minimum Security Transitional Fac.,2010,1,0,0,34,0,34
San Mateo Sheriff's Dept.,Womens Correctional Center ,2010,1,0,65,0,38,103
San Mateo Sheriff's Dept.,Womens Transitional Fac,2010,1,0,0,0,5,5
Santa Ana Police Dept.,Santa Ana Police Facility,2010,1,411,58,1,0,470
Santa Barbara Sheriff's Dept.,Medium Security Facility,2010,1,140,19,77,20,256
Santa Barbara Sheriff's Dept.,Santa Barbara County Main Jail ,2010,1,500,66,89,17,672
Santa Barbara Sheriff's Dept.,Santa Maria Branch Jail,2010,1,20,1,4,0,25
Santa Clara Corrections Dept.,Elmwood Complex - Men's facility,2010,1,1305,0,750,0,2055
Santa Clara Corrections Dept.,Elmwood Complex - Women's Facility,2010,1,0,350,0,152,502
Santa Clara Corrections Dept.,Santa Clara County Main Jail ,2010,1,1240,0,160,0,1400
Santa Cruz Sheriff's Dept.,Santa Cruz Blaine Womens Min,2010,1,0,0,0,14,14
Santa Cruz Sheriff's Dept.,Santa Cruz Main Jail,2010,1,206,26,112,16,360
Santa Cruz Sheriff's Dept.,Santa Cruz Medium Security,2010,1,0,0,77,0,77
Santa Cruz Sheriff's Dept.,Santa Cruz Rountree Lane Minimum ,2010,1,0,0,10,0,10
Shasta Sheriff's Dept.,Shasta County Main Jail ,2010,1,151,21,36,8,216
Sierra Sheriff's Dept.,Sierra County Jail ,2010,1,4,1,1,1,7
Siskiyou Sheriff's Dept.,Siskiyou County Jail ,2010,1,63,7,17,3,90
Solano Sheriff's Dept.,Claybank Facility ,2010,1,96,0,47,0,143
Solano Sheriff's Dept.,Solano County Justice Center ,2010,1,495,63,119,33,710
Sonoma Sheriff's Dept.,Sonoma Main Adult Detention,2010,1,412,55,188,39,694
Sonoma Sheriff's Dept.,Sonoma-North County Facility,2010,1,55,8,175,35,273
Stanislaus Sheriff's Dept.,Stanislaus Co. Public Safety Center,2010,1,326,106,82,88,602
Stanislaus Sheriff's Dept.,Stanislaus County Honor Farm ,2010,1,130,0,167,0,297
Stanislaus Sheriff's Dept.,Stanislaus County Jail ,2010,1,293,0,65,0,358
Sutter Sheriff's Dept.,Sutter County Jail ,2010,1,138,24,30,17,209
Tehama Sheriff's Dept.,Tehama County Jail ,2010,1,87,17,61,16,181
Trinity Sheriff's Dept.,Trinity Co. Detention Facility,2010,1,12,4,18,3,37
Tulare Sheriff's Dept.,Bob Wiley Detention Facility,2010,1,350,69,185,91,695
Tulare Sheriff's Dept.,Men's Correctional Facility,2010,1,58,0,244,0,302
Tulare Sheriff's Dept.,Pre-Trial Facility,2010,1,83,5,103,44,235
Tulare Sheriff's Dept.,Tulare County Jail ,2010,1,189,0,60,0,249
Tuolumne Sheriff's Dept.,Tuolumne County Jail ,2010,1,46,11,33,18,108
Ventura Sheriff's Dept.,Todd Road Jail,2010,1,514,0,204,0,718
Ventura Sheriff's Dept.,Ventura County Main Jail ,2010,1,392,119,152,86,749
Ventura Work Furlough,Ventura County Work Furlough ,2010,1,0,0,64,19,83
Yolo Sheriff's Dept.,Leinberger Center ,2010,1,66,0,52,0,118
Yolo Sheriff's Dept.,Monroe Detention Center ,2010,1,217,44,19,10,290
Yuba Sheriff's Dept.,Yuba County Jail ,2010,1,325,54,49,6,434
Alameda Sheriff's Dept.,Glen Dyer Jail,2010,2,724,6,86,0,816
Alameda Sheriff's Dept.,Santa Rita Jail,2010,2,2519,270,469,85,3343
Amador Sheriff's Dept.,Amador County Jail,2010,2,30,10,38,12,90
Butte Sheriff's Dept.,Butte County Jail,2010,2,378,43,103,26,550
Calaveras Sheriff's Dept.,Calaveras County Jail,2010,2,37,5,26,3,71
Colusa Sheriff's Dept.,Colusa County Jail,2010,2,24,3,9,0,36
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,2010,2,0,0,63,0,63
Contra Costa Sheriff's Dept.,Martinez Detention Facility,2010,2,576,11,56,0,643
Contra Costa Sheriff's Dept.,West County Detention Facility ,2010,2,425,136,110,38,709
Del Norte Sheriff's Dept.,Del Norte County Jail,2010,2,67,8,28,11,114
El Dorado Sheriff's Dept.,El Dorado County Jail,2010,2,91,16,106,27,240
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,2010,2,65,8,34,4,111
Fresno Sheriff's Dept.,Fresno County Main Jail,2010,2,827,15,106,4,952
Fresno Sheriff's Dept.,Fresno North Annex Jail,2010,2,607,0,171,0,778
Fresno Sheriff's Dept.,Fresno South Annex Jail,2010,2,132,144,28,41,345
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,2010,2,63,8,12,4,87
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,2010,2,247,42,86,16,391
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,2010,2,143,0,85,0,228
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,2010,2,158,29,51,21,259
Inyo Sheriff's Dept.,Inyo County Jail,2010,2,40,3,31,8,82
Kern Sheriff's Dept.,Central Receiving Facility,2010,2,92,21,25,6,144
Kern Sheriff's Dept.,Lerdo Maximum/Medium,2010,2,311,0,31,0,342
Kern Sheriff's Dept.,Lerdo Minimum,2010,2,293,25,287,65,670
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,2010,2,862,114,82,42,1100
Kings Sheriff's Dept.,Kings County Jail Facility,2010,2,188,30,105,27,350
Lake Sheriff's Dept.,Lake County Hill Road Facility ,2010,2,126,21,40,11,198
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,2010,2,22.3,5.6,28.95,9,66
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,2010,2,0,1183,0,668,1851
Los Angeles Sheriff's Dept.,LA Men's Central Jail,2010,2,2834,0,1418,0,4252
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,2010,2,2594,0,1087,0,3681
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,2010,2,1020,0,439,0,1459
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,2010,2,590,0,413,0,1003
Los Angeles Sheriff's Dept.,LA Pitchess South (No. Annex),2010,2,491,0,814,0,1305
Los Angeles Sheriff's Dept.,LA Twin Towers Corr. Facility,2010,2,2156,15,1020,4,3195
Madera Corrections Dept.,Madera Adult Correctional Fac,2010,2,229,32,78,15,354
Marin Sheriff's Dept.,Marin County Jail,2010,2,201,20,35,6,262
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,2010,2,20,1,22,2,45
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,2010,2,147,17,74,14,252
Merced Sheriff's Dept.,John Latorraca Correctional Center,2010,2,370,37,136,20,563
Merced Sheriff's Dept.,Merced County Jail ,2010,2,112,8,26,0,146
Modoc Sheriff's Dept.,Modoc County Jail,2010,2,7,1,3,1,12
Mono Sheriff's Dept.,Mono County Jail ,2010,2,11,2,13,4,30
Monterey Sheriff's Dept.,Monterey County Jail ,2010,2,544,80,68,27,719
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,2010,2,91,0,173,0,264
Napa Corrections Dept.,Napa County Jail ,2010,2,135,17,53,12,217
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,2010,2,66,12,41,13,132
Orange Sheriff's Dept.,Intake Release Center ,2010,2,89,287,47,223,646
Orange Sheriff's Dept.,James A Musick Facilities,2010,2,163,31,182,47,423
Orange Sheriff's Dept.,Orange County Mens Jail ,2010,2,633,0,370,0,1003
Orange Sheriff's Dept.,Orange County Women's Jail,2010,2,0,0,0,0,0
Orange Sheriff's Dept.,Theo Lacy,2010,2,1673,0,918,0,2591
Placer Sheriff's Dept.,Placer County Main Jail ,2010,2,302,41,55,10,408
Placer Sheriff's Dept.,Placer County Minimum Security ,2010,2,7,3,115,25,150
Plumas Sheriff's Dept.,Plumas County Jail ,2010,2,20,4,21,2,47
Riverside Sheriff's Dept.,Blythe Jail ,2010,2,71,0,17,0,88
Riverside Sheriff's Dept.,Indio Jail ,2010,2,249,40,29,15,333
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,2010,2,535,71,209,66,881
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,2010,2,725,120,107,22,974
Riverside Sheriff's Dept.,Southwest Detention Center,2010,2,801,3,153,0,957
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,2010,2,477,0,1109,0,1586
Sacramento Sheriff's Dept.,Rio Cosumnes- Womens Facility,2010,2,0,6,0,174,180
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,2010,2,1704,229,144,20,2097
San Benito Sheriff's Dept.,San Benito Adult Detention ,2010,2,51,8,34,4,97
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,2010,2,831,170,39,8,1048
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,2010,2,239,80,423,141,883
San Bernardino Sheriff's Dept.,San Bernardino High Desert Detention Center,2010,2,649,7,70,0,726
San Bernardino Sheriff's Dept.,West Valley Detention Center ,2010,2,2175,478,152,33,2838
San Diego Sheriff's Dept.,Descanso Detention Facility,2010,2,0,0,0,0,0
San Diego Sheriff's Dept.,East Mesa Reentry Facility,2010,2,144,0,244,0,388
San Diego Sheriff's Dept.,George Bailey Detention Facility,2010,2,1100,0,420,0,1520
San Diego Sheriff's Dept.,Las Colinas Womens Detention ,2010,2,0,375,0,198,573
San Diego Sheriff's Dept.,San Diego Central Detention ,2010,2,575,0,148,0,723
San Diego Sheriff's Dept.,San Diego Facility #8,2010,2,95,0,68,0,163
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,2010,2,290,0,93,0,383
San Diego Sheriff's Dept.,Vista Facility ,2010,2,518,48,108,10,684
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2010,2,0,1,149,49,199
San Francisco Sheriff's Dept.,San Francisco County Jail #2,2010,2,91,184,8,55,338
San Francisco Sheriff's Dept.,San Francisco County Jail #3,2010,2,327,0,43,0,370
San Francisco Sheriff's Dept.,San Francisco County Jail #4,2010,2,286,0,84,0,370
San Francisco Sheriff's Dept.,San Francisco County Jail #5,2010,2,602,0,130,0,732
San Francisco Sheriff's Dept.,San Francisco County Jail #6,2010,2,119,0,32,0,151
San Joaquin Sheriff's Dept.,John J. Zunino Facility,2010,2,676,93,161,20,950
San Joaquin Sheriff's Dept.,San Joaquin County Honor Farm,2010,2,28,6,282,61,377
San Luis Obispo Sheriff's Dept.,San Luis Obispo County Jail ,2010,2,228,29,143,27,427
San Luis Obispo Sheriff's Dept.,San Luis Obispo Honor Farm ,2010,2,0,0,40,0,40
San Mateo Sheriff's Dept.,Maguire Correctional Facility,2010,2,652,7,225,2,886
San Mateo Sheriff's Dept.,Minimum Security Transitional Fac.,2010,2,0,0,33,0,33
San Mateo Sheriff's Dept.,Womens Correctional Center ,2010,2,0,74,0,30,104
San Mateo Sheriff's Dept.,Womens Transitional Fac,2010,2,0,0,0,0,0
Santa Ana Police Dept.,Santa Ana Police Facility,2010,2,407,56,0,5,468
Santa Barbara Sheriff's Dept.,Medium Security Facility,2010,2,96,19,86,16,217
Santa Barbara Sheriff's Dept.,Santa Barbara County Main Jail ,2010,2,457,75,108,19,659
Santa Barbara Sheriff's Dept.,Santa Maria Branch Jail,2010,2,16,1,3,0,20
Santa Clara Corrections Dept.,Elmwood Complex - Men's facility,2010,2,1335,0,739,0,2074
Santa Clara Corrections Dept.,Elmwood Complex - Women's Facility,2010,2,0,363,0,154,517
Santa Clara Corrections Dept.,Santa Clara County Main Jail ,2010,2,1252,0,159,0,1411
Santa Cruz Sheriff's Dept.,Santa Cruz Blaine Womens Min,2010,2,0,0,0,17,17
Santa Cruz Sheriff's Dept.,Santa Cruz Main Jail,2010,2,211,29,100,12,352
Santa Cruz Sheriff's Dept.,Santa Cruz Medium Security,2010,2,0,0,78,0,78
Santa Cruz Sheriff's Dept.,Santa Cruz Rountree Lane Minimum ,2010,2,0,0,0,0,0
Shasta Sheriff's Dept.,Shasta County Main Jail ,2010,2,145,20,42,8,215
Sierra Sheriff's Dept.,Sierra County Jail ,2010,2,4,1,1,1,7
Siskiyou Sheriff's Dept.,Siskiyou County Jail ,2010,2,67,8,15,2,92
Solano Sheriff's Dept.,Claybank Facility ,2010,2,98,0,45,0,143
Solano Sheriff's Dept.,Solano County Justice Center ,2010,2,482,69,96,27,674
Sonoma Sheriff's Dept.,Sonoma Main Adult Detention,2010,2,425,53,183,37,698
Sonoma Sheriff's Dept.,Sonoma-North County Facility,2010,2,60,8,172,37,277
Stanislaus Sheriff's Dept.,Stanislaus Co. Public Safety Center,2010,2,342,95,66,70,573
Stanislaus Sheriff's Dept.,Stanislaus County Honor Farm ,2010,2,108,0,146,0,254
Stanislaus Sheriff's Dept.,Stanislaus County Jail ,2010,2,306,0,57,0,363
Sutter Sheriff's Dept.,Sutter County Jail ,2010,2,143,24,19,10,196
Tehama Sheriff's Dept.,Tehama County Jail ,2010,2,84,14,56,8,162
Trinity Sheriff's Dept.,Trinity Co. Detention Facility,2010,2,16,4,16,3,39
Tulare Sheriff's Dept.,Bob Wiley Detention Facility,2010,2,340,77,164,72,653
Tulare Sheriff's Dept.,Men's Correctional Facility,2010,2,55,0,195,0,250
Tulare Sheriff's Dept.,Pre-Trial Facility,2010,2,87,0,101,37,225
Tulare Sheriff's Dept.,Tulare County Jail ,2010,2,187,0,60,0,247
Tuolumne Sheriff's Dept.,Tuolumne County Jail ,2010,2,47,13,37,14,111
Ventura Sheriff's Dept.,Todd Road Jail,2010,2,496,0,193,0,689
Ventura Sheriff's Dept.,Ventura County Main Jail ,2010,2,367,129,142,72,710
Ventura Work Furlough,Ventura County Work Furlough ,2010,2,0,0,53,18,71
Yolo Sheriff's Dept.,Leinberger Center ,2010,2,56,0,38,0,94
Yolo Sheriff's Dept.,Monroe Detention Center ,2010,2,213,38,17,8,276
Yuba Sheriff's Dept.,Yuba County Jail ,2010,2,311,48,42,6,407
Alameda Sheriff's Dept.,Glen Dyer Jail,2010,3,720,7,90,0,817
Alameda Sheriff's Dept.,Santa Rita Jail,2010,3,2506,254,555,93,3408
Amador Sheriff's Dept.,Amador County Jail,2010,3,39,13,30,12,94
Butte Sheriff's Dept.,Butte County Jail,2010,3,360,50,111,26,547
Calaveras Sheriff's Dept.,Calaveras County Jail,2010,3,36,4,30,4,74
Colusa Sheriff's Dept.,Colusa County Jail,2010,3,32,4,7,2,45
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,2010,3,0,0,49,0,49
Contra Costa Sheriff's Dept.,Martinez Detention Facility,2010,3,554,16,68,1,639
Contra Costa Sheriff's Dept.,West County Detention Facility ,2010,3,364,132,141,50,687
Del Norte Sheriff's Dept.,Del Norte County Jail,2010,3,71,9,28,8,116
El Dorado Sheriff's Dept.,El Dorado County Jail,2010,3,79,19,93,20,211
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,2010,3,64,5,40,4,113
Fresno Sheriff's Dept.,Fresno County Main Jail,2010,3,836.7,14.3,110.4,3.6,965
Fresno Sheriff's Dept.,Fresno North Annex Jail,2010,3,663.4,4.7,179.6,0,848
Fresno Sheriff's Dept.,Fresno South Annex Jail,2010,3,168,154.7,73,48.5,444
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,2010,3,55,5,16,2,78
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,2010,3,257,36,89,22,404
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,2010,3,168,0,85,0,253
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,2010,3,130,22,75,16,243
Inyo Sheriff's Dept.,Inyo County Jail,2010,3,24,1,28,8,61
Kern Sheriff's Dept.,Central Receiving Facility,2010,3,94,28,24,5,151
Kern Sheriff's Dept.,Lerdo Maximum/Medium,2010,3,300,0,21,0,321
Kern Sheriff's Dept.,Lerdo Minimum,2010,3,338,33,253,57,681
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,2010,3,919,122,80,29,1150
Kings Sheriff's Dept.,Kings County Jail Facility,2010,3,181,24,105,28,338
Lake Sheriff's Dept.,Lake County Hill Road Facility ,2010,3,142,17,41,14,214
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,2010,3,27,6,16,3,52
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,2010,3,0,1197,0,689,1886
Los Angeles Sheriff's Dept.,LA Men's Central Jail,2010,3,2982,0,1443,0,4425
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,2010,3,2482,0,1311,0,3793
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,2010,3,1138,0,434,0,1572
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,2010,3,0,0,180,0,180
Los Angeles Sheriff's Dept.,LA Pitchess South (No. Annex),2010,3,480,0,834,0,1314
Los Angeles Sheriff's Dept.,LA Twin Towers Corr. Facility,2010,3,2259,19,939,5,3222
Madera Corrections Dept.,Madera Adult Correctional Fac,2010,3,216,36,68,11,331
Marin Sheriff's Dept.,Marin County Jail,2010,3,197,20,37,8,262
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,2010,3,17,1,22,0,40
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,2010,3,148,16,86,18,268
Merced Sheriff's Dept.,John Latorraca Correctional Center,2010,3,394,39,139,17,589
Merced Sheriff's Dept.,Merced County Jail ,2010,3,110,6,30,1,147
Modoc Sheriff's Dept.,Modoc County Jail,2010,3,7,1,6,1,15
Mono Sheriff's Dept.,Mono County Jail ,2010,3,9,1,16,3,29
Monterey Sheriff's Dept.,Monterey County Jail ,2010,3,514,74,69,23,680
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,2010,3,137,0,178,0,315
Napa Corrections Dept.,Napa County Jail ,2010,3,147,15,61,13,236
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,2010,3,58,13,42,13,126
Orange Sheriff's Dept.,Intake Release Center ,2010,3,114,283,44,217,658
Orange Sheriff's Dept.,James A Musick Facilities,2010,3,171,38,248,56,513
Orange Sheriff's Dept.,Orange County Mens Jail ,2010,3,598,0,325,0,923
Orange Sheriff's Dept.,Orange County Women's Jail,2010,3,0,0,0,0,0
Orange Sheriff's Dept.,Theo Lacy,2010,3,1682,0,910,0,2592
Placer Sheriff's Dept.,Placer County Main Jail ,2010,3,306,41,56,10,413
Placer Sheriff's Dept.,Placer County Minimum Security ,2010,3,7,3,114,24,148
Plumas Sheriff's Dept.,Plumas County Jail ,2010,3,22,5,13,2,42
Riverside Sheriff's Dept.,Blythe Jail ,2010,3,63,0,21,0,84
Riverside Sheriff's Dept.,Indio Jail ,2010,3,251,44,33,16,344
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,2010,3,531,68,227,69,895
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,2010,3,759,135,109,21,1024
Riverside Sheriff's Dept.,Southwest Detention Center,2010,3,810,4,174,0,988
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,2010,3,421,0,1170,0,1591
Sacramento Sheriff's Dept.,Rio Cosumnes- Womens Facility,2010,3,0,7,0,188,195
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,2010,3,1717,212,144,20,2093
San Benito Sheriff's Dept.,San Benito Adult Detention ,2010,3,66,14,35,5,120
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,2010,3,800,164,40,8,1012
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,2010,3,256,95,407,150,908
San Bernardino Sheriff's Dept.,San Bernardino High Desert Detention Center,2010,3,675,0,70,0,745
San Bernardino Sheriff's Dept.,West Valley Detention Center ,2010,3,2114,496,177,42,2829
San Diego Sheriff's Dept.,Descanso Detention Facility,2010,3,0,0,0,0,0
San Diego Sheriff's Dept.,East Mesa Reentry Facility,2010,3,132,0,247,0,379
San Diego Sheriff's Dept.,George Bailey Detention Facility,2010,3,1096,0,429,0,1525
San Diego Sheriff's Dept.,Las Colinas Womens Detention ,2010,3,0,370,0,223,593
San Diego Sheriff's Dept.,San Diego Central Detention ,2010,3,618,0,159,0,777
