"function HelpWindow(page) { window.open(page,"","HEIGHT=225,WIDTH=300") }""unction HelpWindow(page) { ",,,,,,,,
Jurisdiction,Facility,Year,Month,Unsentenced males,Unsentenced females,Sentenced males,Sentenced females,Total facility ADP
Alameda Sheriff's Dept.,Glen Dyer Jail,1996,2,431,1,90,0,522
Alameda Sheriff's Dept.,Santa Rita Jail,1996,2,2172,198,820,160,3350
Amador Sheriff's Dept.,Amador County Jail,1996,2,13.41,0.7,16.15,1.67,31.93
Butte Sheriff's Dept.,Butte County Jail,1996,2,206,26,148,24,404
Calaveras Sheriff's Dept.,Calaveras County Jail,1996,2,25,3.2,25.4,2.1,55.7
Colusa Sheriff's Dept.,Colusa County Jail,1996,2,35,2,33,3,73
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,1996,2,0,0,266,0,266
Contra Costa Sheriff's Dept.,Martinez Detention Facility,1996,2,464,0,188,0,652
Contra Costa Sheriff's Dept.,West County Detention Facility ,1996,2,357,0,242,0,599
Del Norte Sheriff's Dept.,Del Norte County Jail,1996,2,44,10,30,7,91
El Dorado Sheriff's Dept.,El Dorado County Jail,1996,2,50,8,99,15,172
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,1996,2,38,4,57,5,104
Fresno Sheriff's Dept.,Fresno County Main Jail,1996,2,636,171,71,57,935
Fresno Sheriff's Dept.,Fresno County Satellite Jail,1996,2,0,0,102,0,102
Fresno Sheriff's Dept.,Fresno North Annex Jail,1996,2,403,0,5,0,408
Fresno Sheriff's Dept.,Fresno South Annex Jail,1996,2,407,0,200,0,607
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,1996,2,36.34,5.13,25.83,6,73.3
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,1996,2,177,22,25,1,225
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,1996,2,173,0,86,0,259
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,1996,2,150,30,52,7,239
Inyo Sheriff's Dept.,Inyo County Jail,1996,2,20.4,2.3,31.7,4,58.4
Kern Sheriff's Dept.,Kern County- Female Minimum ,1996,2,0,0,0,95,95
Kern Sheriff's Dept.,Lerdo Maximum/Medium,1996,2,0,0,0,0,0
Kern Sheriff's Dept.,Lerdo Minimum,1996,2,360,0,529,0,889
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,1996,2,735,120,160,56,1071
Kings Sheriff's Dept.,Kings County Branch Jail ,1996,2,26,8,88,10,132
Kings Sheriff's Dept.,Kings County Main Jail,1996,2,135,9,42,8,194
Lake Sheriff's Dept.,Lake County Facility,1996,2,32,26,21,3,82
Lake Sheriff's Dept.,Lake County Hill Road Facility ,1996,2,32,0,62,0,94
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,1996,2,43,8,47,9,107
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,1996,2,759,0,548,0,1307
Los Angeles Sheriff's Dept.,LA Men's Central Jail,1996,2,4503,0,1557,0,6060
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,1996,2,2370,0,1112,0,3482
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,1996,2,1432,0,230,0,1662
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,1996,2,1241,0,298,0,1539
Los Angeles Sheriff's Dept.,LA Pitchess South (No. Annex),1996,2,677,0,905,0,1582
Los Angeles Sheriff's Dept.,Sybil Brand Institute,1996,2,0,1492,0,647,2139
Madera Corrections Dept.,Madera Adult Correctional Fac,1996,2,144.91,19.31,143.14,12.72,320.08
Marin Sheriff's Dept.,Marin County Jail,1996,2,182,25,42,5,254
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,1996,2,24.5,3.2,12.7,1.5,41.9
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,1996,2,100,8,74,11,193
Merced Sheriff's Dept.,John Latorraca Correctional Center,1996,2,164,28,136,34,362
Merced Sheriff's Dept.,Merced County Jail ,1996,2,140,0,17,0,157
Modoc Sheriff's Dept.,Modoc County Jail,1996,2,15,2,17,4,38
Mono Sheriff's Dept.,Mono County Jail ,1996,2,15.37,1.06,11.76,0.83,29.02
Monterey Sheriff's Dept.,Monterey County Jail ,1996,2,443,64,37,28,572
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,1996,2,182,0,255,0,437
Napa Corrections Dept.,Napa County Jail ,1996,2,110,7,90,11,218
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,1996,2,78,9,84,12,183
Orange Sheriff's Dept.,Intake Release Center ,1996,2,402,51,228,79,760
Orange Sheriff's Dept.,James A Musick Facilities,1996,2,137,18,884,88,1127
Orange Sheriff's Dept.,Orange County Mens Jail ,1996,2,678,0,559,0,1237
Orange Sheriff's Dept.,Orange County Women's Jail,1996,2,0,128,0,197,325
Orange Sheriff's Dept.,Theo Lacy,1996,2,645,0,859,0,1504
Placer Sheriff's Dept.,Placer County Main Jail ,1996,2,152,15,92,11,270
Placer Sheriff's Dept.,Placer County Minimum Security ,1996,2,2,1,113,28,144
Plumas Sheriff's Dept.,Plumas County Jail ,1996,2,17.31,2.96,26.96,5.55,52.78
Riverside Sheriff's Dept.,Blythe Jail ,1996,2,49,3,36,1,89
Riverside Sheriff's Dept.,Indio Jail ,1996,2,233,14,65,5,317
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,1996,2,86,45,298,53,482
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,1996,2,878,120,207,39,1244
Riverside Sheriff's Dept.,Southwest Detention Center,1996,2,297,1,148,0,446
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,1996,2,115,0,1060,0,1175
Sacramento Sheriff's Dept.,Rio Cosumnes- Womens Facility,1996,2,0,5,0,235,240
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,1996,2,1404,222,172,0,1798
San Benito Sheriff's Dept.,San Benito Adult Detention ,1996,2,42,4,52,5,103
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,1996,2,352,18,92,2,464
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,1996,2,0,28,662,89,779
San Bernardino Sheriff's Dept.,West Valley Detention Center ,1996,2,1938,212,344,74,2568
San Diego Probation Dept.,Barrett Honor Camp / Barrett Juvenile ,1996,2,0,0,199,0,199
San Diego Probation Dept.,Camp West Fork ,1996,2,0,0,211,0,211
San Diego Sheriff's Dept.,Descanso Detention Facility,1996,2,3,0,318,0,321
San Diego Sheriff's Dept.,East Mesa Reentry Facility,1996,2,5,0,511,0,516
San Diego Sheriff's Dept.,George Bailey Detention Facility,1996,2,1169,0,511,0,1680
San Diego Sheriff's Dept.,Las Colinas Womens Detention ,1996,2,0,275,0,241,516
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,1996,2,302,0,47,0,349
San Diego Sheriff's Dept.,Vista Facility ,1996,2,591,84,154,95,924
San Francisco Sheriff's Dept.,San Francisco County Jail #2,1996,2,141,111,81,66,399
San Francisco Sheriff's Dept.,San Francisco County Jail #3,1996,2,283,49,13,3,348
San Francisco Sheriff's Dept.,San Francisco County Jail #3 ,1996,2,508,d,28,d,536
San Francisco Sheriff's Dept.,San Francisco County Jail #4,1996,2,271,35,34,8,348
San Francisco Sheriff's Dept.,San Francisco County Jail #6,1996,2,110,d,223,d,333
San Joaquin Sheriff's Dept.,San Joaquin County Honor Farm,1996,2,481,63,132,19,695
San Luis Obispo Sheriff's Dept.,San Luis Obispo County Jail ,1996,2,107,10,180,28,325
San Luis Obispo Sheriff's Dept.,San Luis Obispo Honor Farm ,1996,2,0,0,62,0,62
San Mateo Sheriff's Dept.,Maguire Correctional Facility,1996,2,442,0,355,0,797
San Mateo Sheriff's Dept.,Mens Corr. Ctr./Medium Sec. Fac. ,1996,2,0,0,161,0,161
San Mateo Sheriff's Dept.,Minimum Security Transitional Fac.,1996,2,0,0,0,26,26
San Mateo Sheriff's Dept.,Womens Correctional Center ,1996,2,0,45,0,54,99
Santa Barbara Sheriff's Dept.,Female Honor Farm,1996,2,d,d,d,23,23
Santa Barbara Sheriff's Dept.,Medium Security Facility,1996,2,25,d,158,d,183
Santa Barbara Sheriff's Dept.,Santa Barbara County Main Jail ,1996,2,354,d,287,d,641
Santa Barbara Sheriff's Dept.,Santa Barbara Work Furlough ,1996,2,d,d,24,0,24
Santa Barbara Sheriff's Dept.,Santa Maria Work Furlough ,1996,2,d,d,11,d,11
Santa Clara Corrections Dept.,Elmwood Complex - Men's facility,1996,2,1133,0,1120,0,2253
Santa Clara Corrections Dept.,Elmwood Complex - Women's Facility,1996,2,0,268,0,220,488
Santa Clara Corrections Dept.,Santa Clara County Main Jail ,1996,2,1307,0,222,0,1529
Santa Clara Probation Dept.,Mtn. View Work Furlough Facility ,1996,2,0,0,258,0,258
Santa Cruz Sheriff's Dept.,Santa Cruz Blaine Womens Min,1996,2,0,0,0,17,17
Santa Cruz Sheriff's Dept.,Santa Cruz Main Jail,1996,2,200,11,116,16,343
Santa Cruz Sheriff's Dept.,Santa Cruz Medium Security,1996,2,0,0,0,0,0
Santa Cruz Sheriff's Dept.,Santa Cruz Rountree Lane Minimum ,1996,2,0,0,169,0,169
Scapular House,Scapular House ,1996,2,0,0,90,13,103
Shasta Sheriff's Dept.,Shasta County Detention Annex,1996,2,0,0,56,8,64
Shasta Sheriff's Dept.,Shasta County Main Jail ,1996,2,207,32,67,12,318
Siskiyou Sheriff's Dept.,Siskiyou County Jail ,1996,2,30,4,40,8,82
Solano Sheriff's Dept.,Claybank Facility ,1996,2,72,1,163,26,262
Solano Sheriff's Dept.,Solano County Justice Center ,1996,2,368,47,89,14,518
Sonoma Sheriff's Dept.,Sonoma Main Adult Detention,1996,2,261.4,9.4,100.7,3.6,375.1
Sonoma Sheriff's Dept.,Sonoma-North County Facility,1996,2,165.7,50.2,267.3,28.8,512
Stanislaus Sheriff's Dept.,Stanislaus Co. Public Safety Center,1996,2,88,58,82,69,297
Stanislaus Sheriff's Dept.,Stanislaus County Honor Farm ,1996,2,28,0,235,0,263
Stanislaus Sheriff's Dept.,Stanislaus County Jail ,1996,2,271,0,96,0,367
Sutter Sheriff's Dept.,Sutter County Jail ,1996,2,31,18,144,23,216
Tehama Sheriff's Dept.,Tehama County Jail ,1996,2,40,8,97,15,160
Trinity Sheriff's Dept.,Trinity Co. Detention Facility,1996,2,10,1,12,0,23
Tulare Sheriff's Dept.,Bob Wiley Detention Facility,1996,2,269,78,228,74,649
Tulare Sheriff's Dept.,Tulare Correctional Center ,1996,2,0,0,328,0,328
Tulare Sheriff's Dept.,Tulare County Jail ,1996,2,206,0,58,0,264
Tuolumne Sheriff's Dept.,Tuolumne County Jail ,1996,2,58,6,41,13,118
Ventura Sheriff's Dept.,Ventura County Branch- Medium,1996,2,88,0,374,0,462
Ventura Sheriff's Dept.,Ventura County Branch- Women ,1996,2,0,61,0,89,150
Ventura Sheriff's Dept.,Ventura County Main Jail ,1996,2,493,2,184,4,683
Ventura Sheriff's Dept.,Ventura County Ojai -Women,1996,2,0,0,139,0,139
Ventura Work Furlough,Ventura County Work Furlough ,1996,2,0,0,180,30,210
Yolo Sheriff's Dept.,Leinberger Center ,1996,2,53.9,22.3,53.9,3.1,133.2
Yolo Sheriff's Dept.,Monroe Detention Center ,1996,2,208.5,11,34.6,1,255.1
Yuba Sheriff's Dept.,Yuba County Jail ,1996,2,171,21,74,19,285
Alameda Sheriff's Dept.,Glen Dyer Jail,1996,3,300,1,71,1,373
Alameda Sheriff's Dept.,Santa Rita Jail,1996,3,2292,209,871,164,3536
Amador Sheriff's Dept.,Amador County Jail,1996,3,12.1,0.87,21.55,3.16,37.68
Butte Sheriff's Dept.,Butte County Jail,1996,3,207,28,159,24,418
Calaveras Sheriff's Dept.,Calaveras County Jail,1996,3,20,4.5,25.9,3.3,53.7
Colusa Sheriff's Dept.,Colusa County Jail,1996,3,24,2,33,7,66
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,1996,3,0,0,264,0,264
Contra Costa Sheriff's Dept.,Martinez Detention Facility,1996,3,467,0,215,0,682
Contra Costa Sheriff's Dept.,West County Detention Facility ,1996,3,347,0,237,0,584
Del Norte Sheriff's Dept.,Del Norte County Jail,1996,3,42,9,28,6,85
El Dorado Sheriff's Dept.,El Dorado County Jail,1996,3,45,4,92,13,154
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,1996,3,30,2,64,3,99
Fresno Sheriff's Dept.,Fresno County Main Jail,1996,3,623,147,96,71,937
Fresno Sheriff's Dept.,Fresno County Satellite Jail,1996,3,0,0,104,0,104
Fresno Sheriff's Dept.,Fresno North Annex Jail,1996,3,402,0,7,0,409
Fresno Sheriff's Dept.,Fresno South Annex Jail,1996,3,423,0,186,0,609
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,1996,3,33,3,28,6,70
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,1996,3,180,21,21,1,223
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,1996,3,188,0,99,0,287
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,1996,3,142,27,48,5,222
Inyo Sheriff's Dept.,Inyo County Jail,1996,3,20.4,2.3,28.9,3.3,54.9
Kern Sheriff's Dept.,Kern County- Female Minimum ,1996,3,0,0,0,95,95
Kern Sheriff's Dept.,Lerdo Maximum/Medium,1996,3,0,0,0,0,0
Kern Sheriff's Dept.,Lerdo Minimum,1996,3,340,0,532,0,872
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,1996,3,700,123,157,86,1066
Kings Sheriff's Dept.,Kings County Branch Jail ,1996,3,35,5,75,8,123
Kings Sheriff's Dept.,Kings County Main Jail,1996,3,128,11,47,11,197
Lake Sheriff's Dept.,Lake County Facility,1996,3,36,22,19,4,81
Lake Sheriff's Dept.,Lake County Hill Road Facility ,1996,3,32,0,64,0,96
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,1996,3,31,8,54,9,102
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,1996,3,847,0,628,0,1475
Los Angeles Sheriff's Dept.,LA Men's Central Jail,1996,3,4480,0,1622,0,6102
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,1996,3,2348,0,1189,0,3537
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,1996,3,1448,0,227,0,1675
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,1996,3,1314,0,280,0,1594
Los Angeles Sheriff's Dept.,LA Pitchess South (No. Annex),1996,3,761,0,791,0,1552
Los Angeles Sheriff's Dept.,Sybil Brand Institute,1996,3,0,1441,0,677,2118
Madera Corrections Dept.,Madera Adult Correctional Fac,1996,3,140.55,16.13,147.1,9.81,313.59
Marin Sheriff's Dept.,Marin County Jail,1996,3,176,26,53,5,260
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,1996,3,23.2,3.5,16.5,1.3,44.5
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,1996,3,108,10,75,16,209
Merced Sheriff's Dept.,John Latorraca Correctional Center,1996,3,167,32,135,30,364
Merced Sheriff's Dept.,Merced County Jail ,1996,3,130,0,15,0,145
Modoc Sheriff's Dept.,Modoc County Jail,1996,3,7,2,30,3,42
Mono Sheriff's Dept.,Mono County Jail ,1996,3,12.29,0.23,12.81,1.06,26.39
Monterey Sheriff's Dept.,Monterey County Jail ,1996,3,446,65,36,30,577
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,1996,3,180,0,272,0,452
Napa Corrections Dept.,Napa County Jail ,1996,3,100,10,95,14,219
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,1996,3,76,10,81,9,176
Orange Sheriff's Dept.,Intake Release Center ,1996,3,402,43,237,81,763
Orange Sheriff's Dept.,James A Musick Facilities,1996,3,117,16,866,97,1096
Orange Sheriff's Dept.,Orange County Mens Jail ,1996,3,676,0,554,0,1230
Orange Sheriff's Dept.,Orange County Women's Jail,1996,3,0,110,0,203,313
Orange Sheriff's Dept.,Theo Lacy,1996,3,611,0,901,0,1512
Placer Sheriff's Dept.,Placer County Main Jail ,1996,3,154,19,84,10,267
Placer Sheriff's Dept.,Placer County Minimum Security ,1996,3,3,2,109,25,139
Plumas Sheriff's Dept.,Plumas County Jail ,1996,3,15.29,1.41,29.78,5.32,51.8
Riverside Sheriff's Dept.,Blythe Jail ,1996,3,49,2,39,2,92
Riverside Sheriff's Dept.,Indio Jail ,1996,3,230,14,67,7,318
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,1996,3,71,48,314,58,491
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,1996,3,849,122,219,43,1233
