"function HelpWindow(page) { window.open(page,"","HEIGHT=225,WIDTH=300") }""unction HelpWindow(page) { ",,,,,,,,
Jurisdiction,Facility,Year,Month,Unsentenced males,Unsentenced females,Sentenced males,Sentenced females,Total facility ADP
Alameda Sheriff's Dept.,Community Re-Entry Center,2006,1,0,0,0,0,0
Alameda Sheriff's Dept.,Glen Dyer Jail,2006,1,241,10,25,0,276
Alameda Sheriff's Dept.,Santa Rita Jail,2006,1,2595,283,718,126,3722
Amador Sheriff's Dept.,Amador County Jail,2006,1,42,10,26,9,87
Butte Sheriff's Dept.,Butte County Jail,2006,1,274,51,197,36,558
Calaveras Sheriff's Dept.,Calaveras County Jail,2006,1,49,9,22,1,81
Colusa Sheriff's Dept.,Colusa County Jail,2006,1,14,4,12,4,34
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,2006,1,0,0,95,0,95
Contra Costa Sheriff's Dept.,Martinez Detention Facility,2006,1,392,3,264,2,661
Contra Costa Sheriff's Dept.,West County Detention Facility ,2006,1,489,137,191,53,870
Del Norte Sheriff's Dept.,Del Norte County Jail,2006,1,65,8,33,11,117
El Dorado Sheriff's Dept.,El Dorado County Jail,2006,1,111,12,70,21,214
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,2006,1,47,6,63,19,135
Fresno Sheriff's Dept.,Fresno County Main Jail,2006,1,767,0,148,0,915
Fresno Sheriff's Dept.,Fresno County Satellite Jail,2006,1,0,0,201,0,201
Fresno Sheriff's Dept.,Fresno North Annex Jail,2006,1,1051,0,258,0,1309
Fresno Sheriff's Dept.,Fresno South Annex Jail,2006,1,186,279,30,106,601
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,2006,1,83,17,27,8,135
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,2006,1,199,35,113,20,367
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,2006,1,70,0,126,0,196
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,2006,1,111,49,95,31,286
Inyo Sheriff's Dept.,Inyo County Jail,2006,1,32,6,41,8,87
Kern Sheriff's Dept.,Central Receiving Facility,2006,1,110,34,24,8,176
Kern Sheriff's Dept.,Lerdo Maximum/Medium,2006,1,76,0,17,0,93
Kern Sheriff's Dept.,Lerdo Minimum,2006,1,420,24,342,69,855
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,2006,1,758,148,140,62,1108
Kings Sheriff's Dept.,Kings County Branch Jail ,2006,1,81,14,55,21,171
Kings Sheriff's Dept.,Kings County Main Jail,2006,1,64,3,66,8,141
Lake Sheriff's Dept.,Lake County Hill Road Facility ,2006,1,145,25,89,16,275
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,2006,1,48,8,27,8,91
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,2006,1,95,0,135,0,230
Los Angeles Sheriff's Dept.,LA Men's Central Jail,2006,1,4436,0,1532,0,5968
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,2006,1,2860,0,850,0,3710
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,2006,1,1326,0,335,0,1661
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,2006,1,1544,0,906,0,2450
