"function HelpWindow(page) { window.open(page,"","HEIGHT=225,WIDTH=300") }""unction HelpWindow(page) { ",,,,,,,,
Jurisdiction,Facility,Year,Month,Unsentenced males,Unsentenced females,Sentenced males,Sentenced females,Total facility ADP
Lake Sheriff's Dept.,Lake County Facility,1998,1,0,0,0,0,0
Lake Sheriff's Dept.,Lake County Hill Road Facility ,1998,1,78,10,89,18,195
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,1998,1,44,8,32,19,103
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,1998,1,0,897,853,0,1750
Los Angeles Sheriff's Dept.,LA Men's Central Jail,1998,1,4224,0,2398,0,6622
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,1998,1,1386,0,2157,0,3543
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,1998,1,1438,792,2459,1230,5919
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,1998,1,1219,0,273,0,1492
Los Angeles Sheriff's Dept.,LA Pitchess South (No. Annex),1998,1,721,0,943,0,1664
Los Angeles Sheriff's Dept.,Sybil Brand Institute,1998,1,25,11,6,2,44
Madera Corrections Dept.,Madera Adult Correctional Fac,1998,1,116.58,12.94,145.61,13.52,288.65
Marin Sheriff's Dept.,Marin County Jail,1998,1,195,18,47,10,270
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,1998,1,31.7,2,19,0.2,52.9
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,1998,1,120,17,97,12,246
Merced Sheriff's Dept.,John Latorraca Correctional Center,1998,1,175,28,123,30,356
Merced Sheriff's Dept.,Merced County Jail ,1998,1,135,0,33,0,168
Modoc Sheriff's Dept.,Modoc County Jail,1998,1,14,1,19,3,37
Mono Sheriff's Dept.,Mono County Jail ,1998,1,7.65,0.35,14.32,1.65,23.97
Monterey Sheriff's Dept.,Monterey County Jail ,1998,1,458,68,96,57,679
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,1998,1,144,0,231,0,375
Napa Corrections Dept.,Napa County Jail ,1998,1,112,13,74,10,209
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,1998,1,74,12,51,10,147
Orange Sheriff's Dept.,Intake Release Center ,1998,1,429,62,234,103,828
Orange Sheriff's Dept.,James A Musick Facilities,1998,1,83,18,782,144,1027
Orange Sheriff's Dept.,Orange County Mens Jail ,1998,1,732,0,611,0,1343
Orange Sheriff's Dept.,Orange County Women's Jail,1998,1,0,133,0,206,339
Orange Sheriff's Dept.,Theo Lacy,1998,1,715,0,1004,0,1719
Placer Sheriff's Dept.,Placer County Main Jail ,1998,1,186,19,85,6,296
Placer Sheriff's Dept.,Placer County Minimum Security ,1998,1,9,5,117,27,158
Plumas Sheriff's Dept.,Plumas County Jail ,1998,1,20.81,1.29,21.48,1.94,45.52
Riverside Sheriff's Dept.,Blythe Jail ,1998,1,47,1,40,0,88
Riverside Sheriff's Dept.,Indio Jail ,1998,1,247,17,67,1,332
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,1998,1,133,49,274,71,527
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,1998,1,876,120,217,41,1254
Riverside Sheriff's Dept.,Southwest Detention Center,1998,1,386,9,112,0,507
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,1998,1,175,0,1096,0,1271
Sacramento Sheriff's Dept.,Rio Cosumnes- Womens Facility,1998,1,0,7,0,246,253
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,1998,1,1539,287,120,0,1946
San Benito Sheriff's Dept.,San Benito Adult Detention ,1998,1,39,5,55,5,104
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,1998,1,721,128,62,4,915
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,1998,1,0,0,726,140,866
San Bernardino Sheriff's Dept.,West Valley Detention Center ,1998,1,2270,297,265,63,2895
San Diego Probation Dept.,Barrett Honor Camp / Barrett Juvenile ,1998,1,0,0,125,0,125
San Diego Probation Dept.,Camp West Fork ,1998,1,0,0,211,0,211
San Diego Sheriff's Dept.,Descanso Detention Facility,1998,1,50,0,309,0,359
San Diego Sheriff's Dept.,East Mesa Reentry Facility,1998,1,0,0,497,0,497
San Diego Sheriff's Dept.,George Bailey Detention Facility,1998,1,962,0,706,0,1668
San Diego Sheriff's Dept.,Las Colinas Womens Detention ,1998,1,0,354,0,370,724
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,1998,1,343,0,73,0,416
San Diego Sheriff's Dept.,Vista Facility ,1998,1,615,58,174,20,867
San Diego Work Furlough,Pacific Work Furlough Facility ,1998,1,5.13,0,52.81,12.65,70.59
San Francisco Sheriff's Dept.,San Francisco County Jail #2,1998,1,198,0,138,0,336
San Francisco Sheriff's Dept.,San Francisco County Jail #3,1998,1,228,30,48,9,315
San Francisco Sheriff's Dept.,San Francisco County Jail #3 ,1998,1,248,24,63,13,348
San Francisco Sheriff's Dept.,San Francisco County Jail #4,1998,1,203,86,77,53,419
San Francisco Sheriff's Dept.,San Francisco County Jail #6,1998,1,361,0,145,0,506
San Joaquin Sheriff's Dept.,San Joaquin County Honor Farm,1998,1,477,62,135,36,710
San Luis Obispo Sheriff's Dept.,San Luis Obispo County Jail ,1998,1,140,26,148,29,343
San Luis Obispo Sheriff's Dept.,San Luis Obispo Honor Farm ,1998,1,0,0,58,0,58
San Mateo Sheriff's Dept.,Maguire Correctional Facility,1998,1,306,0,459,0,765
San Mateo Sheriff's Dept.,Mens Corr. Ctr./Medium Sec. Fac. ,1998,1,0,0,209,0,209
San Mateo Sheriff's Dept.,Minimum Security Transitional Fac.,1998,1,0,0,0,25,25
San Mateo Sheriff's Dept.,Womens Correctional Center ,1998,1,0,43,0,71,114
Santa Ana Police Dept.,Santa Ana Police Facility,1998,1,336,50,0,0,386
Santa Barbara Sheriff's Dept.,Female Honor Farm,1998,1,0,0,0,26,26
Santa Barbara Sheriff's Dept.,Medium Security Facility,1998,1,25,0,164,0,189
Santa Barbara Sheriff's Dept.,Santa Barbara County Main Jail ,1998,1,333,55,285,40,713
Santa Barbara Sheriff's Dept.,Santa Barbara Work Furlough ,1998,1,0,0,10,0,10
Santa Barbara Sheriff's Dept.,Santa Maria Work Furlough ,1998,1,0,0,17,0,17
Santa Clara Corrections Dept.,Elmwood Complex - Men's facility,1998,1,2677,0,1503,0,4180
Santa Clara Corrections Dept.,Elmwood Complex - Women's Facility,1998,1,0,288,0,228,516
Santa Clara Corrections Dept.,Santa Clara County Main Jail ,1998,1,0,0,0,0,0
Santa Clara Probation Dept.,Mtn. View Work Furlough Facility ,1998,1,0,0,228,0,228
Santa Cruz Sheriff's Dept.,Santa Cruz Blaine Womens Min,1998,1,0,0,0,33,33
Santa Cruz Sheriff's Dept.,Santa Cruz Main Jail,1998,1,195,23,163,15,396
Santa Cruz Sheriff's Dept.,Santa Cruz Medium Security,1998,1,0,0,47,0,47
Santa Cruz Sheriff's Dept.,Santa Cruz Rountree Lane Minimum ,1998,1,0,0,176,0,176
Scapular House,Scapular House ,1998,1,0,0,222,12,234
Shasta Sheriff's Dept.,Shasta County Detention Annex,1998,1,0,0,0,0,0
Shasta Sheriff's Dept.,Shasta County Main Jail ,1998,1,185.9,38,105.8,18.4,348.1
Sierra Sheriff's Dept.,Sierra County Jail ,1998,1,9,0,9,0,18
Siskiyou Sheriff's Dept.,Siskiyou County Jail ,1998,1,41,8,25,10,84
Solano Sheriff's Dept.,Claybank Facility ,1998,1,82,2,218,45,347
Solano Sheriff's Dept.,Solano County Justice Center ,1998,1,360,55,107,17,539
Sonoma Sheriff's Dept.,Sonoma Main Adult Detention,1998,1,400,68,107,9,584
Sonoma Sheriff's Dept.,Sonoma-North County Facility,1998,1,47,10,281,53,391
Stanislaus Sheriff's Dept.,Stanislaus Co. Public Safety Center,1998,1,155,60,93,93,401
Stanislaus Sheriff's Dept.,Stanislaus County Honor Farm ,1998,1,82,0,222,0,304
Stanislaus Sheriff's Dept.,Stanislaus County Jail ,1998,1,254,0,120,0,374
Sutter Sheriff's Dept.,Sutter County Jail ,1998,1,117,17,76,29,239
Tehama Sheriff's Dept.,Tehama County Jail ,1998,1,0,0,155,38,193
Trinity Sheriff's Dept.,Trinity Co. Detention Facility,1998,1,25,3,16,2,46
Tulare Sheriff's Dept.,Bob Wiley Detention Facility,1998,1,321,84,153,62,620
Tulare Sheriff's Dept.,Tulare Correctional Center ,1998,1,0,0,382,0,382
Tulare Sheriff's Dept.,Tulare County Jail ,1998,1,222,0,30,0,252
Tuolumne Sheriff's Dept.,Tuolumne County Jail ,1998,1,36,9,60,12,117
Ventura Sheriff's Dept.,Ventura County Branch- Medium,1998,1,255,0,245,0,500
Ventura Sheriff's Dept.,Ventura County Branch- Women ,1998,1,0,81,0,86,167
Ventura Sheriff's Dept.,Ventura County Main Jail ,1998,1,376,11,182,7,576
Ventura Sheriff's Dept.,Ventura County Ojai -Women,1998,1,1,0,119,0,120
Ventura Work Furlough,Ventura County Work Furlough ,1998,1,0,0,124,36,160
Yolo Sheriff's Dept.,Leinberger Center ,1998,1,72,15,38,13,138
Yolo Sheriff's Dept.,Monroe Detention Center ,1998,1,164,29,30,3,226
Yuba Sheriff's Dept.,Yuba County Jail ,1998,1,224,30,70,12,336
Alameda Sheriff's Dept.,Glen Dyer Jail,1998,2,594,68,85,6,753
Alameda Sheriff's Dept.,Santa Rita Jail,1998,2,2115,202,993,207,3517
Amador Sheriff's Dept.,Amador County Jail,1998,2,18.53,3.42,21.75,6.03,49.73
Butte Sheriff's Dept.,Butte County Jail,1998,2,217,30,127,28,402
Calaveras Sheriff's Dept.,Calaveras County Jail,1998,2,16.3,3.6,28.8,3,51.7
Colusa Sheriff's Dept.,Colusa County Jail,1998,2,29,2,34,2,67
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,1998,2,0,231,0,0,231
Contra Costa Sheriff's Dept.,Martinez Detention Facility,1998,2,473,60,144,19,696
Contra Costa Sheriff's Dept.,West County Detention Facility ,1998,2,235,75,220,50,580
Del Norte Sheriff's Dept.,Del Norte County Jail,1998,2,74.74,8,32.03,3.42,118.19
El Dorado Sheriff's Dept.,El Dorado County Jail,1998,2,82,9,109,18,218
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,1998,2,38,9,59,4,110
Fresno Sheriff's Dept.,Fresno County Main Jail,1998,2,679,197,96,41,1013
Fresno Sheriff's Dept.,Fresno County Satellite Jail,1998,2,0,0,118,0,118
Fresno Sheriff's Dept.,Fresno North Annex Jail,1998,2,414,0,3,0,417
Fresno Sheriff's Dept.,Fresno South Annex Jail,1998,2,466,0,169,0,635
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,1998,2,52,10,21,4,87
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,1998,2,274,30,27,5,336
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,1998,2,91.75,91.75,91.75,91.75,367
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,1998,2,69.25,69.25,69.25,69.25,277
Inyo Sheriff's Dept.,Inyo County Jail,1998,2,23.4,5.4,40.4,7.4,76.6
Kern Sheriff's Dept.,Kern County- Female Minimum ,1998,2,0,0,0,95,95
Kern Sheriff's Dept.,Lerdo Maximum/Medium,1998,2,0,0,0,0,0
Kern Sheriff's Dept.,Lerdo Minimum,1998,2,599,0,270,0,869
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,1998,2,677,188,154,27,1046
Kings Sheriff's Dept.,Kings County Branch Jail ,1998,2,61,11,75,22,169
Kings Sheriff's Dept.,Kings County Main Jail,1998,2,92,12,60,14,178
Lake Sheriff's Dept.,Lake County Facility,1998,2,0,0,0,0,0
Lake Sheriff's Dept.,Lake County Hill Road Facility ,1998,2,76,7,95,17,195
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,1998,2,53,10,31,17,111
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,1998,2,882,0,864,0,1746
Los Angeles Sheriff's Dept.,LA Men's Central Jail,1998,2,4331,0,2446,0,6777
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,1998,2,1371,0,2195,0,3566
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,1998,2,1736,1241,2120,1206,6303
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,1998,2,997,0,344,0,1341
Los Angeles Sheriff's Dept.,LA Pitchess South (No. Annex),1998,2,782,876,0,0,1658
Los Angeles Sheriff's Dept.,Sybil Brand Institute,1998,2,16,4,6,2,28
Madera Corrections Dept.,Madera Adult Correctional Fac,1998,2,141.04,16.07,135.57,8.71,301.39
Marin Sheriff's Dept.,Marin County Jail,1998,2,204,25,49,9,287
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,1998,2,24.8,4.9,24.9,0.4,55
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,1998,2,118,15,93,19,245
Merced Sheriff's Dept.,John Latorraca Correctional Center,1998,2,153,25,148,34,360
Merced Sheriff's Dept.,Merced County Jail ,1998,2,131,0,35,0,166
Modoc Sheriff's Dept.,Modoc County Jail,1998,2,14,1,19,3,37
Mono Sheriff's Dept.,Mono County Jail ,1998,2,5.54,0.25,12.39,1.32,19.5
Monterey Sheriff's Dept.,Monterey County Jail ,1998,2,457,65,97,50,669
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,1998,2,128,0,224,0,352
Napa Corrections Dept.,Napa County Jail ,1998,2,110,13,74,10,207
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,1998,2,73,13,53,11,150
Orange Sheriff's Dept.,Intake Release Center ,1998,2,423,67,219,93,802
Orange Sheriff's Dept.,James A Musick Facilities,1998,2,97,16,778,146,1037
Orange Sheriff's Dept.,Orange County Mens Jail ,1998,2,740,0,559,0,1299
Orange Sheriff's Dept.,Orange County Women's Jail,1998,2,0,145,0,191,336
Orange Sheriff's Dept.,Theo Lacy,1998,2,679,0,989,0,1668
Placer Sheriff's Dept.,Placer County Main Jail ,1998,2,204,19,74,7,304
Placer Sheriff's Dept.,Placer County Minimum Security ,1998,2,5,5,119,25,154
Plumas Sheriff's Dept.,Plumas County Jail ,1998,2,20.04,1.32,24.5,3.04,48.9
Riverside Sheriff's Dept.,Blythe Jail ,1998,2,52,4,45,0,101
Riverside Sheriff's Dept.,Indio Jail ,1998,2,263,16,70,1,350
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,1998,2,190,55,298,70,613
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,1998,2,869,132,219,52,1272
Riverside Sheriff's Dept.,Southwest Detention Center,1998,2,399,10,105,0,514
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,1998,2,203,0,1158,0,1361
Sacramento Sheriff's Dept.,Rio Cosumnes- Womens Facility,1998,2,0,4,0,251,255
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,1998,2,1541,324,120,0,1985
San Benito Sheriff's Dept.,San Benito Adult Detention ,1998,2,42,5,55,3,105
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,1998,2,741,133,62,5,941
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,1998,2,0,0,810,157,967
San Bernardino Sheriff's Dept.,West Valley Detention Center ,1998,2,2372,314,293,65,3044
San Diego Probation Dept.,Barrett Honor Camp / Barrett Juvenile ,1998,2,0,0,124,0,124
San Diego Probation Dept.,Camp West Fork ,1998,2,0,0,226,0,226
San Diego Sheriff's Dept.,Descanso Detention Facility,1998,2,54,0,348,0,402
San Diego Sheriff's Dept.,East Mesa Reentry Facility,1998,2,45,0,407,0,452
San Diego Sheriff's Dept.,George Bailey Detention Facility,1998,2,967,0,736,0,1703
San Diego Sheriff's Dept.,Las Colinas Womens Detention ,1998,2,0,351,0,390,741
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,1998,2,354,0,65,0,419
San Diego Sheriff's Dept.,Vista Facility ,1998,2,599,63,219,15,896
San Diego Work Furlough,Pacific Work Furlough Facility ,1998,2,4.25,0,54.71,13.36,72.32
San Francisco Sheriff's Dept.,San Francisco County Jail #2,1998,2,188,0,144,0,332
San Francisco Sheriff's Dept.,San Francisco County Jail #3,1998,2,210,31,36,7,284
San Francisco Sheriff's Dept.,San Francisco County Jail #3 ,1998,2,234,21,67,18,340
San Francisco Sheriff's Dept.,San Francisco County Jail #4,1998,2,209,82,68,59,418
San Francisco Sheriff's Dept.,San Francisco County Jail #6,1998,2,344,0,154,0,498
San Joaquin Sheriff's Dept.,San Joaquin County Honor Farm,1998,2,482,57,140,34,713
San Luis Obispo Sheriff's Dept.,San Luis Obispo County Jail ,1998,2,136,26,158,35,355
San Luis Obispo Sheriff's Dept.,San Luis Obispo Honor Farm ,1998,2,0,0,59,0,59
San Mateo Sheriff's Dept.,Maguire Correctional Facility,1998,2,309,0,464,0,773
San Mateo Sheriff's Dept.,Mens Corr. Ctr./Medium Sec. Fac. ,1998,2,0,0,195,0,195
San Mateo Sheriff's Dept.,Minimum Security Transitional Fac.,1998,2,0,0,0,26,26
San Mateo Sheriff's Dept.,Womens Correctional Center ,1998,2,0,45,0,74,119
Santa Ana Police Dept.,Santa Ana Police Facility,1998,2,343,61,0,0,404
Santa Barbara Sheriff's Dept.,Female Honor Farm,1998,2,0,0,0,28,28
Santa Barbara Sheriff's Dept.,Medium Security Facility,1998,2,26,0,172,0,198
Santa Barbara Sheriff's Dept.,Santa Barbara County Main Jail ,1998,2,359,59,291,36,745
Santa Barbara Sheriff's Dept.,Santa Barbara Work Furlough ,1998,2,0,0,12,0,12
Santa Barbara Sheriff's Dept.,Santa Maria Work Furlough ,1998,2,0,0,16,0,16
Santa Clara Corrections Dept.,Elmwood Complex - Men's facility,1998,2,2530,0,1640,0,4170
Santa Clara Corrections Dept.,Elmwood Complex - Women's Facility,1998,2,0,257,0,260,517
Santa Clara Corrections Dept.,Santa Clara County Main Jail ,1998,2,0,0,0,0,0
Santa Clara Probation Dept.,Mtn. View Work Furlough Facility ,1998,2,0,0,256,0,256
Santa Cruz Sheriff's Dept.,Santa Cruz Blaine Womens Min,1998,2,0,0,0,32,32
Santa Cruz Sheriff's Dept.,Santa Cruz Main Jail,1998,2,196,24,161,13,394
Santa Cruz Sheriff's Dept.,Santa Cruz Medium Security,1998,2,0,0,47,0,47
Santa Cruz Sheriff's Dept.,Santa Cruz Rountree Lane Minimum ,1998,2,0,0,181,0,181
Scapular House,Scapular House ,1998,2,0,0,207,11,218
Shasta Sheriff's Dept.,Shasta County Detention Annex,1998,2,0,0,0,0,0
Shasta Sheriff's Dept.,Shasta County Main Jail ,1998,2,195,35,101.8,21.7,353.5
Sierra Sheriff's Dept.,Sierra County Jail ,1998,2,2.3,0,0,0,2.3
Siskiyou Sheriff's Dept.,Siskiyou County Jail ,1998,2,45,10,28,5,88
Solano Sheriff's Dept.,Claybank Facility ,1998,2,82,1,210,43,336
Solano Sheriff's Dept.,Solano County Justice Center ,1998,2,384,58,100,17,559
Sonoma Sheriff's Dept.,Sonoma Main Adult Detention,1998,2,405,69,107,13,594
Sonoma Sheriff's Dept.,Sonoma-North County Facility,1998,2,56,10,279,63,408
Stanislaus Sheriff's Dept.,Stanislaus Co. Public Safety Center,1998,2,152,59,100,98,409
Stanislaus Sheriff's Dept.,Stanislaus County Honor Farm ,1998,2,94,0,217,0,311
Stanislaus Sheriff's Dept.,Stanislaus County Jail ,1998,2,253,0,120,0,373
Sutter Sheriff's Dept.,Sutter County Jail ,1998,2,120,17,71,29,237
Tehama Sheriff's Dept.,Tehama County Jail ,1998,2,0,0,162,46,208
Trinity Sheriff's Dept.,Trinity Co. Detention Facility,1998,2,24,4,16,4,48
Tulare Sheriff's Dept.,Bob Wiley Detention Facility,1998,2,358,76,144,64,642
Tulare Sheriff's Dept.,Tulare Correctional Center ,1998,2,0,0,388,0,388
Tulare Sheriff's Dept.,Tulare County Jail ,1998,2,225,0,31,0,256
Tuolumne Sheriff's Dept.,Tuolumne County Jail ,1998,2,35,7,57,16,115
Ventura Sheriff's Dept.,Ventura County Branch- Medium,1998,2,226,0,281,0,507
Ventura Sheriff's Dept.,Ventura County Branch- Women ,1998,2,0,63,0,92,155
Ventura Sheriff's Dept.,Ventura County Main Jail ,1998,2,366,10,170,9,555
Ventura Sheriff's Dept.,Ventura County Ojai -Women,1998,2,1,0,128,0,129
Ventura Work Furlough,Ventura County Work Furlough ,1998,2,0,0,143,34,177
Yolo Sheriff's Dept.,Leinberger Center ,1998,2,70,15,42,9,136
Yolo Sheriff's Dept.,Monroe Detention Center ,1998,2,172,27,33,4,236
Yuba Sheriff's Dept.,Yuba County Jail ,1998,2,229,23,72,9,333
Alameda Sheriff's Dept.,Glen Dyer Jail,1998,3,586,64,87,10,747
Alameda Sheriff's Dept.,Santa Rita Jail,1998,3,2053,195,1033,237,3518
Amador Sheriff's Dept.,Amador County Jail,1998,3,20.7,3.03,26.7,7.8,58.23
Butte Sheriff's Dept.,Butte County Jail,1998,3,240,35,139,27,441
Calaveras Sheriff's Dept.,Calaveras County Jail,1998,3,18.9,3.2,29.6,3.3,55
Colusa Sheriff's Dept.,Colusa County Jail,1998,3,38,2,36,2,78
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,1998,3,0,0,219,0,219
Contra Costa Sheriff's Dept.,Martinez Detention Facility,1998,3,492,76,160,25,753
Contra Costa Sheriff's Dept.,West County Detention Facility ,1998,3,328,75,208,47,658
Del Norte Sheriff's Dept.,Del Norte County Jail,1998,3,69.47,11.08,29.77,4.75,115.07
El Dorado Sheriff's Dept.,El Dorado County Jail,1998,3,83,7,114,18,222
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,1998,3,51,6,47,2,106
Fresno Sheriff's Dept.,Fresno County Main Jail,1998,3,682,195,92,42,1011
Fresno Sheriff's Dept.,Fresno County Satellite Jail,1998,3,0,0,119,0,119
Fresno Sheriff's Dept.,Fresno North Annex Jail,1998,3,413,0,4,0,417
Fresno Sheriff's Dept.,Fresno South Annex Jail,1998,3,476,0,163,0,639
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,1998,3,63,9,21,6,99
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,1998,3,285,29,17,1,332
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,1998,3,86.75,86.75,86.75,86.75,347
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,1998,3,63.25,63.25,63.25,63.25,253
Inyo Sheriff's Dept.,Inyo County Jail,1998,3,26.9,3.5,35.5,8,73.9
Kern Sheriff's Dept.,Kern County- Female Minimum ,1998,3,0,0,0,95,95
Kern Sheriff's Dept.,Lerdo Maximum/Medium,1998,3,0,0,0,0,0
Kern Sheriff's Dept.,Lerdo Minimum,1998,3,607,0,275,0,882
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,1998,3,680,190,159,32,1061
Kings Sheriff's Dept.,Kings County Branch Jail ,1998,3,37,3,90,23,153
Kings Sheriff's Dept.,Kings County Main Jail,1998,3,55,10,99,13,177
Lake Sheriff's Dept.,Lake County Facility,1998,3,0,0,0,0,0
Lake Sheriff's Dept.,Lake County Hill Road Facility ,1998,3,85,10,91,14,200
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,1998,3,47,12,36,14,109
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,1998,3,794,0,928,0,1722
Los Angeles Sheriff's Dept.,LA Men's Central Jail,1998,3,4314,0,2474,0,6788
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,1998,3,1495,0,2124,0,3619
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,1998,3,1975,1246,2269,1329,6819
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,1998,3,1061,0,231,0,1292
Los Angeles Sheriff's Dept.,LA Pitchess South (No. Annex),1998,3,514,0,1144,0,1658
Los Angeles Sheriff's Dept.,Sybil Brand Institute,1998,3,20,4,8,2,34
Madera Corrections Dept.,Madera Adult Correctional Fac,1998,3,138.13,15.19,138.87,14.29,306.48
Marin Sheriff's Dept.,Marin County Jail,1998,3,197,30,51,8,286
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,1998,3,24.7,4.4,21.9,2.7,53.7
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,1998,3,137,14,85,17,253
Merced Sheriff's Dept.,John Latorraca Correctional Center,1998,3,150,25,152,33,360
Merced Sheriff's Dept.,Merced County Jail ,1998,3,126,0,33,0,159
Modoc Sheriff's Dept.,Modoc County Jail,1998,3,13,12,20,4,49
Mono Sheriff's Dept.,Mono County Jail ,1998,3,10.49,1.45,9.02,3.56,24.52
Monterey Sheriff's Dept.,Monterey County Jail ,1998,3,490,80,81,44,695
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,1998,3,144,0,219,0,363
Napa Corrections Dept.,Napa County Jail ,1998,3,105,10,74,10,199
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,1998,3,75,11,47,16,149
Orange Sheriff's Dept.,Intake Release Center ,1998,3,415,79,233,106,833
Orange Sheriff's Dept.,James A Musick Facilities,1998,3,93,14,869,154,1130
Orange Sheriff's Dept.,Orange County Mens Jail ,1998,3,764,0,533,0,1297
