"function HelpWindow(page) { window.open(page,"","HEIGHT=225,WIDTH=300") }""unction HelpWindow(page) { ",,,,,,,,
Jurisdiction,Facility,Year,Month,Unsentenced males,Unsentenced females,Sentenced males,Sentenced females,Total facility ADP
Los Angeles Sheriff's Dept.,LA Pitchess South (No. Annex),1999,1,1002,0,586,0,1588
Los Angeles Sheriff's Dept.,Sybil Brand Institute,1999,1,22,4,9,1,36
Madera Corrections Dept.,Madera Adult Correctional Fac,1999,1,83.26,13.68,128.26,10.8,236
Marin Sheriff's Dept.,Marin County Jail,1999,1,188,32,46,10,276
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,1999,1,24.7,2.8,13.3,2.5,43.3
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,1999,1,108,13,73,11,205
Merced Sheriff's Dept.,John Latorraca Correctional Center,1999,1,134,24,180,25,363
Merced Sheriff's Dept.,Merced County Jail ,1999,1,129,0,26,0,155
Modoc Sheriff's Dept.,Modoc County Jail,1999,1,14,3,15,4,36
Mono Sheriff's Dept.,Mono County Jail ,1999,1,6.71,0.32,14.13,1.68,22.84
Monterey Sheriff's Dept.,Monterey County Jail ,1999,1,437,72,91,47,647
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,1999,1,122,0,220,0,342
Napa Corrections Dept.,Napa County Jail ,1999,1,115,11,55,6,187
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,1999,1,77,10,36,5,128
Orange Sheriff's Dept.,Intake Release Center ,1999,1,396,66,238,111,811
Orange Sheriff's Dept.,James A Musick Facilities,1999,1,145,19,601,116,881
Orange Sheriff's Dept.,Orange County Mens Jail ,1999,1,759,0,585,0,1344
Orange Sheriff's Dept.,Orange County Women's Jail,1999,1,0,134,0,215,349
Orange Sheriff's Dept.,Theo Lacy,1999,1,674,0,1027,0,1701
Placer Sheriff's Dept.,Placer County Main Jail ,1999,1,158,14,46,8,226
Placer Sheriff's Dept.,Placer County Minimum Security ,1999,1,10,6,114,25,155
Plumas Sheriff's Dept.,Plumas County Jail ,1999,1,19.23,3.61,29,2.39,54.23
Riverside Sheriff's Dept.,Blythe Jail ,1999,1,31,2,49,2,84
Riverside Sheriff's Dept.,Indio Jail ,1999,1,245,20,41,1,307
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,1999,1,145,52,228,54,479
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,1999,1,830,112,217,45,1204
Riverside Sheriff's Dept.,Southwest Detention Center,1999,1,373,8,100,0,481
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,1999,1,109,0,1056,0,1165
Sacramento Sheriff's Dept.,Rio Cosumnes- Womens Facility,1999,1,0,4,0,247,251
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,1999,1,1367,264,120,0,1751
San Benito Sheriff's Dept.,San Benito Adult Detention ,1999,1,36,5,48,6,95
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,1999,1,622,116,65,6,809
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,1999,1,108,29,735,133,1005
San Bernardino Sheriff's Dept.,West Valley Detention Center ,1999,1,2330,304,259,70,2963
San Diego Probation Dept.,Barrett Honor Camp / Barrett Juvenile ,1999,1,0,0,112,0,112
San Diego Probation Dept.,Camp West Fork ,1999,1,0,0,167,0,167
San Diego Sheriff's Dept.,Descanso Detention Facility,1999,1,80,0,265,0,345
San Diego Sheriff's Dept.,East Mesa Reentry Facility,1999,1,0,0,448,0,448
San Diego Sheriff's Dept.,George Bailey Detention Facility,1999,1,1007,0,586,0,1593
San Diego Sheriff's Dept.,Las Colinas Womens Detention ,1999,1,0,327,0,303,630
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,1999,1,322,0,65,0,387
San Diego Sheriff's Dept.,Vista Facility ,1999,1,522,62,159,15,758
San Diego Work Furlough,Pacific Work Furlough Facility ,1999,1,2,1,64.48,29.48,96.96
San Francisco Sheriff's Dept.,San Francisco County Jail #2,1999,1,218,0,121,0,339
San Francisco Sheriff's Dept.,San Francisco County Jail #3,1999,1,248,32,57,15,352
San Francisco Sheriff's Dept.,San Francisco County Jail #3 ,1999,1,379,0,160,0,539
San Francisco Sheriff's Dept.,San Francisco County Jail #4,1999,1,214,79,80,59,432
San Francisco Sheriff's Dept.,San Francisco County Jail #6,1999,1,280,28,62,14,384
San Joaquin Sheriff's Dept.,San Joaquin County Honor Farm,1999,1,443,70,155,28,696
San Luis Obispo Sheriff's Dept.,San Luis Obispo County Jail ,1999,1,109,12,172,26,319
San Luis Obispo Sheriff's Dept.,San Luis Obispo Honor Farm ,1999,1,0,0,51,0,51
San Mateo Sheriff's Dept.,Maguire Correctional Facility,1999,1,510,0,369,0,879
San Mateo Sheriff's Dept.,Mens Corr. Ctr./Medium Sec. Fac. ,1999,1,0,0,205,0,205
San Mateo Sheriff's Dept.,Minimum Security Transitional Fac.,1999,1,0,0,0,21,21
San Mateo Sheriff's Dept.,Womens Correctional Center ,1999,1,0,44,0,67,111
Santa Ana Police Dept.,Santa Ana Police Facility,1999,1,335,51,6,1,393
Santa Barbara Sheriff's Dept.,Female Honor Farm,1999,1,0,0,0,26,26
Santa Barbara Sheriff's Dept.,Medium Security Facility,1999,1,35,0,141,0,176
Santa Barbara Sheriff's Dept.,Santa Barbara County Main Jail ,1999,1,344,33,251,65,693
Santa Barbara Sheriff's Dept.,Santa Barbara Work Furlough ,1999,1,0,0,17,0,17
Santa Barbara Sheriff's Dept.,Santa Maria Work Furlough ,1999,1,0,0,15,0,15
Santa Clara Corrections Dept.,Elmwood Complex - Men's facility,1999,1,1215,0,1338,0,2553
Santa Clara Corrections Dept.,Elmwood Complex - Women's Facility,1999,1,0,234,0,240,474
Santa Clara Corrections Dept.,Santa Clara County Main Jail ,1999,1,1078,0,209,0,1287
Santa Clara Probation Dept.,Mtn. View Work Furlough Facility ,1999,1,0,0,193,0,193
Santa Cruz Sheriff's Dept.,Santa Cruz Blaine Womens Min,1999,1,0,0,0,32,32
Santa Cruz Sheriff's Dept.,Santa Cruz Main Jail,1999,1,191,21,94,12,318
Santa Cruz Sheriff's Dept.,Santa Cruz Medium Security,1999,1,0,0,50,0,50
Santa Cruz Sheriff's Dept.,Santa Cruz Rountree Lane Minimum ,1999,1,0,0,180,0,180
Scapular House,Scapular House ,1999,1,0,0,185,11,196
Shasta Sheriff's Dept.,Shasta County Detention Annex,1999,1,0,0,0,0,0
Shasta Sheriff's Dept.,Shasta County Main Jail ,1999,1,188.2,29.1,100.7,19.1,337.1
Sierra Sheriff's Dept.,Sierra County Jail ,1999,1,1.66,0,0.74,0,2.4
Siskiyou Sheriff's Dept.,Siskiyou County Jail ,1999,1,40,10,33,4,87
Solano Sheriff's Dept.,Claybank Facility ,1999,1,21,0,149,0,170
Solano Sheriff's Dept.,Solano County Justice Center ,1999,1,395,59,111,32,597
Sonoma Sheriff's Dept.,Sonoma Main Adult Detention,1999,1,376,61,134,9,580
Sonoma Sheriff's Dept.,Sonoma-North County Facility,1999,1,105,3,325,53,486
Stanislaus Sheriff's Dept.,Stanislaus Co. Public Safety Center,1999,1,165,56,131,87,439
Stanislaus Sheriff's Dept.,Stanislaus County Honor Farm ,1999,1,8,0,205,0,213
Stanislaus Sheriff's Dept.,Stanislaus County Jail ,1999,1,280,0,81,0,361
Sutter Sheriff's Dept.,Sutter County Jail ,1999,1,94,15,85,17,211
Tehama Sheriff's Dept.,Tehama County Jail ,1999,1,0,0,176,21,197
Trinity Sheriff's Dept.,Trinity Co. Detention Facility,1999,1,15,3,27,4,49
Tulare Sheriff's Dept.,Bob Wiley Detention Facility,1999,1,269,61,182,82,594
Tulare Sheriff's Dept.,Tulare Correctional Center ,1999,1,0,0,300,0,300
Tulare Sheriff's Dept.,Tulare County Jail ,1999,1,220,0,27,0,247
Tuolumne Sheriff's Dept.,Tuolumne County Jail ,1999,1,40,9,49,10,108
Ventura Sheriff's Dept.,Ventura County Branch- Medium,1999,1,236,0,263,0,499
Ventura Sheriff's Dept.,Ventura County Branch- Women ,1999,1,0,62,0,82,144
Ventura Sheriff's Dept.,Ventura County Main Jail ,1999,1,439,11,192,3,645
Ventura Sheriff's Dept.,Ventura County Ojai -Women,1999,1,0,0,111,0,111
Ventura Work Furlough,Ventura County Work Furlough ,1999,1,0,0,108,35,143
Yolo Sheriff's Dept.,Leinberger Center ,1999,1,64,11,42,12,129
Yolo Sheriff's Dept.,Monroe Detention Center ,1999,1,190,43,27,3,263
Yuba Sheriff's Dept.,Yuba County Jail ,1999,1,190,20,46,5,261
Alameda Sheriff's Dept.,Glen Dyer Jail,1999,2,538,67,65,4,674
Alameda Sheriff's Dept.,Santa Rita Jail,1999,2,2274,197,844,178,3493
Amador Sheriff's Dept.,Amador County Jail,1999,2,17.72,3.5,34.4,3.11,58.73
Butte Sheriff's Dept.,Butte County Jail,1999,2,255,37,113,33,438
Calaveras Sheriff's Dept.,Calaveras County Jail,1999,2,14.5,2.1,34.9,2.1,53.6
Colusa Sheriff's Dept.,Colusa County Jail,1999,2,29,3,40,2,74
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,1999,2,208,0,0,0,208
Contra Costa Sheriff's Dept.,Martinez Detention Facility,1999,2,412,54,88,12,566
Contra Costa Sheriff's Dept.,West County Detention Facility ,1999,2,414,76,169,31,690
Del Norte Sheriff's Dept.,Del Norte County Jail,1999,2,31,4,28,11,74
El Dorado Sheriff's Dept.,El Dorado County Jail,1999,2,77,15,127,11,230
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,1999,2,27,4,25,2,58
Fresno Sheriff's Dept.,Fresno County Main Jail,1999,2,651,192,120,46,1009
Fresno Sheriff's Dept.,Fresno County Satellite Jail,1999,2,0,0,200,0,200
Fresno Sheriff's Dept.,Fresno North Annex Jail,1999,2,376,0,36,0,412
Fresno Sheriff's Dept.,Fresno South Annex Jail,1999,2,520,0,100,0,620
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,1999,2,43,20,22,2,87
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,1999,2,200,27,73,17,317
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,1999,2,80.5,80.5,80.5,80.5,322
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,1999,2,60.5,60.5,60.5,60.5,242
Inyo Sheriff's Dept.,Inyo County Jail,1999,2,19.5,6.3,41.2,10.7,77.7
Kern Sheriff's Dept.,Kern County- Female Minimum ,1999,2,0,0,0,95,95
Kern Sheriff's Dept.,Lerdo Maximum/Medium,1999,2,110,42,9,3,164
Kern Sheriff's Dept.,Lerdo Minimum,1999,2,278,0,592,0,870
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,1999,2,590,142,154,48,934
Kings Sheriff's Dept.,Kings County Branch Jail ,1999,2,30,2,101,10,143
Kings Sheriff's Dept.,Kings County Main Jail,1999,2,34,5,109,17,165
Lake Sheriff's Dept.,Lake County Facility,1999,2,0,0,0,0,0
Lake Sheriff's Dept.,Lake County Hill Road Facility ,1999,2,70,10,82,20,182
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,1999,2,44,9,47,14,114
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,1999,2,1067,0,734,0,1801
Los Angeles Sheriff's Dept.,LA Men's Central Jail,1999,2,3818,0,2362,0,6180
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,1999,2,1169,0,2199,0,3368
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,1999,2,2160,1159,1554,1281,6154
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,1999,2,1157,0,249,0,1406
Los Angeles Sheriff's Dept.,LA Pitchess South (No. Annex),1999,2,1069,0,547,0,1616
Los Angeles Sheriff's Dept.,Sybil Brand Institute,1999,2,22,4,9,2,37
Madera Corrections Dept.,Madera Adult Correctional Fac,1999,2,98.79,15.04,108.35,8.57,230.75
Marin Sheriff's Dept.,Marin County Jail,1999,2,183,28,47,19,277
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,1999,2,28.6,2.1,16.6,3.6,50.9
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,1999,2,101,9,71,11,192
Merced Sheriff's Dept.,John Latorraca Correctional Center,1999,2,122,0,33,0,155
Merced Sheriff's Dept.,Merced County Jail ,1999,2,122,23,183,30,358
Modoc Sheriff's Dept.,Modoc County Jail,1999,2,14,2,16,2,34
Mono Sheriff's Dept.,Mono County Jail ,1999,2,9.14,0.43,14.68,2.75,27
Monterey Sheriff's Dept.,Monterey County Jail ,1999,2,437,72,91,47,647
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,1999,2,122,0,220,0,342
Napa Corrections Dept.,Napa County Jail ,1999,2,118,16,45,5,184
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,1999,2,79,12,45,9,145
Orange Sheriff's Dept.,Intake Release Center ,1999,2,371,61,239,117,788
Orange Sheriff's Dept.,James A Musick Facilities,1999,2,137,26,680,134,977
Orange Sheriff's Dept.,Orange County Mens Jail ,1999,2,719,0,569,0,1288
Orange Sheriff's Dept.,Orange County Women's Jail,1999,2,0,120,0,215,335
Orange Sheriff's Dept.,Theo Lacy,1999,2,623,0,937,0,1560
Placer Sheriff's Dept.,Placer County Main Jail ,1999,2,153,13,45,8,219
Placer Sheriff's Dept.,Placer County Minimum Security ,1999,2,10,6,113,25,154
Plumas Sheriff's Dept.,Plumas County Jail ,1999,2,21.46,3,26.43,2.25,53.14
Riverside Sheriff's Dept.,Blythe Jail ,1999,2,33,1,51,2,87
Riverside Sheriff's Dept.,Indio Jail ,1999,2,248,19,56,1,324
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,1999,2,159,70,243,52,524
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,1999,2,870,114,206,43,1233
Riverside Sheriff's Dept.,Southwest Detention Center,1999,2,389,8,105,0,502
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,1999,2,82,0,1102,0,1184
Sacramento Sheriff's Dept.,Rio Cosumnes- Womens Facility,1999,2,0,3,0,250,253
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,1999,2,1450,288,129,0,1867
San Benito Sheriff's Dept.,San Benito Adult Detention ,1999,2,36,4,41,4,85
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,1999,2,634,106,63,4,807
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,1999,2,111,22,761,155,1049
San Bernardino Sheriff's Dept.,West Valley Detention Center ,1999,2,2296,328,265,66,2955
San Diego Probation Dept.,Barrett Honor Camp / Barrett Juvenile ,1999,2,0,0,110,0,110
San Diego Probation Dept.,Camp West Fork ,1999,2,0,0,186,0,186
San Diego Sheriff's Dept.,Descanso Detention Facility,1999,2,80,0,265,0,345
San Diego Sheriff's Dept.,East Mesa Reentry Facility,1999,2,0,0,448,0,448
San Diego Sheriff's Dept.,George Bailey Detention Facility,1999,2,1007,0,586,0,1593
San Diego Sheriff's Dept.,Las Colinas Womens Detention ,1999,2,0,327,0,303,630
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,1999,2,322,0,65,0,387
San Diego Sheriff's Dept.,Vista Facility ,1999,2,522,62,159,15,758
San Diego Work Furlough,Pacific Work Furlough Facility ,1999,2,1.21,1.96,66.79,37.68,107.64
San Francisco Sheriff's Dept.,San Francisco County Jail #2,1999,2,215,0,127,0,342
San Francisco Sheriff's Dept.,San Francisco County Jail #3,1999,2,271,29,56,12,368
San Francisco Sheriff's Dept.,San Francisco County Jail #3 ,1999,2,387,0,161,0,548
San Francisco Sheriff's Dept.,San Francisco County Jail #4,1999,2,232,69,75,51,427
San Francisco Sheriff's Dept.,San Francisco County Jail #6,1999,2,282,22,67,17,388
San Joaquin Sheriff's Dept.,San Joaquin County Honor Farm,1999,2,430,65,180,35,710
San Luis Obispo Sheriff's Dept.,San Luis Obispo County Jail ,1999,2,111,13,168,34,326
San Luis Obispo Sheriff's Dept.,San Luis Obispo Honor Farm ,1999,2,0,0,51,0,51
San Mateo Sheriff's Dept.,Maguire Correctional Facility,1999,2,511,0,386,0,897
San Mateo Sheriff's Dept.,Mens Corr. Ctr./Medium Sec. Fac. ,1999,2,0,0,200,0,200
San Mateo Sheriff's Dept.,Minimum Security Transitional Fac.,1999,2,0,0,0,25,25
San Mateo Sheriff's Dept.,Womens Correctional Center ,1999,2,0,50,0,75,125
Santa Ana Police Dept.,Santa Ana Police Facility,1999,2,325,39,5,1,370
Santa Barbara Sheriff's Dept.,Female Honor Farm,1999,2,0,1,0,26,27
Santa Barbara Sheriff's Dept.,Medium Security Facility,1999,2,35,0,157,0,192
Santa Barbara Sheriff's Dept.,Santa Barbara County Main Jail ,1999,2,341,66,271,32,710
Santa Barbara Sheriff's Dept.,Santa Barbara Work Furlough ,1999,2,0,0,14,4,18
Santa Barbara Sheriff's Dept.,Santa Maria Work Furlough ,1999,2,0,0,20,0,20
Santa Clara Corrections Dept.,Elmwood Complex - Men's facility,1999,2,1209,0,1464,0,2673
Santa Clara Corrections Dept.,Elmwood Complex - Women's Facility,1999,2,0,229,0,255,484
Santa Clara Corrections Dept.,Santa Clara County Main Jail ,1999,2,1077,0,235,0,1312
Santa Clara Probation Dept.,Mtn. View Work Furlough Facility ,1999,2,0,0,220,0,220
Santa Cruz Sheriff's Dept.,Santa Cruz Blaine Womens Min,1999,2,0,0,0,33,33
Santa Cruz Sheriff's Dept.,Santa Cruz Main Jail,1999,2,216,24,95,14,349
Santa Cruz Sheriff's Dept.,Santa Cruz Medium Security,1999,2,0,0,53,0,53
Santa Cruz Sheriff's Dept.,Santa Cruz Rountree Lane Minimum ,1999,2,0,0,174,0,174
Scapular House,Scapular House ,1999,2,0,0,213,32,245
Shasta Sheriff's Dept.,Shasta County Detention Annex,1999,2,0,0,0,0,0
Shasta Sheriff's Dept.,Shasta County Main Jail ,1999,2,171.4,29.9,116.7,17.8,335.8
Sierra Sheriff's Dept.,Sierra County Jail ,1999,2,0.46,0.07,0.75,0,1.28
Siskiyou Sheriff's Dept.,Siskiyou County Jail ,1999,2,39,10,32,3,84
Solano Sheriff's Dept.,Claybank Facility ,1999,2,1,0,155,0,156
Solano Sheriff's Dept.,Solano County Justice Center ,1999,2,432,77,102,27,638
Sonoma Sheriff's Dept.,Sonoma Main Adult Detention,1999,2,391,71,138,11,611
Sonoma Sheriff's Dept.,Sonoma-North County Facility,1999,2,115,2,330,58,505
Stanislaus Sheriff's Dept.,Stanislaus Co. Public Safety Center,1999,2,153,57,142,87,439
Stanislaus Sheriff's Dept.,Stanislaus County Honor Farm ,1999,2,14,0,214,0,228
Stanislaus Sheriff's Dept.,Stanislaus County Jail ,1999,2,265,0,97,0,362
Sutter Sheriff's Dept.,Sutter County Jail ,1999,2,98,20,77,10,205
Tehama Sheriff's Dept.,Tehama County Jail ,1999,2,0,0,180,20,200
Trinity Sheriff's Dept.,Trinity Co. Detention Facility,1999,2,14,4,21,5,44
Tulare Sheriff's Dept.,Bob Wiley Detention Facility,1999,2,273,62,177,82,594
Tulare Sheriff's Dept.,Tulare Correctional Center ,1999,2,0,0,301,0,301
Tulare Sheriff's Dept.,Tulare County Jail ,1999,2,217,0,29,0,246
Tuolumne Sheriff's Dept.,Tuolumne County Jail ,1999,2,34,7,64,12,117
Ventura Sheriff's Dept.,Ventura County Branch- Medium,1999,2,229,0,280,0,509
Ventura Sheriff's Dept.,Ventura County Branch- Women ,1999,2,0,68,0,75,143
Ventura Sheriff's Dept.,Ventura County Main Jail ,1999,2,459,11,192,7,669
Ventura Sheriff's Dept.,Ventura County Ojai -Women,1999,2,0,0,115,0,115
Ventura Work Furlough,Ventura County Work Furlough ,1999,2,0,0,110,32,142
Yolo Sheriff's Dept.,Leinberger Center ,1999,2,55,12,52,13,132
Yolo Sheriff's Dept.,Monroe Detention Center ,1999,2,190,40,31,5,266
Yuba Sheriff's Dept.,Yuba County Jail ,1999,2,241,33,37,6,317
Alameda Sheriff's Dept.,Glen Dyer Jail,1999,3,557,26,107,0,690
Alameda Sheriff's Dept.,Santa Rita Jail,1999,3,2241,231,957,191,3620
Amador Sheriff's Dept.,Amador County Jail,1999,3,21.49,3.26,26.71,1.04,52.5
Butte Sheriff's Dept.,Butte County Jail,1999,3,245,36,123,27,431
Calaveras Sheriff's Dept.,Calaveras County Jail,1999,3,13.8,1.2,33.5,3.8,52.3
Colusa Sheriff's Dept.,Colusa County Jail,1999,3,25,2,38,4,69
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,1999,3,218,0,0,0,218
Contra Costa Sheriff's Dept.,Martinez Detention Facility,1999,3,443,48,113,12,616
Contra Costa Sheriff's Dept.,West County Detention Facility ,1999,3,464,86,177,33,760
Del Norte Sheriff's Dept.,Del Norte County Jail,1999,3,41,11,25,8,85
El Dorado Sheriff's Dept.,El Dorado County Jail,1999,3,68,5,126,10,209
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,1999,3,48,4,30,9,91
Fresno Sheriff's Dept.,Fresno County Main Jail,1999,3,669,193,117,48,1027
Fresno Sheriff's Dept.,Fresno County Satellite Jail,1999,3,0,0,200,0,200
Fresno Sheriff's Dept.,Fresno North Annex Jail,1999,3,385,0,33,0,418
Fresno Sheriff's Dept.,Fresno South Annex Jail,1999,3,499,0,96,0,595
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,1999,3,45,19,20,3,87
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,1999,3,183,24,79,13,299
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,1999,3,79.5,79.5,79.5,79.5,318
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,1999,3,58,58,58,58,232
Inyo Sheriff's Dept.,Inyo County Jail,1999,3,21.7,4.2,38.4,12.6,76.9
Kern Sheriff's Dept.,Kern County- Female Minimum ,1999,3,0,0,0,94,94
Kern Sheriff's Dept.,Lerdo Maximum/Medium,1999,3,103,32,4,2,141
Kern Sheriff's Dept.,Lerdo Minimum,1999,3,268,0,579,0,847
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,1999,3,560,140,141,41,882
Kings Sheriff's Dept.,Kings County Branch Jail ,1999,3,33,4,93,15,145
Kings Sheriff's Dept.,Kings County Main Jail,1999,3,59,0,104,18,181
Lake Sheriff's Dept.,Lake County Facility,1999,3,0,0,0,0,0
Lake Sheriff's Dept.,Lake County Hill Road Facility ,1999,3,80,9,72,18,179
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,1999,3,53,10,51,14,128
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,1999,3,1026,0,780,0,1806
Los Angeles Sheriff's Dept.,LA Men's Central Jail,1999,3,3713,0,2364,0,6077
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,1999,3,1242,0,2110,0,3352
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,1999,3,2190,1177,1549,1265,6181
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,1999,3,936,0,454,0,1390
Los Angeles Sheriff's Dept.,LA Pitchess South (No. Annex),1999,3,1077,0,528,0,1605
Los Angeles Sheriff's Dept.,Sybil Brand Institute,1999,3,22,4,10,2,38
Madera Corrections Dept.,Madera Adult Correctional Fac,1999,3,97.81,13.36,115.03,9.06,235.26
Marin Sheriff's Dept.,Marin County Jail,1999,3,183,31,50,13,277
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,1999,3,29.3,2.2,20,3,54.5
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,1999,3,107,13,71,10,201
Merced Sheriff's Dept.,John Latorraca Correctional Center,1999,3,141,25,172,30,368
Merced Sheriff's Dept.,Merced County Jail ,1999,3,139,0,36,0,175
Modoc Sheriff's Dept.,Modoc County Jail,1999,3,8,2,15,5,30
Mono Sheriff's Dept.,Mono County Jail ,1999,3,11.29,0.97,11.55,2.32,26.13
Monterey Sheriff's Dept.,Monterey County Jail ,1999,3,438,47,86,41,612
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,1999,3,123,0,247,0,370
Napa Corrections Dept.,Napa County Jail ,1999,3,128,14,42,6,190
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,1999,3,85,11,53,4,153
Orange Sheriff's Dept.,Intake Release Center ,1999,3,380,63,231,110,784
Orange Sheriff's Dept.,James A Musick Facilities,1999,3,122,23,774,139,1058
Orange Sheriff's Dept.,Orange County Mens Jail ,1999,3,695,0,581,0,1276
